# language_name_wals:	Fijian
# language_name_glotto:	Fijian
# iso639_3:	fij
# year_composed:	NA
# year_published:	1974
# mode:	written
# genre_broad:	non-fiction
# genre_narrow:	religion
# writing_system:	Latn
# special_characters:	NA
# short_description:	The Bible in Fijian. Text of the Parallel Bible Corpus: Mayer, Thomas & Michael Cysouw. 2014. Creating a Massively Parallel Bible Corpus. Proceedings of the International Conference on Language Resources and Evaluation (LREC), Reykjavik, 3158-3163.
# source:	https://www.bible.com/de/bible/508/gen.1.fov
# copyright_short:	© Bible Society of the South Pacific 1974
# copyright_long:	This translation, published by the Bible Society of the South Pacific, was published in 1974. If you are interested in obtaining a printed copy, please contact the Bible Society of the South Pacific at www.bible.org.fj.
# sample_type:	whole
# comments:	The first two digits of the identifier refer to the book, the next three digits to the chapter, and the last three digits to the verse. See Mayer & Cysouw (2014) for a list of book identifiers.

40001001	Ai vola ni tubutubu i Jisu Karisito , na luve i Tevita , na luve i Eparaama .
40001002	A tama i Aisake ko Eparaama ; ka tama i Jekope ko Aisake ; ka tama i Juta kei iratou na tuakana kei iratou na tacina ko Jekope ;
40001003	ka tama i Feresi kei Sera ko Juta , a tinadrau ko Tema ; ka tama i Esiromi ko Feresi ; ka tama i Erami ko Esiromi ;
40001004	ka tama i Aminatapi ko Erami ; ka tama i Nasoni ko Aminatapi ; ka tama i Salimoni ko Nasoni ;
40001005	ka tama i Poasi ko Salimoni , a tinana ko Reapi ; ka tama i Opeti ko Poasi , a tinana ko Ruci ; ka tama i Jese ko Opeti ;
40001006	ka tama i Tevita na tui ko Jese . Ka tama i Solomoni ko Tevita na tui , a tinana ko koya ka wati i Uraia eliu ;
40001007	ka tama i Riopoami ko Solomoni ; ka tama i Epaia ko Riopoami ; ka tama i Asa ko Epaia ;
40001008	ka tama i Josafati ko Asa ; ka tama i Jorami ko Josafati ; ka tama i Usaia ko Jorami ;
40001009	ka tama i Jocami ko Usaia ; ka tama i Aasi ko Jocami ; ka tama i Esekaia ko Aasi ;
40001010	ka tama i Manasa ko Esekaia ; ka tama i Emoni ko Manasa ; ka tama i Josaia ko Emoni ;
40001011	ka tama i Jekonaia kei iratou na wekana ko Josaia , ni sa yaco na gauna era kau yani kina ki Papiloni .
40001012	Ia ni ra sa kau dina ki Papiloni , sa qai sucu ko Salacieli , a tamana ko Jekonaia ; ka tama i Serupapeli ko Salacieli ;
40001013	ka tama i Epiuta ko Serupapeli ; ka tama i Elaiakimi ko Epiuta ; ka tama i Asori ko Elaiakimi ;
40001014	ka tama i Setoki ko Asori ; ka tama i Akeimi ko Setoki ; ka tama i Iliuta ko Akeimi ;
40001015	ka tama i Eliesa ko Iliuta ; ka tama i Macani ko Eliesa ; ka tama i Jekope ko Macani ;
40001016	ia ko Jekope na tama i Josefa na wati i Meri , ko koya sa sucu mai vua ko Jisu , ko koya sa vakatokai ko Karisito .
40001017	Sa qai mani tinikava nai tabatamata kecega sa vakatekivu vata kei Eparaama ka yacovi Tevita ; ia sai tabatamata e tinikava ko ira sa vakatekivu vata kei Tevita ka yacova na kena kau yani ki Papiloni ; ia sai tabatamata e tinikava ko ira sa vakatekivu vata kei na kena kau yani tiko ki Papiloni ka yacova na Karisito .
40001018	Ia sa vakaoqo na sucu i Jisu Karisito : Sa musu eliu ko Meri na tinana vei Josefa , ia ni rau sa sega mada ni veiyacovi , sa votu na nona bukete mai vua na Yalo Tabu .
40001019	Ia sa yalododonu ko Josefa na watina , a sa sega ni via vakavotuya , sa lomana ga me biuta vuni .
40001020	Ia ni sa vakananuma tiko ko koya na ka oqo , sa qai dua na agilose ni Turaga sa rairai mai vua e na tadra , ka kaya , I Josefa , na luve i Tevita , kakua ni rere ni kauta vei iko na watimu ko Meri : ka ni sa tubu mai vua na Yalo Tabu na ka sa kunekunetaka :
40001021	ia ena vakasucuma ko koya e dua na gonetagane ; ia mo vakayacani koya ko JISU ; ka ni sai koya ga ena vakabulai ira na nona tamata mai na nodra i valavala ca .
40001022	Ia sa yaco kecega oqo , me vakayacori kina na vosa ni Turaga ko ya sa tukuna na parofita , ka kaya ,
40001023	Raica ena bukete e dua na goneyalewa , ka na vakasucuma e dua na gonetagane , Ka na vakayacani ko Imanueli : - a kenai balebale , Na Kalou ka tiko vata kei keda .
40001024	Ia sa yadra mai ko Josefa ka sa qai laki kitaka na ka ka kaya vua na agilose ni Turaga , a sa kauta vua na watina :
40001025	a rau sa sega ni veiyacovi , sa sucu mada na nona ulumatua na gonetagane ; a sa vakayacani koya ko JISU .
40002001	Ia ni sa sucu ko Jisu mai Pecileema e Jutia e na gauna sa tui kina ko Eroti , raica , eso na tamata vuku mai na tu i cake era sa lako mai ki Jerusalemi ,
40002002	a ra sa kaya , Evei ko koya sa sucu me nodra tui na kai Jutia ? ni keitou a raica na nona kalokalo mai na tu i cake , ka keitou sa lako mai me cuva vua .
40002003	Ia ni sa rogoca ko Eroti na tui , sa kidroa , kei Jerusalemi taucoko vata kaya :
40002004	ia ni sa vakasoqoni ira vata kecega na bete levu kei ira na vunivola ni tamata , sa tarogi ira ko koya se na sucu beka evei na Karisito .
40002005	Era sa kaya vua , Mai Pecileema e Jutia : ni sa vola vakaoqo na parofita ,
40002006	Ia ko iko Pecileema , e na vanua ko Juta , Ko sa sega ni lailai sara vei ira na veiyasana e Juta : Ni na tubu maivei iko e dua na Turaga , Ko koya ena lewai ira na noqu tamata na Isireli .
40002007	Ia ko Eroti , ni sa kacivi ira lo na tamata vuku , sa qai taroga matua vei ira na gauna sa rairai kina na kalokalo .
40002008	A sa talai ira ki Pecileema , ka kaya , Dou laki vakasaqara matua sara na gone lailai ; ia ni dou sa kunea , tukuna mai vei au , meu laki cuva talega vua .
40002009	Ia ni ra sa rogoca na vosa ni tui , era sa lako ; ka raica , na kalokalo era a raica mai na tu i cake , sa liutaki ira , a sa laki tu vakadua , ni sa donuya na tikina sa koto kina na gone lailai .
40002010	Ia ni ra sa raica na kalokalo , era sa reki vakalevu sara .
40002011	Ia ni ra sa curu ki vale , era sa raica na gone lailai kei Meri na tinana , a ra sa cuva sobu , ka vakarokoroko vua : ia ni ra sa sereka na nodra i solesole kamunaga , era sa vakacabora vua eso nai solisoli ; na koula , kei na drega me vakamai , kei na mura .
40002012	Ia ni sa vakasala vei ira e na tadra na Kalou me ra kakua ni lako tale vei Eroti , era sa lesu tale ki na nodra vanua e na sala tani .
40002013	Ia ni ra sa lako tani , raica , sa qai rairai vei Josefa e na tadra e dua na agilose ni Turaga , ka kaya , Mo cavu tu , mo kauta na gone lailai kei tinana , ka dro ki Ijipita , ka waraka kina na noqu vosa vei iko ; ni na vakasaqara na gone lailai ko Eroti me vakamatea .
40002014	Sa qai cavu tu ko koya , ka kauta na gone lailai kei tinana e na bogi , ka lako ki Ijipita :
40002015	a sa tiko kina ka yacova na mate i Eroti : me vakayacori kina na vosa ni Turaga ko ya sa tukuna na parofita , ka kaya , Au a kaciva na luvequ mai Ijipita .
40002016	Ia ko Eroti , ni sa qai kila era a vakaisini koya ko ira na tamata vuku , sa cudru vakalevu sara , ka sa talatala yani , me vakamatei ira kecega na gonetagane lalai era sa tiko mai Pecileema , kei na kena veiyasana kecega , ko ira era yabaki yarua kei ira era lalai sobu , me rauta na gauna ka taroga matua kina ko koya vei ira na tamata vuku .
40002017	Sa qai vakayacori na ka sa vosataka ko Jeremaia na parofita , ka kaya ,
40002018	E dua na domo sa rorogo mai Rama , A qoqolou , kei na tagi , kei na somate levu , Sa tagicaki ira na luvena ko Rejeli , A sa bese ni vakacegui , ni ra sa yali .
40002019	Sa mate ko Eroti , sa qai rairai vei Josefa mai Ijipita e na tadra , e dua na agilose ni Turaga ,
40002020	ka kaya , Cavu tu , mo kauta na gone lailai kei tinana , ka lako ki na nodra vanua na Isireli : ni ra sa mate ko ira sa vakasaqara na gone me ra vakamatea .
