# language_name_wals:	Persian
# language_name_glotto:	Western Farsi
# ISO_6393:	pes
# year_composed:	NA
# year_published:	2007
# mode:	written
# genre_broad:	non-fiction
# genre_narrow:	religion
# writing_system:	Arab
# special_characters:	NA
# short_description:	Today's Farsi Bible. Text of the Parallel Bible Corpus: Mayer, Thomas & Michael Cysouw. 2014. Creating a Massively Parallel Bible Corpus. Proceedings of the International Conference on Language Resources and Evaluation (LREC), Reykjavik, 3158-3163.
# source:	https://www.bible.com/de/bible/136/gen.1.pov-fas
# copyright_short:	© United Bible Societies 2007
# copyright_long:	This translation, published by the United Bible Societies, was published in 2007. If you are interested in obtaining a printed copy, please contact the United Bible Societies at www.unitedbiblesocieties.org.
# sample_type:	whole
# comments:	The first two digits of the identifier refer to the book, the next three digits to the chapter, and the last three digits to the verse. See Mayer & Cysouw (2014) for a list of book identifiers.

40001001	شجره‌نامهٔ عیسی مسیح ، پسر داوود ، پسر ابراهیم :
40001002	ابراهیم پدر اسحاق بود و اسحاق پدر یعقوب و یعقوب پدر یهودا و برادران او بود
40001003	و یهودا پدر فارَص و زارَح ( از تامار ) و فارص پدر حَصرون و حَصرون پدر اَرام
40001004	و اَرام پدر عمیناداب و عمیناداب پدر نَحشون و نَحشون پدر شَلمون
40001005	و شلمون پدر بوعَز ( از راحاب ) و بوعَز پدر عوبید ( از روت ) و عوبید پدر یَسی
40001006	و یَسی پدر داوود پادشاه بود . داوود پدر سلیمان بود ( از همسر اوریا )
40001007	و سلیمان پدر رَحُبعام و رَحبعام پدر اَبیا و اَبیا پدر آسا
40001008	و آسا پدر یَهوشافاط و یَهوشافاط پدر یورام و یورام پدر عُزیا
40001009	و عُزیا پدر یوتام و یوتام پدر آحاز و آحاز پدر حزقیا
40001010	و حزقیا پدر منسی و منسی پدر آمون و آمون پدر یوشیاه بود
40001011	و یوشیاه پدر یَکُنیا و برادران او بود . در این زمان یهودیان به بابل تبعید شدند .
40001012	پس از تبعید یهودیان به بابل ، یكُنیا پدر شالتیئیل شد و شالتیئیل پدر زروبابل
40001013	و زروبابل پدر ابیهود و ابیهود پدر ایلیاقیم و ایلیاقیم پدر عازور
40001014	و عازور پدر صادوق و صادوق پدر یاكین و یاكین پدر ایلیهود
40001015	و ایلیهود پدر العازار و العازار پدر مَتان و مَتان پدر یعقوب
40001016	و یعقوب پدر یوسف شوهر مریم بود و مریم عیسی ملقّب به مسیح را به دنیا آورد .
40001017	به این ترتیب از ابراهیم تا داوود چهارده نسل ، و از داوود تا تبعید یهودیان به بابِل چهارده نسل و از زمان تبعید تا مسیح چهارده نسل است .
40001018	تولّد عیسی مسیح چنین بود : مریم مادر او كه به عقد یوسف درآمده بود ، قبل از آنكه به خانهٔ شوهر برود به وسیلهٔ روح‌القدس آبستن شد .
40001019	یوسف كه مرد نیكوكاری بود و نمی‌خواست مریم را در پیش مردم رسوا كند ، تصمیم گرفت مخفیانه از او جدا شود .
40001020	یوسف هنوز در این فكر بود ، كه فرشتهٔ خداوند در خواب به او ظاهر شد و گفت : « ای یوسف پسر داوود ، از بردن مریم به خانهٔ خود نترس . زیرا آنچه در رحم اوست از روح‌القدس است .
40001021	او پسری به دنیا خواهد آورد و تو او را عیسی خواهی نامید ؛ زیرا او قوم خود را از گناهانشان رهایی خواهد داد . »
40001022	این‌همه واقع شد تا آنچه خداوند به وسیلهٔ نبی اعلام فرموده بود به انجام برسد :
40001023	« باکره‌ای آبستن شده ، پسری خواهد زایید كه عمانوئیل -‌یعنی خدا با ما- خوانده خواهد شد . »
40001024	یوسف از خواب بیدار شد و طبق دستور فرشتهٔ خداوند عمل نمود و مریم را به خانهٔ خود آورد .
40001025	امّا تا زمانی‌که مریم پسر خود را به دنیا نیاورد ، با او همبستر نشد و كودک را عیسی نام نهاد .
40002001	عیسی در زمان زمامداری هیرودیس پادشاه ، در بیت‌لحم یهودیه تولّد یافت . پس از تولّد او مجوسیانی از مشرق زمین به اورشلیم آمده
40002002	پرسیدند : « كجاست آن نوزاد که پادشاه یهود است ؟ ما طلوع ستارهٔ او را دیده و برای پرستش او آمده‌ایم . »
40002003	وقتی هیرودیس پادشاه این را شنید ، بسیار مضطرب شد و تمام مردم اورشلیم نیز در اضطراب فرو رفتند .
40002004	او جلسه‌ای با شركت سران كاهنان و علمای قوم یهود تشكیل داد و دربارهٔ محل تولّد مسیح موعود از ایشان پرسید .
40002005	آنها جواب دادند : « در بیت‌لحم یهودیه ، زیرا در كتاب نبی چنین آمده است :
40002006	' ای بیت‌لحم ، در سرزمین یهودیه ، تو به هیچ وجه از سایر فرمانروایان یهودا كمتر نیستی ، زیرا از تو پیشوایی ظهور خواهد كرد كه قوم من اسرائیل را رهبری خواهد نمود . ' »
40002007	آنگاه هیرودیس از مجوسیان خواست به طور محرمانه با او ملاقات كنند و به این ترتیب از وقت دقیق ظهور ستاره آگاه شد .
40002008	بعد از آن ، آنها را به بیت‌لحم فرستاده گفت : « بروید و با دقّت به دنبال آن كودک بگردید و همین‌که او را یافتید به من خبر دهید تا من هم بیایم و او را پرستش نمایم . »
40002009	آنان بنا به فرمان پادشاه حركت كردند و ستاره‌ای كه طلوعش را دیده بودند ، پیشاپیش آنان می‌رفت تا در بالای مكانی كه كودک در آن بود ، توقّف كرد .
40002010	وقتی ستاره را دیدند ، بی‌نهایت خوشحال شدند .
40002011	پس به آن خانه وارد شدند و كودک را با مادرش مریم دیده و به روی در افتاده او را پرستش كردند . آنگاه صندوقهای خود را باز كردند و هدایایی شامل طلا و كُندُر و مُرّ به او تقدیم نمودند .
40002012	چون در عالم خواب به آنان اخطار شد كه به نزد هیرودیس بازنگردند ، از راهی دیگر به وطن خود برگشتند .
40002013	پس از رفتن آنان فرشتهٔ خداوند در خواب به یوسف ظاهر شده گفت : « برخیز ، كودک و مادرش را بردار و به مصر فرار كن و تا وقتی‌که به تو بگویم در آنجا بمان ، زیرا هیرودیس می‌خواهد كودک را پیدا كند و به قتل برساند . »
40002014	پس یوسف برخواست و مادر و طفل را برداشته ، در همان شب عازم مصر شد
40002015	و تا وقت مرگ هیرودیس در آنجا ماند و به این وسیلهٔ سخنی كه خداوند به زبان نبی فرموده بود ، تحقّق یافت كه : « پسر خود را از مصر فراخواندم . »
40002016	وقتی هیرودیس متوجّه شد كه مجوسیان او را فریب داده‌اند ، بسیار غضبناک شد و فرمان قتل عام پسران دو ساله و كمتر را در بیت‌لحم و تمام حومهٔ آن طبق تاریخی كه از مجوسیان جویا شده بود ، صادر كرد .
40002017	به این ترتیب كلماتی كه به وسیلهٔ ارمیای نبی بیان شده بود ، به حقیقت پیوست :
40002018	« صدایی در رامه به گوش رسید . صدای گریه و ماتم عظیم . راحیل برای فرزندان خود گریه می‌کرد و تسلّی نمی‌پذیرفت زیرا آنان از بین رفته‌اند . »
40002019	پس از درگذشت هیرودیس ، فرشتهٔ خداوند در مصر در عالم خواب به یوسف ظاهر شده
40002020	به او گفت : « برخیز ، كودک و مادرش را بردار و به سرزمین اسرائیل روانه شو زیرا آن کسانی‌که قصد جان كودک را داشتند درگذشته‌اند . »
40002021	پس او برخاسته كودک و مادرش را برداشت و به سرزمین اسرائیل برگشت .
40002022	ولی وقتی شنید كه آركلائوس به جای پدر خود هیرودیس در یهودیه به فرمانروایی رسیده است ، ترسید كه به آنجا برود و چون در خواب به او وحی رسید ، به سرزمین جلیل رفت
40002023	و در‌ آنجا در شهری به نام ناصره ساكن شد . به این طریق پیشگویی انبیا كه گفته بودند : « او ناصری خوانده خواهد شد . » تحقّق یافت .
40003001	در آن زمان یحیای تعمید‌دهنده در بیابان یهودیه ظاهر شد و تعلیم داده می‌گفت :
40003002	« توبه كنید زیرا پادشاهی آسمان نزدیک است . »
40003003	یحیی همان كسی است كه اشعیای نبی دربارهٔ او می‌گوید : « مردی در بیابان فریاد می‌زند : راه خداوند را آماده سازید و مسیر او را راست گردانید . »
40003004	لباس یحیی از پشم شتر بود و كمربندی چرمی به كمر می‌بست و خوراكش ملخ و عسل صحرایی بود .
40003005	مردم از اورشلیم و تمام یهودیه و نواحی رود اردن نزد او می‌آمدند
40003006	و به گناهان خود اعتراف می‌کردند و در رود اردن از او تعمید می‌گرفتند .
40003007	وقتی یحیی دید بسیاری از فریسیان و صدوقیان برای تعمید آمده‌اند به آنان گفت : « ای مارها چه کسی شما را آگاه كرد تا از غضب آینده بگریزید ؟
40003008	پس کارهایی را كه شایستهٔ توبه باشد ، انجام دهید .
40003009	در این فكر نباشید كه پدری مانند ابراهیم دارید . بدانید كه خدا قادر است از این سنگها برای ابراهیم فرزندانی بیافریند .
40003010	اكنون تیشه بر ریشهٔ درختان گذاشته شده و هر درختی كه میوهٔ خوب به بار نیاورد بریده و در آتش افكنده خواهد شد .
40003011	من شما را با آب تعمید می‌دهم و این تعمید نشانهٔ توبه شماست ولی کسی‌که بعد از من می‌آید ، از من تواناتر است و من لایق آن نیستم كه حتّی کفشهای او را بردارم . او شما را با روح‌القدس و آتش تعمید خواهد داد .
40003012	او چنگال خود را در دست گرفته و خرمن خود را پاک خواهد كرد . گندم را در انبار جمع می‌کند ، ولی كاه را در آتش خاموش نشدنی خواهد سوزانید . »
40003013	در آن وقت عیسی از جلیل به رود اردن نزد یحیی آمد تا از او تعمید بگیرد .
40003014	یحیی سعی کرد او را از این کار باز دارد و گفت : « آیا تو نزد من می‌آیی ؟ من احتیاج دارم از تو تعمید بگیرم . »
40003015	عیسی در جواب گفت : « بگذار فعلاً این‌طور باشد ، زیرا به این وسیله احكام شریعت را بجا خواهیم آورد . » پس یحیی قبول كرد .
40003016	عیسی پس از تعمید ، فوراً از آب بیرون آمد . آنگاه آسمان گشوده شد و او روح خدا را دید كه مانند كبوتری نازل شده به سوی او می‌آید .
40003017	و صدایی از آسمان شنیده شد كه می‌گفت : « این است پسر عزیز من كه از او خشنودم . »
40004001	آنگاه روح ، عیسی را به بیابان برد تا ابلیس او را در مقابل وسوسه‌ها امتحان كند .
40004002	عیسی چهل شبانه‌روز ، روزه گرفت و سرانجام گرسنه شد .
40004003	در آن وقت وسوسه كننده به او نزدیک شده گفت : « اگر تو پسر خدا هستی بگو این سنگها نان بشود . »
40004004	عیسی در جواب گفت : « کتاب‌مقدّس می‌فرماید : ' زندگی انسان فقط بسته به نان نیست ، بلكه به هر كلمه‌ای كه خدا می‌فرماید . ' »
40004005	آنگاه ابلیس او را به شهر مقدّس برده بر روی كنگرهٔ معبد بزرگ قرار داد
40004006	و به او گفت : « اگر تو پسر خدا هستی خود را از اینجا به پایین بینداز زیرا کتاب‌مقدّس می‌فرماید : ' او به فرشتگان خود فرمان خواهد داد و آنان تو را با دستهای خود خواهند گرفت مبادا پایت به سنگی بخورد . ' »
40004007	عیسی جواب داد : « کتاب‌مقدّس همچنین می‌فرماید : ' خداوند خدای خود را امتحان نكن . ' »
40004008	بار دیگر ابلیس او را بر بالای كوه بسیار بلندی برد و تمامی ممالک جهان و شكوه و جلال آنها را به او نشان داد
40004009	و گفت : « اگر نزد من سجده کنی و مرا بپرستی ، همهٔ اینها را به تو خواهم داد . »
40004010	عیسی به او فرمود : « دور شو ای شیطان ، کتاب‌مقدّس می‌فرماید : ' باید خداوند خدای خود را بپرستی و فقط او را خدمت نمایی . ' »
40004011	آنگاه ابلیس عیسی را ترک نموده و فرشتگان آمده ، او را خدمت كردند .
40004012	وقتی عیسی شنید كه یحیی بازداشت شده است به استان جلیل رفت .
