# language_name_wals:	Chukchi
# language_name_glotto:	Chukchi
# iso639_3:	ckt
# year_composed:	NA
# year_published:	2003
# mode:	written
# genre_broad:	non-fiction
# genre_narrow:	religion
# writing_system:	Cyrl
# special_characters:	NA
# short_description:	Text of the Parallel Bible Corpus: Mayer, Thomas & Michael Cysouw. 2014. Creating a Massively Parallel Bible Corpus. Proceedings of the International Conference on Language Resources and Evaluation (LREC), Reykjavik, 3158-3163.
# source:	http://ibtrussia.org/en/text ?m=CHK
# copyright_short:	© Институт Библияеԓыԓьаткэн 2003
# copyright_long:	iБиблием изэдзэкІынкІэ Институтыр<br>Институт перевода Библии, 101000 Москва, Главпочтамт, а/я 360<br>ibt_inform@ibt.org.ru
# sample_type:	whole
# comments:	The first two digits of the identifier refer to the book, the next three digits to the chapter, and the last three digits to the verse. See Mayer & Cysouw (2014) for a list of book identifiers.

42001001	Ы'ттъыёԓвэтгав . Игыр мыкычьыт энмэч энанымӈыԓявыӈӈогъат эмыръавагыргык , ваԓьыт кэтэм мурыгԓыку ,
42001002	ынӄэн моргынан ԓыги мытытчын о'равэтԓьайпы , микырык ынанторымгойпы чинитԓыԓетэ гэԓьуԓин тывъё ынкъам микынти гатваԓенат ы'ттъыёԓ тъэвэты ивыԓьу Таӈпыӈыԓык .
42001003	Ымы гым тывэтгычемгъок кэԓинӈивэтык гыныкы , вэймэну ԓынъёйгыт Феофилегыт , пыӈыԓтэԓык , янор ымыԓьо рычичьэтыпԓыткук .
42001004	Ынӄэн ратвагъа пытӄыэнанъомраво гынин гыёԓятгыргэты , раӄэты энмэч гэныгйивэтигыт .
42001005	Мэтъатвыгыргын о'ратгыргэн Иоанн Крестителен . Ирод энма тиркэрму Иудеянотак , ынкэӈит ынкы ганымытваԓен таароӈрагэԓевыԓьын , микын нынны Захария . Ытԓён гитԓин Авийын энанрымэйпы . Ӈэвъэн ынин , микын нынны Елисавета , гитԓин чинйыръу Ааронын .
42001006	Ытри ӈирэргэри ԓыгипыԓьу о'равэтԓьано гитԓинэт Аӈаӈэты ( Энантомгавыԓьэты ) ынкъам ӄунчимгъутэ ныркыԓеӄинэт ымыԓьо тъэвэквыргыт Этынвэн .
42001007	Ытръэч-ым экмиӈыкыԓьинэт : Елисавета экымиӈэткыԓьу гитԓин , ӈаӄам ытри энмэч гэԓгинпэвԓинэт .
42001008	Ӄоԓ итык Авийын энанрымэн таароӈгэԓевымгогъэ , ынкы Захария тэԓеӈкинэмиԓ гиԓивыԓьыԓӄыԓ :
42001009	рэсӄивыԓьыԓӄыԓ таароӈрачыкогты ынкъам ынан рынԓявъёԓӄыԓтэ таӈыткэванавыт энанэнтыткованвык . Ытԓён рэсӄиквъи Этынвэн таароӈрачыкогты .
42001010	Ымыԓьо-ым рэмкын , ытԓён ванавнынԓявма , гатвэтчатваԓен ӈаргыноӈӄач ынкъам гаченъёргаввэтгавԓен Аӈаӈэты .
42001011	Ынкъам ԓюур вытрэтгъи Эӈэӈин пынԓынԓяԓьын ( ангел ) — ытԓён гатвэтчаԓен мраӈӄач энанэнтыткованвык , миӈкы гэнынԓевԓинэт таӈыткэванавыт .
42001012	Ԓьук ытԓён Захария гакапчачавԓен ынкъам гэԓиӈиԓюԓин .
42001013	Ытръэч-ым ангеля ивнин ытԓён : « Ынӈэ э'ӄэԓиӈэткэ , Захария , ӄун гынин ченъёргаввэтгав гаваԓёмԓен . Гынин ӈэвъэн Елисавета раккантогъа ынкъам рэтэнынныӈын ытԓён Иоанныно .
42001014	Ытԓён ритгъэ гыныкы кыткоргаквырго , ынкъам мыкычьыт ракоргавыркыт ынин о'ратгыргэты .
42001015	Миӈкыри ӄун ытԓён ратвагъа эргычьатыԓьо Этынвэты , ӄырым нъэӄимԓюркын ынкъам Эӈэӈин Выйитэ рэйыръэтгъэ еп у'рэткэ .
42001016	Нымкыӄинэт израилыԓьыт ( еврейыԓьыт ) Иоаннына рэнпэԓӄынтэвнинэт Этынвэты , ыргин Аӈаӈэты .
42001017	Ытԓён раянотгъа Этынвык , тъивчимгъутэ энагԓятыԓьын Илияна , рыԓенво ԓинԓиӈыт ытԓыгыргин о'ракымэӈэты , аваԓёмкыԓьэты Эӈэӈин танчемгъогыргык , ынкъам рантэнмавнэн рэмкын ятынвэты Этын » .
42001018	Захарияна пынԓёнэн ангел : « Миӈкыри-ым гымнан ынӄэн ԓыги тырэтчыӈын ? Энмэч гым ынпыначгэгым ынкъам гымнин ӈэвъэн нэмыӄэй эӈинкыԓьин » .
42001019	Ангеля татԓыгнэн ытԓён : « Гым — Гавриилегым . Трэтыркын Эӈэӈин тъэвчемгъогыргын . Ынан инэнӈивыгъи гым тывынво гыныкы ӈотӄэн таӈпыӈыԓ .
42001020	Гымнан гыныкы тывъё ӄырым игытӄэй нытван , вытку ӈотӄо . Ытръэч-ым чеӈэт гынан ԓымаԓё ԓюӈыԓгэ гымнинэт вэтгавыт , гыт эйиԓыкэ рэнъэԓгъэ ымыԓьо ынӄэн нъаԓтагнэты » .
42001021	Ынкэӈит-ым рэмкэ нъатчаӄэн Захария ынкъам ниничгытэтӄинэт , иа'м ытԓён кимыԓтэтыркын таароӈрачыко .
42001022	Захария ӈытогъэ , ытръэч-ым вэтгавык ныԓвавӄэн . Ымыԓьо чичеквъэт , этааны таароӈрачыко ынан ԓьунин инэнԓьуӈэт . Ытԓён ныныгйивэтӄин ырыкы мынга , пэнинэмиԓ вама эйиԓыкыԓьу .
42001023	Гаԓягъат ынин гэԓеватъыԓёт ынкъам ытԓён рагтыгъэ .
42001024	Пэтԓе ынин ӈэвъэн Елисавета нанӄатгъэ ынкъам тэӈэвытрыкэ гатваԓен мытԓыӈэн йъиԓгыт .
42001025	« Ынӄэн ынӈин инэнтыгъи Этынва , тэгъеӈыԓьэ йытык гымыкайпы а'ӄапэран , таӈпэранво о'равэтԓьагты » , — гивԓин ытԓён .
42001026	Гамэтъатвыԓен Иисусын о'ратгыргын . Ӈэръамытԓыӈӄав йъиԓгын нанӄыԓьытвама Елисавета , Эӈэӈэ тыӈивынин ангел Гавриил Назаретэты — майӈынымэты Галилеянотакэн ,
42001027	ӈавъаныԓӄыԓеты Иосифын , мэӈин гатваԓен чинйыръу тиркэрмин Давидын . Нынны-ым ӈэвысӄэтин — Мария .
42001028	Етык ыныкагты ангеля ивнин : « Вай-ым тыетык . Эӈэӈэ рыкычьымавъёйгыт , онтымэты ӄытваркын ! Гынык рээн Этын ! »
42001029	Ынан капчачо рытчынинэт ынинэт вэтгавыт ынкъам нычимгъуӄин , рэӄу ынан тывнэн ынӈин ваԓьын тинэнӄитпыӈ .
42001030	Ангеля ивнин ытԓён : « Ынӈэ э'ӄэԓиӈэткэ , Мария ! Гынык нъэԓгъи армагыргын , Эӈэӈэ йыԓьё гыргочайпы .
42001031	Гыт рананӄатгъа , раккантогъа ынкъам рэтэнынныӈын Ытԓён Иисусыну .
42001032	Ытԓён рэнъэԓгъэ ынанэргычьо , нэръэйӈэвыркын Эккэну Ынангыргочаԓьэн ; Этынва Эӈэӈэ рэйыԓнин Ыныкы вакъосӄыёԓгын тиркэрмин Давидын , Ынин ы'ттъыютԓьин .
42001033	Ынан таӈӄонпыӈ рэнԓеркынинэт Иаковын яатԓьат , ынкъам Ынин Энанԓявагыргын ӄырым нытэԓпыгъэн » .
42001034	Марияна пынԓёнэн ангел : « Миӈкыри-ым ынӄэн ратвагъа ? Гым еп эӄԓикэткыԓьигым » .
42001035	Ангел татԓыӈыткогъэ : « Эӈэӈин Выйитэ нарайъогыт ынкъам Эӈэӈин армагырга нэрэнчымкэтгыт , ынӄэната Нэнэны , гынан йытоё , вэймэну нэрэԓгыӈын — Ытԓён нэръэйӈэвыркын Эккэну Эӈэӈин .
42001036	Ӄыкэтъогын Елисавета , гынин чычеткинэӈэв , экымиӈэткиӈэву ԓынъё : ытԓён ынпэвыԓьын нанӄатгъэ ынкъам энмэч ыннанмытԓыӈӄав йъиԓгык варкын .
42001037	Аӈаӈэты таӈымыԓьо гаймаӈэн ваԓьын » .
42001038	Ынкэӈит Мария иквъи : « Гым — Этынвэн пурэԓӈэвигым . Мачынан ымыԓьо гыныквэтгавыгъет нытвагъан » . Ынкъам ангеля пэԓянэн ытԓён .
42001039	Марияна ԓьусӄивыркынин Елисавета . Чигтъэр ы'ԓёӈэттэ гаԓяк Мария гагчакватгъэ майӈынымэты , ваԓьэты Иудеякэн ӈайванвык .
42001040	Ытԓён етгъи Захариян ярагты ынкъам иквъи : « А'мын тыетык , Елисавета » .
42001041	Елисаветана ваԓёмнэн Мариян ӄуԓиӄуԓ , нэнэны ԓюур вай камаграръогъэ нанӄычыко , ынкъам Елисавета Эӈэӈин Выйитэ йыръэтгъи .
42001042	Ытԓён нэргъав ӄуԓиԓьэтгъи : « Гыт — Эӈэӈэ таӈаӈэнмыёйгыт ӈэвъэнйыръыԓыку ! Этынва ымы тэӈэӈинмынин гынин у'рэтыԓьыԓӄыԓ Нэнэны !
42001043	Ытԓён вай микынэ ейвэчу инэԓгыгъи , гымыкы етгъи ытԓя гымнин Этынвэн ?
42001044	Эчги гымнан тываԓёмын гынин ӄуԓиӄуԓ , нэнэны амкоргава гымыгчыку камаграръогъэ .
42001045	Кычьымыԓьигыт , ӄэԓёӄ ԓымаԓё ԓыӈын , тывъё Этынва вэты ратвагъа ! »
42001046	Ынкъам Мария иквъи : « Гымнин ӄэԓеԓвынэ рэргавыркынэн Этын ,
42001047	гымнин выйирит кыткоргавыркын Аӈаӈэты , Энанъягтаԓявыԓьэты гымыкы ,
42001048	ӄэԓёӄъым Ынан тэӈу инэтчыгъи , ԓыгэн а'тав ваԓьэгым ; игыр-ым ымтыӈарата кычьымӈаво наратвыркынэгым ,
42001049	ӄэԓёӄъым Эрмэԓьэ тэйкынин тэӈиничгытэт — нэргыӄэн Ынин нынны !
42001050	Ынин йыркыԓеӈгыргын вытрэтыркын ымтыӈаратэты , микынти таароӈыркыт Ыныкы .
42001051	Ынан рыԓенинэт ԓыгэмайӈытайкыгыргыт : рывынинэт тэгыттэмӈыԓьыт ырынпъоравэтԓьат ,
42001052	рыраӄыԓӄыԓявнэнат эрмэт энанԓяванвэпы , очыԓьыт-ым эргыпыԓьо рытчынинэт ,
42001053	гытъатыԓьэты йыԓнинэт таӈгыргыт , гаймычьыԓьыт-ым рытриԓнинэт эмӄуԓгэ .
