# language_name_wals:	Hausa
# language_name_glotto:	Hausa
# ISO_639-3:	hau
# year_composed:	NA
# year_published:	2010
# mode:	written
# genre_(broad):	non-fiction
# genre_(narrow):	religion
# writing_system:	Latn
# special_characters:	NA
# short_description:	The Bible in Hausa. Text of the Parallel Bible Corpus: Mayer, Thomas & Michael Cysouw. 2014. Creating a Massively Parallel Bible Corpus. Proceedings of the International Conference on Language Resources and Evaluation (LREC), Reykjavik, 3158-3163.
# source:	https://www.bible.com/versions/71
# copyright_short:	© Bible Society of Nigeria
# copyright_long:	This translation, published by the Bible Society of Nigeria, was published in 2010. If you are interested in obtaining a printed copy, please contact the Bible Society of Nigeria at www.biblesociety-nigeria.org.
# sample_type:	whole
# comments:	The first two digits of the identifier refer to the book, the next three digits to the chapter, and the last three digits to the verse. See Mayer & Cysouw (2014) for a list of book identifiers.

40001001	Littafin asalin Yesu Almasihu , ɗan Dawuda , zuriyar Ibrahim ke nan .
40001002	Ibraham ya haifi Ishaku , Ishaku ya haifi Yakubu , Yakubu ya haifi Yahuza da 'yan'uwansa ,
40001003	Yahuza kuwa ya haifi Feresa da Zera ( mahaifiyarsu Tamar ce ) , Feresa ya haifi Hesruna , Hesruna ya haifi Aram ,
40001004	Aram ya haifi Amminadab , Amminadab ya haifi Nashon , Nashon ya haifi Salmon ,
40001005	Salmon ya haifi Bo'aza ( mahaifiyarsa Rahab ce ) , Bo'aza ya haifi Obida ( mahaifiyarsa Rut ce ) , Obida ya haifi Yesse ,
40001006	Yesse ya haifi sarki Dawuda . Dawuda kuma ya haifi Sulemanu ( wanda mahaifiyarsa dā matar Uriya ce ) ,
40001007	Sulemanu ya haifi Rehobowam , Rehobowam ya haifi Abiya , Abiya ya haifi Asa ,
40001008	Asa ya haifi Yehoshafat , Yehoshafat ya haifi Yoram , Yoram ya haifi Azariya ,
40001009	Azariya ya haifi Yotam , Yotam ya haifi Ahaz , Ahaz ya haifi Hezekiya ,
40001010	Hezekiya ya haifi Manassa , Manassa ya haifi Amon , Amon ya haifi Yosiya .
40001011	Yosiya ya haifi Yekoniya da 'yan'uwansa , wato , a lokacin da aka ɗebe su zuwa Babila .
40001012	Bayan an ɗebe su zuwa Babila , sai Yekoniya ya haifi Sheyaltiyel , Shayeltiyel ya haifi Zarubabel ,
40001013	Zarubabel ya haifi Abihudu , Abihudu ya haifi Eliyakim , Eliyakim ya haifi Azuro ,
40001014	Azuro ya haifi Saduƙu , Saduƙu ya haifi Akimu , Akimu ya haifi Aliyudu ,
40001015	Aliyudu ya haifi Ele'azara , Ele'azara ya haifi Matana , Matana ya haifi Yakubu ,
40001016	Yakubu ya haifi Yusufu mijin Maryamu wadda ta haifi Yesu , wanda ake kira Almasihu .
40001017	Wato , dukkan zuriya daga Ibrahim zuwa kan Dawuda , zuriya goma sha huɗu ce . Daga Dawuda zuwa ga ɗebe su a kai Babila kuwa , zuriya goma sha huɗu . Daga ɗebe su zuwa Babila zuwa kan Almasihu , zuriya goma sha huɗu .
40001018	Ga yadda haihuwar Yesu Almasihu take . Sa'ad da Yusufu yake tashin Maryamu mahaifiyar Yesu , tun ba a ɗauke ta ba , sai aka ga tana da juna biyu daga Ruhu Mai Tsarki .
40001019	Yusufu mijinta kuwa da yake shi mutumin kirki ne , ba ya kuma so ya ba ta kunya a gaban jama'a , sai ya yi niyyar rabuwa da ita a asirce .
40001020	Amma tun yana cikin wannan tunani , sai ga wani mala'ikan Ubangiji ya bayyana a gare shi a mafarki , ya ce , “ Yusufu ɗan Dawuda , kada ka ji tsoron ɗaukar Maryamu matarka , domin cikin nan nata daga Ruhu Mai Tsarki ne .
40001021	Za ta haifi ɗa , za ka kuma sa masa suna Yesu , domin shi ne zai ceci mutanensa daga zunubansu . ”
40001022	An yi wannan ne duk , don a cika abin da Ubangiji ya faɗa ta bakin annabin cewa ,
40001023	“ Ga shi , budurwa za ta yi juna biyu , ta haifi ɗa , Za a kuma sa masa suna Immanuwel . ” ( Ma'anar Immanuwel kuwa itace Allah yana tare da mu . )
40001024	Da Yusufu ya farka daga barci , sai ya bi umarnin mala'ikan Ubangiji , ya ɗauki matarsa ,
40001025	amma bai san ta ba , sai bayan da ta haifi ɗanta , ya kuma sa masa suna Yesu .
40002001	Sa'ad da aka haifi Yesu a Baitalami ta ƙasar Yahudiya , a zamanin sarki Hirudus , sai ga waɗansu masana taurari daga gabas suka zo Urushalima , suna cewa ,
40002002	“ Ina wanda aka haifa Sarkin Yahudawa ? Domin mun ga tauraronsa a gabas , mun kuma zo mu yi masa sujada . ”
40002003	Da sarki Hirudus ya ji haka , sai ya damu ƙwarai , haka kuma dukan mutanen Urushalima .
40002004	Sai ya tara dukan manyan firistoci da malaman Attaura na jama'a , ya tambaye su inda za a haifi Almasihu .
40002005	Sai suka ce masa , “ A Baitalami ne , ta ƙasar Yahudiya , domin haka annabin ya rubuta cewa ,
