# language_name_wals:	Chamorro
# language_name_glotto:	Chamorro
# ISO_6393:	cha
# year_composed:	NA
# year_published:	2003
# mode:	written
# genre_broad:	non-fiction
# genre_narrow:	religion
# writing_system:	Latn
# special_characters:	NA
# short_description:	Text of the Parallel Bible Corpus: Mayer, Thomas & Michael Cysouw. 2014. Creating a Massively Parallel Bible Corpus. Proceedings of the International Conference on Language Resources and Evaluation (LREC), Reykjavik, 3158-3163.
# source:	NA
# copyright_short:	© Bishop Tomas A. Camacho of the Diocese of Chalan Kanoa
# copyright_long:	NA
# sample_type:	whole
# comments:	The first two digits of the identifier refer to the book, the next three digits to the chapter, and the last three digits to the verse. See Mayer & Cysouw (2014) for a list of book identifiers.

40001001	I lepblon i listan i guello' Jesukristo , disendensian David , lahen Abrahan .
40001002	Desde as Abrahan asta i Rai as David , manmalista este siha na disendensia : si Abrahan , si Isaac , si Jacob , si ' Judah ' yan i mañe'lu-ña lalåhi : despues si ' Perez ' yan ' Zerah ' ( i nanan-ñiha si ' Tamar ' ) , si ' Hezron ' , si ' Ram ' , si ' Amminadab ' , si ' Nahshon ' , si ' Salmon ' , si ' Boaz ' ( i nanå-ña si ' Rahab ' ) , si ' Obed ' ( i nanå-ña si ' Ruth ' ) , si ' Jesse' , yan i Rai as David .
40001006	Desde as David asta ayo na tiempo anai manmadestilådu i taotåo Israhet giya Babilonia , manmalista este siha na disendensia : si David , si Solomon , ( si nanå-ña ayo na palåo'an i ginen asaguan ' Uriah ' ) , si ' Rehoboam ' , si ' Abijah ' , si ' Asa ' , si ' Jehoshaphat ' , si ' Jehoram ' , si ' Uzziah ' , si ' Jotham ' , si ' Ahaz ' , si ' Hezekiah ' , si ' Manasseh ' , si ' Amon ' , si ' Josiah ' , yan si ' Jehoiachin ' yan i mañe'lu-ña lalåhi .
40001012	Despues di i manmadestiladon-ñiha giya Babilonia asta i mafañagon Jesus , manmalista este siha na mañaina : si ' Jehoiachin ' , si ' Shealtiel ' , si ' Zerubbabel ' , si ' Abiud ' , si ' Eliakim ' , si ' Azor ' ,
40001014	si ' Zadok ' , si ' Achim ' ,
40001015	si ' Eliud ' , si ' Eleazar ' , si ' Matthan ' ,
40001016	si Jacob yan si Jose i asaguan Maria . Ginen as Maria na mafañågu si Jesus ni ma'å'agang Misihas .
40001017	Entonses put todu i hinirasion siha : desde as Abrahan asta as David , katotse na hinirasion ; desde as David asta i manmadestiladon-ñiha giya Babilonia , katotse na hinirasion ; desde i manmadestiladon-ñiha Babilonia asta i Misihas , katotse na hinirasion .
40001018	Taiguini mafañagu-ña si Jesukristo . Si nanå-ña as Maria kumontråta esta na para u assagua yan si Jose , låo åntes di u assagua i dos ha tungo' si Maria na para u gai patgon ginen i Espiritu Sånto .
40001019	Si Jose , ni kontratå-ña para asaguå-ña , todu i tiempo i maolek ha chocho'gue ; låo ti malago' na u na'mamåhlåo si Maria gi me'nan tåotåo , pues ha disidi na u påra i dos sikretamente .
40001020	Mientras ha hahasso este , finattoigue ni anghet i Saina gi guinifi-ña ya ilek-ña : " Jose lahen David , cha'-mu ma'å'a'ñao kumonne' si Maria para asaguå-mu . Ginen i Espiritu Sånto na mumapotge' gui' .
40001021	U gai lahi ya u mafa'na'an Jesus sa' Guiya para u na'fansåfu' i taotåo-ña siha ginen i isao-ñiha . "
40001022	Manmåsusedi este siha entonses , put i para u makumple i fino' i Saina ni sinangan i prufeta :
40001023	" Un bithen u mapotge' ya u gai lahi , ya u ma'ågang Emanuel " ( ni kumeke'ilek-ña , " Manhihita yan si Yu'os " ) .
40001024	Pues anai makmåta si Jose ha cho'gue håfa tinago'-ña i anghet ya ha asagua si Maria .
40001025	Ti dumaña' i dos maigo' åntes di u mafañågu i patgon . Si Jose ha fa'na'an i patgon Jesus .
40002001	Mafañågu si Jesus giya Bilen , un songsong giya Hudeha , guihi na tiempo anai eståba rai si Hirodes . Ti åpmam na tiempo despues manmåtto giya Hirusalen lalåhi siha ginen i sanhaya ni umestutudia i kinalamten i puti'on
40002002	ya manmamaisen : " Månu nai gaigi i nuebu na finañågu na rai i ManHodihos ? In li'e' na dokko' i puti'on-ña gi sanhaya ennåo na manmåtto ham para in adora Gui' . "
40002003	Nina'atborutåo si Rai Hirodes yan todu siha i taotåo Hirusalen anai mahungok este .
40002004	Ha na'fandaña' todu i manmå'gas mamåle' yan i ma'estron i Lai ya ha faisen siha , " Månu nai para u mafañågu i Misihas ? "
40002005	Manmanoppe , " Iya Bilen na songsong , giya Hudeha . Estegui' tinige'-ña i prufeta :
40002006	' Hågu Bilen , ni gaigi gi tano' Huda , Ti hågu mås takpapa' gi entre i siudå siha giya Huda ; sa' ginen hagu nai u fåtto un må'gas Ni para u dinirihi i tåotåo-hu Manesrailitas . ' "
40002007	Pues ha ågang si Hirodes i bisita siha ni mangginen sanhaya ya manhunta sikretu ya ginen este na ha tungo' i fecha anai umannok i puti'on .
40002008	Despues ha na'fanhånåo siha para Bilen ya ha engkåtga siha nu este : " Fanhånåo ya en gef espiha i patgon , ya yanggen en sedda' na'tungo' yu' , ya guåhu lokkue' bai hu hånåo ya bai hu adora Gui' . "
40002009	Pues manmå'pos , ya mientras manhahanåo siha mali'e' i puti'on , i mismo na puti'on ni mali'e' gi sanhaya ya mamfine'nanaigui siha ya anai måtto gi hilo' ayo na lugåt anai eståba i patgon , pumåra .
40002010	Nina'fan sen magof siha anai mali'e' i puti'on !
40002011	Manhålom siha gi gima' ya anai mali'e' i patgon yan si Maria i nanå-ña , mandimu siha påpa' ya ma'adora Gui' . Pues mababa i balutan-ñiha ya manå'i i patgon rigalon : oru , ensensio yan påopåo , ni mafa'nana'an mira .
40002012	Mansenangåni siha as Yu'os gi guinifen-ñiha na cha'-ñiha fanata'lo tåtte as Hirodes ; pues matulaika i chalan-ñiha tåtte para i tano'-ñiha .
40002013	Despues di manhånåo , finattoigui si Jose ni anghet i Saina gi guinifi-ña ya ilek-ña : " Kahulo' ya un konne' i patgon yan si nanå-ña ya en fanmalågu para Ihipto , ya en fañåga guennao asta ki hu sangåni hamyo . Si Hirodes ha espipiha i patgon para u puno' . "
40002014	Pues kahulo' si Jose , ha konne' i patgon , yan si nanå-ña ya manhånåo puengi para Ihipto ,
40002015	ya mañåga guennåo asta i finatai Hirodes . Manmacho'gue este siha para u makumple i fino' i Saina ni sinangan i prufeta : " Hu ågang i Lahi-hu huyong ginen Ihipto . "
40002016	Anai ha tungo' si Hirodes na mafa'baba gui' ni bisitå-ña ni mangginen sanhaya , gof lalålo' . Numa'hoyong otden na u fanmapuno' todu i famagu'on lalåhi giya Bilen yan i uriya ni dos åños para påpa' . Ha cho'gue taiguini sa' sigun gi masangane-ña ni bisitå-ña ennague' i tiempo anai umannok i puti'on .
40002017	Gi taiguini nai makumple i sinangan i prufeta as Jeremias :
40002018	" Un inigong mahungok giya ' Ramah ' , Un didok na inigong kåti yan sospiros . Ha tåtangse si Rachel i famagu'on-ña , Tumåtanges gui' ya ti malago' makonsuela , Sa' manmåtai . "
40002019	Despues di i finatai Hirodes , finattoigui si Jose gi guinifi-ña ni un ånghet i Saina giya Ihipto ,
40002020	ya ilek-ña : " Kahulo' ya un konne' i patgon yan si nanå-ña ya en fana'lo tåtte gi tano' Israhet , sa' manmåtai esta todu ayo siha i kumekepuno' i patgon . "
40002021	Entonses kahulo' si Jose ya ha konne' i patgon yan si nanå-ña ya manhånåo tåtte para i tano' Israhet .
40002022	Låo anai ha hungok si Jose na si ' Archelaus ' tumattiyi si tatå-ña komu rai Hudeha muma'å'ñåo humånåo guatu . Pues put i masangåni ta'lo gi maigo'-ña , humanao para Nasaret , un songsong giya Galileha
40002023	ya u såga guennåo . Ha cho'gue este put i para u makumple i sinangan i prufeta , " U ma'ågang Gui' komu tåotåo Nasaret . "
40003001	Anai måtto si Juan Bautista komu sisitmon gi disietton Hudeha , taiguini sinangån-ña :
40003002	" Fanmañotsot ! Esta hihihot i rainon Yu'os . "
40003003	Put Guiya na i prufeta as Isaias kumuentos ya ilek-ña , " Un bos gi disietto ume'essalåo : ' Pripåra i chalan i Saina , na'fanunas i chalån-ña siha . ' "
40003004	Minagågu si Juan ni chinina ni mafa'tinas ginen i pilon kameyu yan sinentororon kueru . Apacha' yan miet halom tåno' nana'-ña .
40003005	Manmåtto guatu gi as Juan tåotåo siha ginen Hirusalen , ginen todu i destriton Hudeha , yan ginen todu i banda ni manhihot gi Saddok Hotdån .
40003006	Mantenakpåpangi siha gi Saddok Hotdån mientras makomfesatñañaihon i isao-ñiha .
40003007	Anai ha li'e' si Juan na meggai na MamFarisehu yan ' Sadducee' manhåhanåo mo'na para u fanmatakpångi , ilek-ña nu siha : " Kalang hamyo inetnon saligåo ! Håyi hamyo umabisa para en suhåyi i kastigon Yu'os ni mamamaila' ?
40003008	Che'gue este siha ya u annok na magåhet na manmañotsot hamyo .
40003009	Ya cha'-miyu pepe'lo na yanggen en sangan na ' Si Abrahan gaigi komu tatan-måmi . ' Bai hu sangåni hamyo na siña si Yu'os numa'doko' tinatte para si Abrahan ginen este na åcho' siha .
40003010	Listo i gachai para u utot påpa' i trongko gi hale' . Kada trongko ni ti manonokcha' u ma'utot ya u madåggao guatu gi guafi .
40003011	Hånom takpangingi-ku nu hamyo put i para en na'annok na manmañotsot hamyo låo ayo i para u fåtto despues di guåhu mås minina'siña ki guåhu . Ni ti hu miresi para hu katgåyi Gui' ni sandaliås-ña . Guiya para en fantenakpångi ni Espiritu Sånto yan i guafi .
40003012	Ha gogo'te gi kannai-ña i ge'ha para ki siña u na'gåsgas i sagan manggugan , ya u na'daña' i kine'ko trigu gi dipositu låo i lassas u måsongge gi taihinekkok na guafi . "
40003013	Humånåo si Jesus ginen Galileha para Hotdån ya måtto gi as Juan para u tinakpångi .
40003014	Låo si Juan ha cho'gue kuånto i siña para u ketulaika i hinasson Jesus . Ilek-ña si Juan , " Guahu i debi di Un takpångi ya Hågu i måtto giya guåhu ! "
40003015	Låo manoppe si Jesus , " Sotta ha' fan un råtu taiguini . Ya gi taiguini nai ta kumple i minalago' Yu'os . " Pues kumomfotme si Juan .
40003016	Gigon monhåyan tinakpångi as Juan , humuyong si Jesus ginen i hanom . Despues mababa i langet ya ha li'e' i Espiriton Yu'os gi figuran paluma tototnok ya tumohge gi hilo'-ña .
40003017	Pues un bos oppan ginen i langet , " Guiya este i Hu gofli'e' na Lahi-hu ni numa'mamagof Yu' . "
40004001	Pues Ha konne i Espiritu si Jesus guatu gi halom tåno' para u tinenta ni aniti .
40004002	Despues di kuarenta dihas yan puengi guennåo sin nengkanno' ñålang Gui' .
40004003	Måtto i aniti ya ilek-ña nu Guiya , " Yanggen magåhet na Lahen Yu'os Håo , tågo' este siha na åcho' ya u fanmama'pån . "
40004004	Manoppe si Jesus , " Ilek-ña i eskretura : ' Ti pån ha' siña numa'lå'la' i taotåo , låo todu sinangan ni humuyong ginen i pachot Yu'os . ' "
40004005	Entonses ha konne' i aniti si Jesus guatu gi Såntos na Siudå , ya pine'lo Gui' gi mås takhelo' na puntan i Templo ,
40004006	ya ilek-ña nu Guiya . " Yanggen magåhet na Lahen Yu'os Håo , yute' Håo påpa' ; sa' ilek-ña i eskretura : ' Si Yu'os Ha otden i mananghet-ña put hågu : Siha Un chinahlåo ni kannai-ñiha , Kosa ki mungnga na u matompo' i addeng-mu kontra i acho' . ' "
40004007	Manoppe si Jesus , " Ilek-ña lokkue' i eskretura : ' Cha'-mu tetenta i Saina i Yu'os-mu . ' "
40004008	Despues kinenne' si Jesus ni aniti hulo' gi takhelo' na okso' ya fina'nu'i Gui' ni todu i rainon i tano' yan i mina'lak-ñiha . Ilek-ña i aniti ,
40004009	" Todu este siha bai hu nå'i Håo yanggen dumimu Håo påpa' ya un adora yu' . "
40004010	Manoppe si Jesus , " Suha , Satanås ! Ilek-ña i eskretura : ' Adora i Saina i Yi'os-mu yan Guiya ha' na maisa un setbe ! ' "
40004011	Pues nai diningu Gui' ni aniti ; ya manmåtto i manånghet siha para u ma'ayuda si Jesus .
40004012	Anai ha hungok si Jesus na mapresu si Juan , må'pos malak Galileha .
40004013	Ti sumåga giya Nasaret , låo humånåo ya sumåga ' Capernaum ' , un songsong gi fi'on i Hagoin Galileha , gi tåno' ' Zebulun ' yan ' Naphtali ' .
