# language_name_wals:	Warao
# language_name_glotto:	Warao
# iso639_3:	wba
# year_composed:	1958
# year_published:	1960   
# mode:	spoken
# genre_broad:	non-fiction 
# genre_narrow:	oral_tradition
# writing_system:	Latn
# special_characters:	There are some special characters used, e.g. superscript small letter as in eⁿ, or small letter u with acute accent (ú). However, it is not explained in the accompanying text what these represent. 
# short_description:	Type of text described as "[...] una alegoría basada en un problema de la vida cotidiana indígena" by Osborn (1960), p. 71. The title is "El hambre". The introduction (p.71) reads: "Los primeros seis textos fueron dictados por Ezequiel Rodríguez en junio y julio de 1960. Fueron dictados a su hijo Pedro, quien los transcribió." 
# source:	Osborn, H. (1960). Textos folklóricos Guarao II. Antropológica 9, p. 71-80. 
# copyright_short:	NA
# copyright_long:	NA
# sample_type:	whole
# comments:	The text is given sentence by sentence with Spanish translation. Instances of [...] represent text passages that are missing or unreadable in the original text.

<line_1>	airamotuma ruyaja naruema osibu yabakitane jobi tane yabakitane . 
<translation>	Los viejos se fueron a pescar morocoto y cachama también . 
 	
<line_2>	anobotomo saba rewarayaja taema . 
<translation>	Dijeron a sus hijos y se fueron . 
 	
<line_3>	taitane naruema . 
<translation>	Asi se fueron . 
 	
<line_4>	anobotomo janoko eku kabu tiema . 
<translation>	Los hijos quedaron ( ? ) en la casa . 
 	
<line_5>	takore ama najonaja yan tienra vvarao monuka tiema . 
<translation>	Así no comiendo , vino uno caminando como gente . 
 	
<line_6>	nojo nabakayajema . 
<translation>	Hambre llegó . 
 	
<line_7>	tai ajiakaju bumo tiema . 
<translation>	El tenía el guayuco guindando . 
 	
<line_8>	nojo nabakayaja . 
<translation>	Hambre ( vino ) llegando . 
 	
<line_9>	yaro taneama nemokomoko renokoema . 
<translation>	Habiendo llegado preguntó a los muchachos . 
 	
<line_10>	jirima kasaba naruae taema . 
<translation>	" Tú papá , ¿ a dónde fué ? " dijo . 
 	
<line_11>	takore nemokomoko ribane ama iramotuma osibu jobi tane saba naruae taeama . 
<translation>	Entonces los muchachitos dijeron : " Los vijoes se fueron para morocoto y cachama " , dijeron . 
 	
<line_12>	takoreama nojo ribane ama tai osibu sike makiritiana witu . 
<translation>	Entonces Hambre dijo : " Ahora ese morocoto es mi criollo . " 
 	
<line_13>	sa sa sa sa , yaojana yaojana , sa sa sa sa taeama , nojo jojoyaja . 
<translation>	Se rió : " Je , je , je , je " , riéndose , " je , je , je , je " , estaba Hambre bailando . 
 	
<line_14>	ajiakaju iawara iawarayema . 
<translation>	Su guayuco estaba arrastrando , arrastrando . 
 	
<line_15>	takoreama nemokomoko mibuae tiema . 
<translation>	Entonces los tnuchachos lo vieron . 
 	
<line_16>	yamonene tamaja warao kasabamo tai tane mibuema tiema . 
<translation>	Ellos no sabían de dónde sería este hombre , y así lo vieron . 
 	
<line_17>	arima yaro takore saba rewarema isana warao yaronae taeama . 
<translation>	Cuando su papá llegó le contaron : " Más temprano llegó un indio " , dijeron . 
 	
<line_18>	takore arima ribunema tai nojo tai taeama . 
<translation>	Entonces su papá dijo : " Ese será Hambre " , dijo . 
 	
<line_19>	jake , atae narukitine taeama . 
<translation>	" Mañana , otra vez me voy " , dijo . 
 	
<line_20>	taisi ubajokane naruema . 
<translation>	Allá se fué al otro día . 
 	
<line_21>	nariaja ribunema , nariaine nobotomo , tiatiji mono , abuja , yabamo tane saba nariaine taeama . 
<translation>	Cuando iba , dijo : " Yo me voy , mis hijos ; por eso voy para ( buscar ) fruta de manaca , cogollo de manaca y cogollo de moriche " , dijo . 
 	
<line_22>	tiatiji misika nabakakore , takore ajiakaju jatakotu taeama . 
<translation>	" Por eso cuando más tarde él viene , córtale el guayuco " , dijo . 
 	
<line_23>	tai nojo tan taeama . 
<translation>	" Ese será Hambre " , dijo
 	
<line_24>	tai nonajakore ina eku rirate warao nojo takore isia ejobote taeama . 
<translation>	Si él hace así , crecerá en el mundo y los indios saldrán con hambre . " 
 	
<line_25>	arima narukore nokobuka ejobonema nojo . 
<translation>	Cuando su papá se fué , después vino Hambre . 
 	
<line_26>	tane ribanema jirima katukayaja saba naruae taeama , nojo ribane . 
<translation>	Así dijo : " Tú papá , ¿ a qué se fué ? " dijo . 
 	
<line_27>	takore nemokomoko ribunema rima mono abuja yabamo tane saba naruae taeama , nemokomoko ribane . 
<translation>	Entonces los muchachitos dijeron : " Papá fué a buscar fruta de manaca , cogollo de manaca y cogollo de moriche " ( así ) , dijeron los muchachitos . 
 	
<line_28>	takore nojo ribunema mono sike mamu , anotu ( ? ) witu sa sa sa sa yaojana , yaojana sa sa sa sa . 
<translation>	Entonces Hambre dijo : " Fruta de manaca es en verdad mi ojo " , y su abuela ( ? ) reía : " je , je , je , je " ; sí reía : " je , je , je , je " . 
 	
<line_29>	abujasike mabotobotowitu sa sa sa sa yaojana yaojana sa sa sa sa . yaba sike majarajokowitu sa sa sa sa yaojana , yaojana sa sa sa . 
<translation>	" Cogollo de manaca es lo que me agota " , y reía " je , je , je , je " ; sí reía " je , je , je , je " . " Cogollo de moriche es mi brazo blanco " , y reía " je , je , je , je " ; sí reía " je , je , je , je " . 
<comment>	The second sentence is 29a in the original text . 
 	
<line_30>	mo sike maseweiwitu sa sa sa sa yaojana , yaojana sa sa sa . 
<translation>	" Gusano de moriche es mi maraca de bailar " , y reía " je , je , je , je " ; sí reía " je , je , je , je " . 
 	
<line_31>	jojoyakore mibuae taema , ajiakaju iawara iawarayema . 
