# language_name_wals:	Warao
# language_name_glotto:	Warao
# iso639_3:	wba
# year_composed:	1958
# year_published:	1960   
# mode:	spoken
# genre_broad:	non-fiction 
# genre_narrow:	oral_tradition
# writing_system:	Latn
# special_characters:	There are some special characters used, e.g. superscript small letter as in eⁿ, or small letter u with acute accent (ú). However, it is not explained in the accompanying text what these represent. 
# short_description:	Type of text described as "[...] tienen que ver con orígenes" by Osborn (1960), p. 71. The title is "La Mosca y el Báquiro". The introduction (p.71) reads: "Los primeros seis textos fueron dictados por Ezequiel Rodríguez en junio y julio de 1960. Fueron dictados a su hijo Pedro, quien los transcribió." 
# source:	Osborn, H. (1960). Textos folklóricos Guarao II. Antropológica 9, p. 71-80. 
# copyright_short:	NA
# copyright_long:	NA
# sample_type:	whole
# comments:	The text is given sentence by sentence with Spanish translation. Instances of [...] represent text passages that are missing or unreadable in the original text.

<line_1>	kojoboto waraoyama ina jiro jakore . 
<translation>	La mosca era gente cuando el mundo era nuevo . 
 	
<line_2>	tiajayama tirayama . 
<translation>	Siendo así era mujer . 
 	
<line_3>	takoreama ibure jakutai waraoyama tiaja neburatuyama . 
<translation>	Entonces el báquiro , siendo gente era un joven . 
 	
<line_4>	tiajayama kojoboto tirasi nisanaema . 
<translation>	Así el tomó la mujer mosca . 
 	
<line_5>	ibure warao jakore takoreama kojoboto jakutai nibor aubakore jotiema . 
<translation>	Cuando el báquiro era gente , Mosca picó al hombre cuando dormía . 
 	
<line_6>	takore nibora wabayaja tiema . 
<translation>	Entonces el hombre estaba enfermo . 
 	
<line_7>	tane tirasi isia ribiema iji makaikayama jakore ine wabayaja tanajine taeama . 
<translation>	Entonces dijo a la mujer : " Si tú estás a mi lado yo no estoy enfermo " , dijo . 
 	
<line_8>	iji majotiame wabayaja tiaine taeama . 
<translation>	" Porque tú me picas , yo me enfermo " , dijo . 
 	
<line_9>	takore awarao mijakore botukiraja tiema . 
<translation>	Entonces cuando su gente le vió estaba flaquito . 
 	
