"Grapheme","Frequency","Codepoint","UnicodeName"
"이",303642,"U+C774","HANGUL SYLLABLE I"
".",212974,"U+002E","FULL STOP"
"가",184682,"U+AC00","HANGUL SYLLABLE GA"
"요",178757,"U+C694","HANGUL SYLLABLE YO"
"어",169179,"U+C5B4","HANGUL SYLLABLE EO"
"하",164539,"U+D558","HANGUL SYLLABLE HA"
"아",164239,"U+C544","HANGUL SYLLABLE A"
"지",159206,"U+C9C0","HANGUL SYLLABLE JI"
"는",153652,"U+B294","HANGUL SYLLABLE NEUN"
"그",149308,"U+ADF8","HANGUL SYLLABLE GEU"
"e",148573,"U+0065","LATIN SMALL LETTER E"
"다",146575,"U+B2E4","HANGUL SYLLABLE DA"
"에",145998,"U+C5D0","HANGUL SYLLABLE E"
"고",138136,"U+ACE0","HANGUL SYLLABLE GO"
"?",126778,"U+003F","QUESTION MARK"
",",125636,"U+002C","COMMA"
"을",125064,"U+C744","HANGUL SYLLABLE EUL"
"o",114413,"U+006F","LATIN SMALL LETTER O"
"t",112194,"U+0074","LATIN SMALL LETTER T"
"니",108103,"U+B2C8","HANGUL SYLLABLE NI"
"리",96710,"U+B9AC","HANGUL SYLLABLE RI"
"나",96651,"U+B098","HANGUL SYLLABLE NA"
"a",96355,"U+0061","LATIN SMALL LETTER A"
"게",88013,"U+AC8C","HANGUL SYLLABLE GE"
"n",86454,"U+006E","LATIN SMALL LETTER N"
"라",84094,"U+B77C","HANGUL SYLLABLE RA"
"거",83291,"U+AC70","HANGUL SYLLABLE GEO"
"서",81864,"U+C11C","HANGUL SYLLABLE SEO"
"기",81124,"U+AE30","HANGUL SYLLABLE GI"
"도",81061,"U+B3C4","HANGUL SYLLABLE DO"
"야",77867,"U+C57C","HANGUL SYLLABLE YA"
"은",77701,"U+C740","HANGUL SYLLABLE EUN"
"들",77292,"U+B4E4","HANGUL SYLLABLE DEUL"
"i",75985,"U+0069","LATIN SMALL LETTER I"
"로",75547,"U+B85C","HANGUL SYLLABLE RO"
"해",75165,"U+D574","HANGUL SYLLABLE HAE"
"의",73648,"U+C758","HANGUL SYLLABLE YI"
"s",73217,"U+0073","LATIN SMALL LETTER S"
"h",73176,"U+0068","LATIN SMALL LETTER H"
"있",72242,"U+C788","HANGUL SYLLABLE ISS"
"사",69564,"U+C0AC","HANGUL SYLLABLE SA"
"자",68019,"U+C790","HANGUL SYLLABLE JA"
"r",67994,"U+0072","LATIN SMALL LETTER R"
