"Grapheme","Frequency","Codepoint","UnicodeName"
"i",230051,"U+0069","LATIN SMALL LETTER I"
"a",215549,"U+0061","LATIN SMALL LETTER A"
"k",113383,"U+006B","LATIN SMALL LETTER K"
"t",87611,"U+0074","LATIN SMALL LETTER T"
"o",85490,"U+006F","LATIN SMALL LETTER O"
"n",84898,"U+006E","LATIN SMALL LETTER N"
"r",71703,"U+0072","LATIN SMALL LETTER R"
"e",57139,"U+0065","LATIN SMALL LETTER E"
"p",39517,"U+0070","LATIN SMALL LETTER P"
"s",36665,"U+0073","LATIN SMALL LETTER S"
"ã",32090,"U+00E3","LATIN SMALL LETTER A WITH TILDE"
"m",27026,"U+006D","LATIN SMALL LETTER M"
".",24079,"U+002E","FULL STOP"
"u",22320,"U+0075","LATIN SMALL LETTER U"
"x",21931,"U+0078","LATIN SMALL LETTER X"
"ĩ",16627,"U+0129","LATIN SMALL LETTER I WITH TILDE"
",",12628,"U+002C","COMMA"
"I",9682,"U+0049","LATIN CAPITAL LETTER I"
"T",7042,"U+0054","LATIN CAPITAL LETTER T"
"h",6419,"U+0068","LATIN SMALL LETTER H"
"X",5215,"U+0058","LATIN CAPITAL LETTER X"
"õ",3890,"U+00F5","LATIN SMALL LETTER O WITH TILDE"
"A",3801,"U+0041","LATIN CAPITAL LETTER A"
"—",3743,"U+2014","EM DASH"
"K",3636,"U+004B","LATIN CAPITAL LETTER K"
"!",2854,"U+0021","EXCLAMATION MARK"
"N",2672,"U+004E","LATIN CAPITAL LETTER N"
"P",2629,"U+0050","LATIN CAPITAL LETTER P"
":",2613,"U+003A","COLON"
"ẽ",2511,"U+1EBD","LATIN SMALL LETTER E WITH TILDE"
"H",1697,"U+0048","LATIN CAPITAL LETTER H"
"E",1582,"U+0045","LATIN CAPITAL LETTER E"
"M",1513,"U+004D","LATIN CAPITAL LETTER M"
"“",1009,"U+201C","LEFT DOUBLE QUOTATION MARK"
"”",1009,"U+201D","RIGHT DOUBLE QUOTATION MARK"
"?",954,"U+003F","QUESTION MARK"
"S",944,"U+0053","LATIN CAPITAL LETTER S"
"Ã",548,"U+00C3","LATIN CAPITAL LETTER A WITH TILDE"
"O",405,"U+004F","LATIN CAPITAL LETTER O"
"v",346,"U+0076","LATIN SMALL LETTER V"
"U",318,"U+0055","LATIN CAPITAL LETTER U"
"é",301,"U+00E9","LATIN SMALL LETTER E WITH ACUTE"
"ó",228,"U+00F3","LATIN SMALL LETTER O WITH ACUTE"
"í",203,"U+00ED","LATIN SMALL LETTER I WITH ACUTE"
"Ĩ",195,"U+0128","LATIN CAPITAL LETTER I WITH TILDE"
"á",193,"U+00E1","LATIN SMALL LETTER A WITH ACUTE"
"Á",39,"U+00C1","LATIN CAPITAL LETTER A WITH ACUTE"
"É",36,"U+00C9","LATIN CAPITAL LETTER E WITH ACUTE"
"‘",34,"U+2018","LEFT SINGLE QUOTATION MARK"
"’",34,"U+2019","RIGHT SINGLE QUOTATION MARK"
"Õ",31,"U+00D5","LATIN CAPITAL LETTER O WITH TILDE"
"d",19,"U+0064","LATIN SMALL LETTER D"
"(",14,"U+0028","LEFT PARENTHESIS"
")",14,"U+0029","RIGHT PARENTHESIS"
"6",3,"U+0036","DIGIT SIX"
"Ó",3,"U+00D3","LATIN CAPITAL LETTER O WITH ACUTE"
"-",2,"U+002D","HYPHEN-MINUS"
"V",2,"U+0056","LATIN CAPITAL LETTER V"
"Ẽ",1,"U+1EBC","LATIN CAPITAL LETTER E WITH TILDE"
