"Grapheme","Frequency","Codepoint","UnicodeName"
"a",1247,"U+0061","LATIN SMALL LETTER A"
"e",839,"U+0065","LATIN SMALL LETTER E"
"o",671,"U+006F","LATIN SMALL LETTER O"
"i",642,"U+0069","LATIN SMALL LETTER I"
"n",492,"U+006E","LATIN SMALL LETTER N"
"l",402,"U+006C","LATIN SMALL LETTER L"
"u",360,"U+0075","LATIN SMALL LETTER U"
"r",355,"U+0072","LATIN SMALL LETTER R"
"m",325,"U+006D","LATIN SMALL LETTER M"
"g",296,"U+0067","LATIN SMALL LETTER G"
"k",270,"U+006B","LATIN SMALL LETTER K"
"v",265,"U+0076","LATIN SMALL LETTER V"
".",220,"U+002E","FULL STOP"
"/",204,"U+002F","SOLIDUS"
"f",200,"U+0066","LATIN SMALL LETTER F"
"h",132,"U+0068","LATIN SMALL LETTER H"
"t",91,"U+0074","LATIN SMALL LETTER T"
"""",66,"U+0022","QUOTATION MARK"
"s",61,"U+0073","LATIN SMALL LETTER S"
"A",52,"U+0041","LATIN CAPITAL LETTER A"
",",50,"U+002C","COMMA"
"!",38,"U+0021","EXCLAMATION MARK"
"M",31,"U+004D","LATIN CAPITAL LETTER M"
"O",30,"U+004F","LATIN CAPITAL LETTER O"
"H",25,"U+0048","LATIN CAPITAL LETTER H"
"K",23,"U+004B","LATIN CAPITAL LETTER K"
"d",21,"U+0064","LATIN SMALL LETTER D"
"L",21,"U+004C","LATIN CAPITAL LETTER L"
"b",19,"U+0062","LATIN SMALL LETTER B"
"'",18,"U+0027","APOSTROPHE"
"F",17,"U+0046","LATIN CAPITAL LETTER F"
"N",16,"U+004E","LATIN CAPITAL LETTER N"
"V",16,"U+0056","LATIN CAPITAL LETTER V"
"T",10,"U+0054","LATIN CAPITAL LETTER T"
"E",8,"U+0045","LATIN CAPITAL LETTER E"
"I",8,"U+0049","LATIN CAPITAL LETTER I"
"R",8,"U+0052","LATIN CAPITAL LETTER R"
"?",7,"U+003F","QUESTION MARK"
"S",7,"U+0053","LATIN CAPITAL LETTER S"
"B",6,"U+0042","LATIN CAPITAL LETTER B"
":",1,"U+003A","COLON"
"C",1,"U+0043","LATIN CAPITAL LETTER C"
"G",1,"U+0047","LATIN CAPITAL LETTER G"
"p",1,"U+0070","LATIN SMALL LETTER P"
"P",1,"U+0050","LATIN CAPITAL LETTER P"
"U",1,"U+0055","LATIN CAPITAL LETTER U"
