"Grapheme","Frequency","Codepoint","UnicodeName"
"a",2129,"U+0061","LATIN SMALL LETTER A"
"i",841,"U+0069","LATIN SMALL LETTER I"
"n",800,"U+006E","LATIN SMALL LETTER N"
"e",755,"U+0065","LATIN SMALL LETTER E"
"k",604,"U+006B","LATIN SMALL LETTER K"
"u",483,"U+0075","LATIN SMALL LETTER U"
"o",457,"U+006F","LATIN SMALL LETTER O"
"t",430,"U+0074","LATIN SMALL LETTER T"
"v",408,"U+0076","LATIN SMALL LETTER V"
"d",270,"U+0064","LATIN SMALL LETTER D"
"l",264,"U+006C","LATIN SMALL LETTER L"
"m",251,"U+006D","LATIN SMALL LETTER M"
"r",187,"U+0072","LATIN SMALL LETTER R"
"s",154,"U+0073","LATIN SMALL LETTER S"
"c",141,"U+0063","LATIN SMALL LETTER C"
"g",124,"U+0067","LATIN SMALL LETTER G"
",",116,"U+002C","COMMA"
".",95,"U+002E","FULL STOP"
"q",80,"U+0071","LATIN SMALL LETTER Q"
"b",77,"U+0062","LATIN SMALL LETTER B"
"w",77,"U+0077","LATIN SMALL LETTER W"
"y",55,"U+0079","LATIN SMALL LETTER Y"
"E",43,"U+0045","LATIN CAPITAL LETTER E"
"T",31,"U+0054","LATIN CAPITAL LETTER T"
"M",29,"U+004D","LATIN CAPITAL LETTER M"
"N",28,"U+004E","LATIN CAPITAL LETTER N"
"L",20,"U+004C","LATIN CAPITAL LETTER L"
"A",18,"U+0041","LATIN CAPITAL LETTER A"
"1",15,"U+0031","DIGIT ONE"
"2",13,"U+0032","DIGIT TWO"
"V",9,"U+0056","LATIN CAPITAL LETTER V"
"I",8,"U+0049","LATIN CAPITAL LETTER I"
"O",6,"U+004F","LATIN CAPITAL LETTER O"
"p",6,"U+0070","LATIN SMALL LETTER P"
"R",6,"U+0052","LATIN CAPITAL LETTER R"
"U",6,"U+0055","LATIN CAPITAL LETTER U"
"D",5,"U+0044","LATIN CAPITAL LETTER D"
";",4,"U+003B","SEMICOLON"
"0",4,"U+0030","DIGIT ZERO"
"3",4,"U+0033","DIGIT THREE"
"4",4,"U+0034","DIGIT FOUR"
"8",4,"U+0038","DIGIT EIGHT"
"9",4,"U+0039","DIGIT NINE"
"B",4,"U+0042","LATIN CAPITAL LETTER B"
"W",4,"U+0057","LATIN CAPITAL LETTER W"
" ",3,"U+00A0","NO-BREAK SPACE"
"5",3,"U+0035","DIGIT FIVE"
"6",3,"U+0036","DIGIT SIX"
"7",3,"U+0037","DIGIT SEVEN"
"S",3,"U+0053","LATIN CAPITAL LETTER S"
"?",1,"U+003F","QUESTION MARK"
"“",1,"U+201C","LEFT DOUBLE QUOTATION MARK"
"”",1,"U+201D","RIGHT DOUBLE QUOTATION MARK"
"[",1,"U+005B","LEFT SQUARE BRACKET"
"]",1,"U+005D","RIGHT SQUARE BRACKET"
"K",1,"U+004B","LATIN CAPITAL LETTER K"
