"Grapheme","Frequency","Codepoint","UnicodeName"
"a",1113,"U+0061","LATIN SMALL LETTER A"
"e",814,"U+0065","LATIN SMALL LETTER E"
"n",673,"U+006E","LATIN SMALL LETTER N"
"d",644,"U+0064","LATIN SMALL LETTER D"
"i",589,"U+0069","LATIN SMALL LETTER I"
"t",509,"U+0074","LATIN SMALL LETTER T"
"l",507,"U+006C","LATIN SMALL LETTER L"
"m",366,"U+006D","LATIN SMALL LETTER M"
"s",334,"U+0073","LATIN SMALL LETTER S"
"r",333,"U+0072","LATIN SMALL LETTER R"
"u",310,"U+0075","LATIN SMALL LETTER U"
"g",263,"U+0067","LATIN SMALL LETTER G"
"w",239,"U+0077","LATIN SMALL LETTER W"
"h",227,"U+0068","LATIN SMALL LETTER H"
"y",214,"U+0079","LATIN SMALL LETTER Y"
"k",210,"U+006B","LATIN SMALL LETTER K"
"q",154,"U+0071","LATIN SMALL LETTER Q"
"ḥ",104,"U+0068, U+0323","LATIN SMALL LETTER H, COMBINING DOT BELOW"
"f",98,"U+0066","LATIN SMALL LETTER F"
"z",79,"U+007A","LATIN SMALL LETTER Z"
"-",76,"U+002D","HYPHEN-MINUS"
"b",75,"U+0062","LATIN SMALL LETTER B"
",",67,"U+002C","COMMA"
".",61,"U+002E","FULL STOP"
"T",40,"U+0054","LATIN CAPITAL LETTER T"
"c",34,"U+0063","LATIN SMALL LETTER C"
":",30,"U+003A","COLON"
"j",30,"U+006A","LATIN SMALL LETTER J"
"â",28,"U+00E2","LATIN SMALL LETTER A WITH CIRCUMFLEX"
"ḍ",26,"U+0064, U+0323","LATIN SMALL LETTER D, COMBINING DOT BELOW"
"K",24,"U+004B","LATIN CAPITAL LETTER K"
"ṛ",24,"U+0072, U+0323","LATIN SMALL LETTER R, COMBINING DOT BELOW"
"I",17,"U+0049","LATIN CAPITAL LETTER I"
"1",16,"U+0031","DIGIT ONE"
"ṣ",16,"U+0073, U+0323","LATIN SMALL LETTER S, COMBINING DOT BELOW"
"ṭ",16,"U+0074, U+0323","LATIN SMALL LETTER T, COMBINING DOT BELOW"
"A",15,"U+0041","LATIN CAPITAL LETTER A"
"(",14,"U+0028","LEFT PARENTHESIS"
")",14,"U+0029","RIGHT PARENTHESIS"
"2",14,"U+0032","DIGIT TWO"
"'",13,"U+0027","APOSTROPHE"
"U",8,"U+0055","LATIN CAPITAL LETTER U"
"N",5,"U+004E","LATIN CAPITAL LETTER N"
"R",5,"U+0052","LATIN CAPITAL LETTER R"
"0",4,"U+0030","DIGIT ZERO"
"3",4,"U+0033","DIGIT THREE"
"4",4,"U+0034","DIGIT FOUR"
"7",4,"U+0037","DIGIT SEVEN"
"8",4,"U+0038","DIGIT EIGHT"
"9",4,"U+0039","DIGIT NINE"
"M",4,"U+004D","LATIN CAPITAL LETTER M"
";",3,"U+003B","SEMICOLON"
"5",3,"U+0035","DIGIT FIVE"
"6",3,"U+0036","DIGIT SIX"
"E",3,"U+0045","LATIN CAPITAL LETTER E"
"L",3,"U+004C","LATIN CAPITAL LETTER L"
"Y",3,"U+0059","LATIN CAPITAL LETTER Y"
"ç",2,"U+00E7","LATIN SMALL LETTER C WITH CEDILLA"
"D",2,"U+0044","LATIN CAPITAL LETTER D"
"G",2,"U+0047","LATIN CAPITAL LETTER G"
"H",2,"U+0048","LATIN CAPITAL LETTER H"
"C",1,"U+0043","LATIN CAPITAL LETTER C"
"é",1,"U+00E9","LATIN SMALL LETTER E WITH ACUTE"
"F",1,"U+0046","LATIN CAPITAL LETTER F"
"Ḥ",1,"U+0048, U+0323","LATIN CAPITAL LETTER H, COMBINING DOT BELOW"
"Ṣ",1,"U+0053, U+0323","LATIN CAPITAL LETTER S, COMBINING DOT BELOW"
"W",1,"U+0057","LATIN CAPITAL LETTER W"
"ỵ",1,"U+0079, U+0323","LATIN SMALL LETTER Y, COMBINING DOT BELOW"
"Z",1,"U+005A","LATIN CAPITAL LETTER Z"
"ẓ",1,"U+007A, U+0323","LATIN SMALL LETTER Z, COMBINING DOT BELOW"
