"Grapheme","Frequency","Codepoint","UnicodeName"
"a",1471,"U+0061","LATIN SMALL LETTER A"
"e",1261,"U+0065","LATIN SMALL LETTER E"
"i",741,"U+0069","LATIN SMALL LETTER I"
"r",693,"U+0072","LATIN SMALL LETTER R"
"t",692,"U+0074","LATIN SMALL LETTER T"
"n",604,"U+006E","LATIN SMALL LETTER N"
"k",582,"U+006B","LATIN SMALL LETTER K"
"o",581,"U+006F","LATIN SMALL LETTER O"
"z",442,"U+007A","LATIN SMALL LETTER Z"
"u",426,"U+0075","LATIN SMALL LETTER U"
"d",362,"U+0064","LATIN SMALL LETTER D"
"b",301,"U+0062","LATIN SMALL LETTER B"
"s",275,"U+0073","LATIN SMALL LETTER S"
"l",220,"U+006C","LATIN SMALL LETTER L"
"g",199,"U+0067","LATIN SMALL LETTER G"
",",116,"U+002C","COMMA"
"h",95,"U+0068","LATIN SMALL LETTER H"
".",92,"U+002E","FULL STOP"
"m",71,"U+006D","LATIN SMALL LETTER M"
"p",42,"U+0070","LATIN SMALL LETTER P"
"j",41,"U+006A","LATIN SMALL LETTER J"
"-",29,"U+002D","HYPHEN-MINUS"
"E",29,"U+0045","LATIN CAPITAL LETTER E"
"A",27,"U+0041","LATIN CAPITAL LETTER A"
"P",22,"U+0050","LATIN CAPITAL LETTER P"
";",20,"U+003B","SEMICOLON"
"N",16,"U+004E","LATIN CAPITAL LETTER N"
"I",15,"U+0049","LATIN CAPITAL LETTER I"
"K",14,"U+004B","LATIN CAPITAL LETTER K"
"1",13,"U+0031","DIGIT ONE"
"2",13,"U+0032","DIGIT TWO"
"B",10,"U+0042","LATIN CAPITAL LETTER B"
"G",10,"U+0047","LATIN CAPITAL LETTER G"
"f",9,"U+0066","LATIN SMALL LETTER F"
"H",9,"U+0048","LATIN CAPITAL LETTER H"
"R",9,"U+0052","LATIN CAPITAL LETTER R"
"D",8,"U+0044","LATIN CAPITAL LETTER D"
"U",8,"U+0055","LATIN CAPITAL LETTER U"
"x",7,"U+0078","LATIN SMALL LETTER X"
"L",5,"U+004C","LATIN CAPITAL LETTER L"
"S",5,"U+0053","LATIN CAPITAL LETTER S"
"T",5,"U+0054","LATIN CAPITAL LETTER T"
"Z",5,"U+005A","LATIN CAPITAL LETTER Z"
"3",4,"U+0033","DIGIT THREE"
"0",3,"U+0030","DIGIT ZERO"
"4",3,"U+0034","DIGIT FOUR"
"5",3,"U+0035","DIGIT FIVE"
"6",3,"U+0036","DIGIT SIX"
"7",3,"U+0037","DIGIT SEVEN"
"8",3,"U+0038","DIGIT EIGHT"
"9",3,"U+0039","DIGIT NINE"
"F",1,"U+0046","LATIN CAPITAL LETTER F"
"J",1,"U+004A","LATIN CAPITAL LETTER J"
"O",1,"U+004F","LATIN CAPITAL LETTER O"
