"Grapheme","Frequency","Codepoint","UnicodeName"
"e",3328327,"U+0065","LATIN SMALL LETTER E"
"s",1902247,"U+0073","LATIN SMALL LETTER S"
"a",1775063,"U+0061","LATIN SMALL LETTER A"
"i",1604064,"U+0069","LATIN SMALL LETTER I"
"t",1548491,"U+0074","LATIN SMALL LETTER T"
"n",1512351,"U+006E","LATIN SMALL LETTER N"
"u",1503317,"U+0075","LATIN SMALL LETTER U"
"r",1482689,"U+0072","LATIN SMALL LETTER R"
"o",1320803,"U+006F","LATIN SMALL LETTER O"
"l",1078386,"U+006C","LATIN SMALL LETTER L"
".",690325,"U+002E","FULL STOP"
"d",688279,"U+0064","LATIN SMALL LETTER D"
"c",635535,"U+0063","LATIN SMALL LETTER C"
"p",634830,"U+0070","LATIN SMALL LETTER P"
"m",622724,"U+006D","LATIN SMALL LETTER M"
"v",440000,"U+0076","LATIN SMALL LETTER V"
"'",392321,"U+0027","APOSTROPHE"
"é",383667,"U+00E9","LATIN SMALL LETTER E WITH ACUTE"
",",306386,"U+002C","COMMA"
"q",265667,"U+0071","LATIN SMALL LETTER Q"
"f",218976,"U+0066","LATIN SMALL LETTER F"
"h",189824,"U+0068","LATIN SMALL LETTER H"
"b",172209,"U+0062","LATIN SMALL LETTER B"
"g",170537,"U+0067","LATIN SMALL LETTER G"
"-",140180,"U+002D","HYPHEN-MINUS"
"j",137361,"U+006A","LATIN SMALL LETTER J"
"?",134049,"U+003F","QUESTION MARK"
"J",125614,"U+004A","LATIN CAPITAL LETTER J"
"à",99478,"U+00E0","LATIN SMALL LETTER A WITH GRAVE"
"C",94077,"U+0043","LATIN CAPITAL LETTER C"
"x",87704,"U+0078","LATIN SMALL LETTER X"
"z",85392,"U+007A","LATIN SMALL LETTER Z"
"y",84256,"U+0079","LATIN SMALL LETTER Y"
"E",78776,"U+0045","LATIN CAPITAL LETTER E"
"T",72407,"U+0054","LATIN CAPITAL LETTER T"
"è",68753,"U+00E8","LATIN SMALL LETTER E WITH GRAVE"
"M",67016,"U+004D","LATIN CAPITAL LETTER M"
"O",60244,"U+004F","LATIN CAPITAL LETTER O"
"A",57477,"U+0041","LATIN CAPITAL LETTER A"
"I",56006,"U+0049","LATIN CAPITAL LETTER I"
"ê",55246,"U+00EA","LATIN SMALL LETTER E WITH CIRCUMFLEX"
"L",54273,"U+004C","LATIN CAPITAL LETTER L"
"S",53592,"U+0053","LATIN CAPITAL LETTER S"
"P",53123,"U+0050","LATIN CAPITAL LETTER P"
"D",50898,"U+0044","LATIN CAPITAL LETTER D"
"!",48836,"U+0021","EXCLAMATION MARK"
"N",40256,"U+004E","LATIN CAPITAL LETTER N"
"ç",38314,"U+00E7","LATIN SMALL LETTER C WITH CEDILLA"
"V",38215,"U+0056","LATIN CAPITAL LETTER V"
"B",30751,"U+0042","LATIN CAPITAL LETTER B"
"Q",30349,"U+0051","LATIN CAPITAL LETTER Q"
"R",28106,"U+0052","LATIN CAPITAL LETTER R"
"""",20209,"U+0022","QUOTATION MARK"
"k",20052,"U+006B","LATIN SMALL LETTER K"
"U",17357,"U+0055","LATIN CAPITAL LETTER U"
"H",14943,"U+0048","LATIN CAPITAL LETTER H"
":",14128,"U+003A","COLON"
"F",13913,"U+0046","LATIN CAPITAL LETTER F"
"É",13048,"U+00C9","LATIN CAPITAL LETTER E WITH ACUTE"
"G",12555,"U+0047","LATIN CAPITAL LETTER G"
"Ç",12150,"U+00C7","LATIN CAPITAL LETTER C WITH CEDILLA"
"ô",11433,"U+00F4","LATIN SMALL LETTER O WITH CIRCUMFLEX"
"0",10886,"U+0030","DIGIT ZERO"
"ù",10834,"U+00F9","LATIN SMALL LETTER U WITH GRAVE"
"û",10256,"U+00FB","LATIN SMALL LETTER U WITH CIRCUMFLEX"
";",9695,"U+003B","SEMICOLON"
"â",8746,"U+00E2","LATIN SMALL LETTER A WITH CIRCUMFLEX"
"î",8744,"U+00EE","LATIN SMALL LETTER I WITH CIRCUMFLEX"
"K",8085,"U+004B","LATIN CAPITAL LETTER K"
"w",7833,"U+0077","LATIN SMALL LETTER W"
"1",7480,"U+0031","DIGIT ONE"
"W",5892,"U+0057","LATIN CAPITAL LETTER W"
"♪",5665,"U+266A","EIGHTH NOTE"
"2",5622,"U+0032","DIGIT TWO"
"œ",4299,"U+0153","LATIN SMALL LIGATURE OE"
"À",4177,"U+00C0","LATIN CAPITAL LETTER A WITH GRAVE"
"ï",3678,"U+00EF","LATIN SMALL LETTER I WITH DIAERESIS"
"[",3410,"U+005B","LEFT SQUARE BRACKET"
"]",3389,"U+005D","RIGHT SQUARE BRACKET"
"5",3380,"U+0035","DIGIT FIVE"
"3",3260,"U+0033","DIGIT THREE"
"ë",3109,"U+00EB","LATIN SMALL LETTER E WITH DIAERESIS"
"Y",2929,"U+0059","LATIN CAPITAL LETTER Y"
"4",2827,"U+0034","DIGIT FOUR"
"«",2463,"U+00AB","LEFT-POINTING DOUBLE ANGLE QUOTATION MARK"
"»",2391,"U+00BB","RIGHT-POINTING DOUBLE ANGLE QUOTATION MARK"
"(",2341,"U+0028","LEFT PARENTHESIS"
")",2307,"U+0029","RIGHT PARENTHESIS"
"9",2072,"U+0039","DIGIT NINE"
"6",1911,"U+0036","DIGIT SIX"
"Z",1817,"U+005A","LATIN CAPITAL LETTER Z"
"7",1683,"U+0037","DIGIT SEVEN"
"8",1679,"U+0038","DIGIT EIGHT"
" ",1090,"U+00A0","NO-BREAK SPACE"
"X",965,"U+0058","LATIN CAPITAL LETTER X"
"Ã",875,"U+00C3","LATIN CAPITAL LETTER A WITH TILDE"
"ü",611,"U+00FC","LATIN SMALL LETTER U WITH DIAERESIS"
"$",585,"U+0024","DOLLAR SIGN"
"%",537,"U+0025","PERCENT SIGN"
"Ê",490,"U+00CA","LATIN CAPITAL LETTER E WITH CIRCUMFLEX"
"©",389,"U+00A9","COPYRIGHT SIGN"
"_",352,"U+005F","LOW LINE"
"/",283,"U+002F","SOLIDUS"
"—",273,"U+2014","EM DASH"
"È",248,"U+00C8","LATIN CAPITAL LETTER E WITH GRAVE"
"#",240,"U+0023","NUMBER SIGN"
"*",223,"U+002A","ASTERISK"
"ª",208,"U+00AA","FEMININE ORDINAL INDICATOR"
"…",186,"U+2026","HORIZONTAL ELLIPSIS"
"{",171,"U+007B","LEFT CURLY BRACKET"
"}",169,"U+007D","RIGHT CURLY BRACKET"
"=",162,"U+003D","EQUALS SIGN"
"¨",161,"U+00A8","DIAERESIS"
"\",156,"U+005C","REVERSE SOLIDUS"
"™",140,"U+2122","TRADE MARK SIGN"
"ñ",98,"U+00F1","LATIN SMALL LETTER N WITH TILDE"
"Ô",92,"U+00D4","LATIN CAPITAL LETTER O WITH CIRCUMFLEX"
"°",88,"U+00B0","DEGREE SIGN"
"Œ",71,"U+0152","LATIN CAPITAL LIGATURE OE"
"£",68,"U+00A3","POUND SIGN"
"¶",65,"U+00B6","PILCROW SIGN"
"í",57,"U+00ED","LATIN SMALL LETTER I WITH ACUTE"
"ó",52,"U+00F3","LATIN SMALL LETTER O WITH ACUTE"
"á",48,"U+00E1","LATIN SMALL LETTER A WITH ACUTE"
"Î",48,"U+00CE","LATIN CAPITAL LETTER I WITH CIRCUMFLEX"
"",42,"U+0092","<control-0092>"
"ﬁ",39,"U+FB01","LATIN SMALL LIGATURE FI"
"Â",33,"U+00C2","LATIN CAPITAL LETTER A WITH CIRCUMFLEX"
"§",30,"U+00A7","SECTION SIGN"
"€",28,"U+20AC","EURO SIGN"
"Á",28,"U+00C1","LATIN CAPITAL LETTER A WITH ACUTE"
"¢",27,"U+00A2","CENT SIGN"
"@",26,"U+0040","COMMERCIAL AT"
"ö",25,"U+00F6","LATIN SMALL LETTER O WITH DIAERESIS"
"|",24,"U+007C","VERTICAL LINE"
"´",23,"U+00B4","ACUTE ACCENT"
"®",23,"U+00AE","REGISTERED SIGN"
"Å",21,"U+00C5","LATIN CAPITAL LETTER A WITH RING ABOVE"
"+",18,"U+002B","PLUS SIGN"
"¹",18,"U+00B9","SUPERSCRIPT ONE"
"​",16,"U+200B","ZERO WIDTH SPACE"
"‰",16,"U+2030","PER MILLE SIGN"
"‡",15,"U+2021","DOUBLE DAGGER"
"ä",15,"U+00E4","LATIN SMALL LETTER A WITH DIAERESIS"
"ú",14,"U+00FA","LATIN SMALL LETTER U WITH ACUTE"
"",13,"U+009C","<control-009C>"
"ã",12,"U+00E3","LATIN SMALL LETTER A WITH TILDE"
"æ",12,"U+00E6","LATIN SMALL LETTER AE"
"²",11,"U+00B2","SUPERSCRIPT TWO"
"",10,"U+0090","<control-0090>"
"~",10,"U+007E","TILDE"
"Æ",10,"U+00C6","LATIN CAPITAL LETTER AE"
"­",8,"U+00AD","SOFT HYPHEN"
"Ë",8,"U+00CB","LATIN CAPITAL LETTER E WITH DIAERESIS"
"Ï",8,"U+00CF","LATIN CAPITAL LETTER I WITH DIAERESIS"
"Ù",8,"U+00D9","LATIN CAPITAL LETTER U WITH GRAVE"
"–",7,"U+2013","EN DASH"
"¿",6,"U+00BF","INVERTED QUESTION MARK"
"ę",6,"U+0119","LATIN SMALL LETTER E WITH OGONEK"
"ŕ",6,"U+0155","LATIN SMALL LETTER R WITH ACUTE"
"",4,"U+0099","<control-0099>"
"å",4,"U+00E5","LATIN SMALL LETTER A WITH RING ABOVE"
"č",4,"U+010D","LATIN SMALL LETTER C WITH CARON"
"Š",4,"U+0160","LATIN CAPITAL LETTER S WITH CARON"
"¡",3,"U+00A1","INVERTED EXCLAMATION MARK"
"ˆ",3,"U+02C6","MODIFIER LETTER CIRCUMFLEX ACCENT"
"Ñ",3,"U+00D1","LATIN CAPITAL LETTER N WITH TILDE"
"Û",3,"U+00DB","LATIN CAPITAL LETTER U WITH CIRCUMFLEX"
"",2,"U+008C","<control-008C>"
"ﬂ",2,"U+FB02","LATIN SMALL LIGATURE FL"
"Í",2,"U+00CD","LATIN CAPITAL LETTER I WITH ACUTE"
"İ",2,"U+0130","LATIN CAPITAL LETTER I WITH DOT ABOVE"
"Ó",2,"U+00D3","LATIN CAPITAL LETTER O WITH ACUTE"
"ò",2,"U+00F2","LATIN SMALL LETTER O WITH GRAVE"
"Ö",2,"U+00D6","LATIN CAPITAL LETTER O WITH DIAERESIS"
"ß",2,"U+00DF","LATIN SMALL LETTER SHARP S"
"ů",2,"U+016F","LATIN SMALL LETTER U WITH RING ABOVE"
"Ü",2,"U+00DC","LATIN CAPITAL LETTER U WITH DIAERESIS"
"ű",2,"U+0171","LATIN SMALL LETTER U WITH DOUBLE ACUTE"
"",1,"U+008F","<control-008F>"
"",1,"U+008D","<control-008D>"
"`",1,"U+0060","GRAVE ACCENT"
"¯",1,"U+00AF","MACRON"
"˚",1,"U+02DA","RING ABOVE"
"ˋ",1,"U+02CB","MODIFIER LETTER GRAVE ACCENT"
"ā",1,"U+0101","LATIN SMALL LETTER A WITH MACRON"
"é",1,"U+0065, U+0301","LATIN SMALL LETTER E, COMBINING ACUTE ACCENT"
"è",1,"U+0065, U+0300","LATIN SMALL LETTER E, COMBINING GRAVE ACCENT"
"Ò",1,"U+00D2","LATIN CAPITAL LETTER O WITH GRAVE"
"Ú",1,"U+00DA","LATIN CAPITAL LETTER U WITH ACUTE"
"þ",1,"U+00FE","LATIN SMALL LETTER THORN"
