"Grapheme","Frequency","Codepoint","UnicodeName"
"$",7,"U+0024","DOLLAR SIGN"
"ό",7,"U+1F79","GREEK SMALL LETTER OMICRON WITH OXIA"
"ὑ",7,"U+1F51","GREEK SMALL LETTER UPSILON WITH DASIA"
"´",6,"U+1FFD","GREEK OXIA"
"ῖ",6,"U+1FD6","GREEK SMALL LETTER IOTA WITH PERISPOMENI"
"ὸ",6,"U+1F78","GREEK SMALL LETTER OMICRON WITH VARIA"
"³",5,"U+00B3","SUPERSCRIPT THREE"
"ì",5,"U+00EC","LATIN SMALL LETTER I WITH GRAVE"
"Ï",5,"U+00CF","LATIN CAPITAL LETTER I WITH DIAERESIS"
"Ñ",5,"U+00D1","LATIN CAPITAL LETTER N WITH TILDE"
"õ",5,"U+00F5","LATIN SMALL LETTER O WITH TILDE"
"ζ",5,"U+03B6","GREEK SMALL LETTER ZETA"
"ἠ",5,"U+1F20","GREEK SMALL LETTER ETA WITH PSILI"
"ῦ",5,"U+1FE6","GREEK SMALL LETTER UPSILON WITH PERISPOMENI"
"¿",4,"U+00BF","INVERTED QUESTION MARK"
"#",4,"U+0023","NUMBER SIGN"
"᾽",4,"U+1FBD","GREEK KORONIS"
"Α",4,"U+0391","GREEK CAPITAL LETTER ALPHA"
"ά",4,"U+1F71","GREEK SMALL LETTER ALPHA WITH OXIA"
"Κ",4,"U+039A","GREEK CAPITAL LETTER KAPPA"
"ύ",4,"U+03CD","GREEK SMALL LETTER UPSILON WITH TONOS"
"ä",3,"U+00E4","LATIN SMALL LETTER A WITH DIAERESIS"
"Ó",3,"U+00D3","LATIN CAPITAL LETTER O WITH ACUTE"
"Û",3,"U+00DB","LATIN CAPITAL LETTER U WITH CIRCUMFLEX"
"ÿ",3,"U+00FF","LATIN SMALL LETTER Y WITH DIAERESIS"
"ΐ",3,"U+1FD3","GREEK SMALL LETTER IOTA WITH DIALYTIKA AND OXIA"
"Ὠ",3,"U+1F68","GREEK CAPITAL LETTER OMEGA WITH PSILI"
"ῶ",3,"U+1FF6","GREEK SMALL LETTER OMEGA WITH PERISPOMENI"
"",2,"U+0097","<control-0097>"
"℣",2,"U+2123","VERSICLE"
"Í",2,"U+00CD","LATIN CAPITAL LETTER I WITH ACUTE"
"Ù",2,"U+00D9","LATIN CAPITAL LETTER U WITH GRAVE"
"Ἀ",2,"U+1F08","GREEK CAPITAL LETTER ALPHA WITH PSILI"
"ἁ",2,"U+1F01","GREEK SMALL LETTER ALPHA WITH DASIA"
"ὰ",2,"U+1F70","GREEK SMALL LETTER ALPHA WITH VARIA"
"ᾶ",2,"U+1FB6","GREEK SMALL LETTER ALPHA WITH PERISPOMENI"
"Ε",2,"U+0395","GREEK CAPITAL LETTER EPSILON"
"ἔ",2,"U+1F14","GREEK SMALL LETTER EPSILON WITH PSILI AND OXIA"
"ὲ",2,"U+1F72","GREEK SMALL LETTER EPSILON WITH VARIA"
"ἴ",2,"U+1F34","GREEK SMALL LETTER IOTA WITH PSILI AND OXIA"
"ἳ",2,"U+1F33","GREEK SMALL LETTER IOTA WITH DASIA AND VARIA"
"ὁ",2,"U+1F41","GREEK SMALL LETTER OMICRON WITH DASIA"
"Π",2,"U+03A0","GREEK CAPITAL LETTER PI"
"ῥ",2,"U+1FE5","GREEK SMALL LETTER RHO WITH DASIA"
"ὔ",2,"U+1F54","GREEK SMALL LETTER UPSILON WITH PSILI AND OXIA"
"ύ",2,"U+1F7B","GREEK SMALL LETTER UPSILON WITH OXIA"
"ὺ",2,"U+1F7A","GREEK SMALL LETTER UPSILON WITH VARIA"
"Φ",2,"U+03A6","GREEK CAPITAL LETTER PHI"
"ὡ",2,"U+1F61","GREEK SMALL LETTER OMEGA WITH DASIA"
"‑",1,"U+2011","NON-BREAKING HYPHEN"
"·",1,"U+0387","GREEK ANO TELEIA"
"᾿",1,"U+1FBF","GREEK PSILI"
"½",1,"U+00BD","VULGAR FRACTION ONE HALF"
"ŏ",1,"U+014F","LATIN SMALL LETTER O WITH BREVE"
"ß",1,"U+00DF","LATIN SMALL LETTER SHARP S"
"Ü",1,"U+00DC","LATIN CAPITAL LETTER U WITH DIAERESIS"
"ἄ",1,"U+1F04","GREEK SMALL LETTER ALPHA WITH PSILI AND OXIA"
"Γ",1,"U+0393","GREEK CAPITAL LETTER GAMMA"
"Δ",1,"U+0394","GREEK CAPITAL LETTER DELTA"
"Ἔ",1,"U+1F1C","GREEK CAPITAL LETTER EPSILON WITH PSILI AND OXIA"
"ἑ",1,"U+1F11","GREEK SMALL LETTER EPSILON WITH DASIA"
"έ",1,"U+1F73","GREEK SMALL LETTER EPSILON WITH OXIA"
"ᾔ",1,"U+1F94","GREEK SMALL LETTER ETA WITH PSILI AND OXIA AND YPOGEGRAMMENI"
"ἦ",1,"U+1F26","GREEK SMALL LETTER ETA WITH PSILI AND PERISPOMENI"
"Ἡ",1,"U+1F29","GREEK CAPITAL LETTER ETA WITH DASIA"
"ἥ",1,"U+1F25","GREEK SMALL LETTER ETA WITH DASIA AND OXIA"
"ή",1,"U+03AE","GREEK SMALL LETTER ETA WITH TONOS"
"ὴ",1,"U+1F74","GREEK SMALL LETTER ETA WITH VARIA"
"Θ",1,"U+0398","GREEK CAPITAL LETTER THETA"
"ἰ",1,"U+1F30","GREEK SMALL LETTER IOTA WITH PSILI"
"Ἰ",1,"U+1F38","GREEK CAPITAL LETTER IOTA WITH PSILI"
"ἱ",1,"U+1F31","GREEK SMALL LETTER IOTA WITH DASIA"
"ξ",1,"U+03BE","GREEK SMALL LETTER XI"
"ὐ",1,"U+1F50","GREEK SMALL LETTER UPSILON WITH PSILI"
"ψ",1,"U+03C8","GREEK SMALL LETTER PSI"
"ώ",1,"U+03CE","GREEK SMALL LETTER OMEGA WITH TONOS"
