"Grapheme","Frequency","Codepoint","UnicodeName"
"i",407003,"U+0069","LATIN SMALL LETTER I"
"n",243411,"U+006E","LATIN SMALL LETTER N"
"a",229751,"U+0061","LATIN SMALL LETTER A"
"ọ",137376,"U+1ECD","LATIN SMALL LETTER O WITH DOT BELOW"
"o",127480,"U+006F","LATIN SMALL LETTER O"
"u",111598,"U+0075","LATIN SMALL LETTER U"
"r",106020,"U+0072","LATIN SMALL LETTER R"
"t",95980,"U+0074","LATIN SMALL LETTER T"
"l",95189,"U+006C","LATIN SMALL LETTER L"
"e",93864,"U+0065","LATIN SMALL LETTER E"
"w",89645,"U+0077","LATIN SMALL LETTER W"
"b",88852,"U+0062","LATIN SMALL LETTER B"
"s",74463,"U+0073","LATIN SMALL LETTER S"
",",72889,"U+002C","COMMA"
"k",70690,"U+006B","LATIN SMALL LETTER K"
"ẹ",69981,"U+1EB9","LATIN SMALL LETTER E WITH DOT BELOW"
"m",62678,"U+006D","LATIN SMALL LETTER M"
"g",53847,"U+0067","LATIN SMALL LETTER G"
"d",36169,"U+0064","LATIN SMALL LETTER D"
"y",34766,"U+0079","LATIN SMALL LETTER Y"
"f",34072,"U+0066","LATIN SMALL LETTER F"
"p",33388,"U+0070","LATIN SMALL LETTER P"
"j",31834,"U+006A","LATIN SMALL LETTER J"
"ṣ",28177,"U+1E63","LATIN SMALL LETTER S WITH DOT BELOW"
".",26659,"U+002E","FULL STOP"
"ẹ̀",19758,"U+1EB9, U+0300","LATIN SMALL LETTER E WITH DOT BELOW, COMBINING GRAVE ACCENT"
"à",16782,"U+00E0","LATIN SMALL LETTER A WITH GRAVE"
"h",14454,"U+0068","LATIN SMALL LETTER H"
"á",12826,"U+00E1","LATIN SMALL LETTER A WITH ACUTE"
"O",12239,"U+004F","LATIN CAPITAL LETTER O"
"ọ̀",11970,"U+1ECD, U+0300","LATIN SMALL LETTER O WITH DOT BELOW, COMBINING GRAVE ACCENT"
"ò",10940,"U+00F2","LATIN SMALL LETTER O WITH GRAVE"
":",10798,"U+003A","COLON"
"A",10781,"U+0041","LATIN CAPITAL LETTER A"
"ọ́",9847,"U+1ECD, U+0301","LATIN SMALL LETTER O WITH DOT BELOW, COMBINING ACUTE ACCENT"
";",9648,"U+003B","SEMICOLON"
"ì",9445,"U+00EC","LATIN SMALL LETTER I WITH GRAVE"
"N",8573,"U+004E","LATIN CAPITAL LETTER N"
"-",8345,"U+002D","HYPHEN-MINUS"
"ù",7160,"U+00F9","LATIN SMALL LETTER U WITH GRAVE"
"J",6593,"U+004A","LATIN CAPITAL LETTER J"
"ú",6175,"U+00FA","LATIN SMALL LETTER U WITH ACUTE"
