"Grapheme","Frequency","Codepoint","UnicodeName"
"e",1666,"U+0065","LATIN SMALL LETTER E"
"a",1101,"U+0061","LATIN SMALL LETTER A"
"m",872,"U+006D","LATIN SMALL LETTER M"
"i",845,"U+0069","LATIN SMALL LETTER I"
"u",761,"U+0075","LATIN SMALL LETTER U"
"k",640,"U+006B","LATIN SMALL LETTER K"
"l",547,"U+006C","LATIN SMALL LETTER L"
"v",530,"U+0076","LATIN SMALL LETTER V"
"n",505,"U+006E","LATIN SMALL LETTER N"
"w",402,"U+0077","LATIN SMALL LETTER W"
"g",401,"U+0067","LATIN SMALL LETTER G"
"y",395,"U+0079","LATIN SMALL LETTER Y"
"o",387,"U+006F","LATIN SMALL LETTER O"
"c",326,"U+0063","LATIN SMALL LETTER C"
"ñ",323,"U+00F1","LATIN SMALL LETTER N WITH TILDE"
"p",306,"U+0070","LATIN SMALL LETTER P"
"f",274,"U+0066","LATIN SMALL LETTER F"
"t",269,"U+0074","LATIN SMALL LETTER T"
"r",265,"U+0072","LATIN SMALL LETTER R"
"z",172,"U+007A","LATIN SMALL LETTER Z"
".",162,"U+002E","FULL STOP"
"K",117,"U+004B","LATIN CAPITAL LETTER K"
",",116,"U+002C","COMMA"
"x",104,"U+0078","LATIN SMALL LETTER X"
"j",103,"U+006A","LATIN SMALL LETTER J"
"""",86,"U+0022","QUOTATION MARK"
"(",79,"U+0028","LEFT PARENTHESIS"
")",79,"U+0029","RIGHT PARENTHESIS"
"s",72,"U+0073","LATIN SMALL LETTER S"
"X",67,"U+0058","LATIN CAPITAL LETTER X"
"E",66,"U+0045","LATIN CAPITAL LETTER E"
"M",57,"U+004D","LATIN CAPITAL LETTER M"
"C",44,"U+0043","LATIN CAPITAL LETTER C"
"P",37,"U+0050","LATIN CAPITAL LETTER P"
"d",31,"U+0064","LATIN SMALL LETTER D"
"U",29,"U+0055","LATIN CAPITAL LETTER U"
"F",28,"U+0046","LATIN CAPITAL LETTER F"
"I",28,"U+0049","LATIN CAPITAL LETTER I"
"T",24,"U+0054","LATIN CAPITAL LETTER T"
"1",23,"U+0031","DIGIT ONE"
"Ñ",21,"U+00D1","LATIN CAPITAL LETTER N WITH TILDE"
"A",20,"U+0041","LATIN CAPITAL LETTER A"
"2",15,"U+0032","DIGIT TWO"
"L",13,"U+004C","LATIN CAPITAL LETTER L"
"b",11,"U+0062","LATIN SMALL LETTER B"
"G",8,"U+0047","LATIN CAPITAL LETTER G"
"N",8,"U+004E","LATIN CAPITAL LETTER N"
"W",8,"U+0057","LATIN CAPITAL LETTER W"
":",7,"U+003A","COLON"
"R",7,"U+0052","LATIN CAPITAL LETTER R"
"3",6,"U+0033","DIGIT THREE"
"q",6,"U+0071","LATIN SMALL LETTER Q"
"V",6,"U+0056","LATIN CAPITAL LETTER V"
"4",5,"U+0034","DIGIT FOUR"
"5",5,"U+0035","DIGIT FIVE"
"6",5,"U+0036","DIGIT SIX"
"7",5,"U+0037","DIGIT SEVEN"
";",4,"U+003B","SEMICOLON"
"0",4,"U+0030","DIGIT ZERO"
"8",4,"U+0038","DIGIT EIGHT"
"9",4,"U+0039","DIGIT NINE"
"í",3,"U+00ED","LATIN SMALL LETTER I WITH ACUTE"
"á",2,"U+00E1","LATIN SMALL LETTER A WITH ACUTE"
"J",2,"U+004A","LATIN CAPITAL LETTER J"
"ó",2,"U+00F3","LATIN SMALL LETTER O WITH ACUTE"
"Y",2,"U+0059","LATIN CAPITAL LETTER Y"
"-",1,"U+002D","HYPHEN-MINUS"
