"Grapheme","Frequency","Codepoint","UnicodeName"
"a",3214,"U+0061","LATIN SMALL LETTER A"
"n",1367,"U+006E","LATIN SMALL LETTER N"
"g",1115,"U+0067","LATIN SMALL LETTER G"
"i",628,"U+0069","LATIN SMALL LETTER I"
"t",594,"U+0074","LATIN SMALL LETTER T"
"p",515,"U+0070","LATIN SMALL LETTER P"
"k",441,"U+006B","LATIN SMALL LETTER K"
"l",437,"U+006C","LATIN SMALL LETTER L"
"s",435,"U+0073","LATIN SMALL LETTER S"
"m",378,"U+006D","LATIN SMALL LETTER M"
"y",316,"U+0079","LATIN SMALL LETTER Y"
"o",306,"U+006F","LATIN SMALL LETTER O"
"u",260,"U+0075","LATIN SMALL LETTER U"
"r",220,"U+0072","LATIN SMALL LETTER R"
"b",186,"U+0062","LATIN SMALL LETTER B"
"h",157,"U+0068","LATIN SMALL LETTER H"
"d",109,"U+0064","LATIN SMALL LETTER D"
"w",108,"U+0077","LATIN SMALL LETTER W"
"A",93,"U+0041","LATIN CAPITAL LETTER A"
",",85,"U+002C","COMMA"
".",74,"U+002E","FULL STOP"
"-",51,"U+002D","HYPHEN-MINUS"
"e",40,"U+0065","LATIN SMALL LETTER E"
"'",36,"U+0027","APOSTROPHE"
"P",32,"U+0050","LATIN CAPITAL LETTER P"
"N",18,"U+004E","LATIN CAPITAL LETTER N"
"1",15,"U+0031","DIGIT ONE"
"2",13,"U+0032","DIGIT TWO"
"K",13,"U+004B","LATIN CAPITAL LETTER K"
"B",11,"U+0042","LATIN CAPITAL LETTER B"
"S",11,"U+0053","LATIN CAPITAL LETTER S"
"W",9,"U+0057","LATIN CAPITAL LETTER W"
"G",7,"U+0047","LATIN CAPITAL LETTER G"
"I",6,"U+0049","LATIN CAPITAL LETTER I"
"E",5,"U+0045","LATIN CAPITAL LETTER E"
"M",5,"U+004D","LATIN CAPITAL LETTER M"
"T",5,"U+0054","LATIN CAPITAL LETTER T"
";",4,"U+003B","SEMICOLON"
"0",4,"U+0030","DIGIT ZERO"
"3",4,"U+0033","DIGIT THREE"
"4",4,"U+0034","DIGIT FOUR"
"8",4,"U+0038","DIGIT EIGHT"
"9",4,"U+0039","DIGIT NINE"
"5",3,"U+0035","DIGIT FIVE"
"6",3,"U+0036","DIGIT SIX"
"7",3,"U+0037","DIGIT SEVEN"
"D",3,"U+0044","LATIN CAPITAL LETTER D"
"""",2,"U+0022","QUOTATION MARK"
"H",2,"U+0048","LATIN CAPITAL LETTER H"
"L",2,"U+004C","LATIN CAPITAL LETTER L"
"C",1,"U+0043","LATIN CAPITAL LETTER C"
"O",1,"U+004F","LATIN CAPITAL LETTER O"
"R",1,"U+0052","LATIN CAPITAL LETTER R"
"U",1,"U+0055","LATIN CAPITAL LETTER U"
"x",1,"U+0078","LATIN SMALL LETTER X"
"Y",1,"U+0059","LATIN CAPITAL LETTER Y"
