"Grapheme","Frequency","Codepoint","UnicodeName"
"m",34,"U+006D","LATIN SMALL LETTER M"
"á",22,"U+00E1","LATIN SMALL LETTER A WITH ACUTE"
"a",19,"U+0061","LATIN SMALL LETTER A"
"s",14,"U+0073","LATIN SMALL LETTER S"
"n",10,"U+006E","LATIN SMALL LETTER N"
"ó",10,"U+00F3","LATIN SMALL LETTER O WITH ACUTE"
"w",10,"U+0077","LATIN SMALL LETTER W"
",",9,"U+002C","COMMA"
"c",9,"U+0063","LATIN SMALL LETTER C"
"e",9,"U+0065","LATIN SMALL LETTER E"
"r",8,"U+0072","LATIN SMALL LETTER R"
".",7,"U+002E","FULL STOP"
"ĕ",6,"U+0115","LATIN SMALL LETTER E WITH BREVE"
"t",6,"U+0074","LATIN SMALL LETTER T"
"i",5,"U+0069","LATIN SMALL LETTER I"
"o",5,"U+006F","LATIN SMALL LETTER O"
"é",4,"U+00E9","LATIN SMALL LETTER E WITH ACUTE"
"í",3,"U+00ED","LATIN SMALL LETTER I WITH ACUTE"
"p",3,"U+0070","LATIN SMALL LETTER P"
"j",2,"U+006A","LATIN SMALL LETTER J"
"<",1,"U+003C","LESS-THAN SIGN"
">",1,"U+003E","GREATER-THAN SIGN"
"1",1,"U+0031","DIGIT ONE"
"u",1,"U+0075","LATIN SMALL LETTER U"
