"Grapheme","Frequency","Codepoint","UnicodeName"
"ا",10400,"U+0627","ARABIC LETTER ALEF"
"د",7017,"U+062F","ARABIC LETTER DAL"
"ر",6909,"U+0631","ARABIC LETTER REH"
"ن",5888,"U+0646","ARABIC LETTER NOON"
"و",5839,"U+0648","ARABIC LETTER WAW"
"ه",5429,"U+0647","ARABIC LETTER HEH"
"ی",5133,"U+06CC","ARABIC LETTER FARSI YEH"
"ب",4412,"U+0628","ARABIC LETTER BEH"
"م",4185,"U+0645","ARABIC LETTER MEEM"
"ت",3472,"U+062A","ARABIC LETTER TEH"
"ش",3085,"U+0634","ARABIC LETTER SHEEN"
"س",2440,"U+0633","ARABIC LETTER SEEN"
"ز",1941,"U+0632","ARABIC LETTER ZAIN"
"ک",1872,"U+06A9","ARABIC LETTER KEHEH"
"ي",1871,"U+064A","ARABIC LETTER YEH"
"ل",1654,"U+0644","ARABIC LETTER LAM"
"خ",1298,"U+062E","ARABIC LETTER KHAH"
"گ",1296,"U+06AF","ARABIC LETTER GAF"
"،",1111,"U+060C","ARABIC COMMA"
"ف",1071,"U+0641","ARABIC LETTER FEH"
".",1001,"U+002E","FULL STOP"
"ـ",995,"U+0640","ARABIC TATWEEL"
"آ",955,"U+0622","ARABIC LETTER ALEF WITH MADDA ABOVE"
"ح",783,"U+062D","ARABIC LETTER HAH"
"ج",771,"U+062C","ARABIC LETTER JEEM"
"ق",763,"U+0642","ARABIC LETTER QAF"
"پ",734,"U+067E","ARABIC LETTER PEH"
"ك",680,"U+0643","ARABIC LETTER KAF"
"چ",677,"U+0686","ARABIC LETTER TCHEH"
"ع",625,"U+0639","ARABIC LETTER AIN"
"…",393,"U+2026","HORIZONTAL ELLIPSIS"
":",353,"U+003A","COLON"
"ص",319,"U+0635","ARABIC LETTER SAD"
"ط",300,"U+0637","ARABIC LETTER TAH"
"غ",225,"U+063A","ARABIC LETTER GHAIN"
"ذ",156,"U+0630","ARABIC LETTER THAL"
"ظ",153,"U+0638","ARABIC LETTER ZAH"
"ء",140,"U+0621","ARABIC LETTER HAMZA"
"؟",138,"U+061F","ARABIC QUESTION MARK"
"«",127,"U+00AB","LEFT-POINTING DOUBLE ANGLE QUOTATION MARK"
"»",127,"U+00BB","RIGHT-POINTING DOUBLE ANGLE QUOTATION MARK"
"رِ",114,"U+0631, U+0650","ARABIC LETTER REH, ARABIC KASRA"
"؛",112,"U+061B","ARABIC SEMICOLON"
"!",110,"U+0021","EXCLAMATION MARK"
"ض",91,"U+0636","ARABIC LETTER DAD"
"ۀ",88,"U+06C0","ARABIC LETTER HEH WITH YEH ABOVE"
"ي‌",86,"U+064A, U+200C","ARABIC LETTER YEH, ZERO WIDTH NON-JOINER"
"ه‌",77,"U+0647, U+200C","ARABIC LETTER HEH, ZERO WIDTH NON-JOINER"
"یِ",76,"U+06CC, U+0650","ARABIC LETTER FARSI YEH, ARABIC KASRA"
"ث",75,"U+062B","ARABIC LETTER THEH"
"اً",69,"U+0627, U+064B","ARABIC LETTER ALEF, ARABIC FATHATAN"
"نِ",67,"U+0646, U+0650","ARABIC LETTER NOON, ARABIC KASRA"
"تِ",59,"U+062A, U+0650","ARABIC LETTER TEH, ARABIC KASRA"
"لِ",48,"U+0644, U+0650","ARABIC LETTER LAM, ARABIC KASRA"
"ئ",32,"U+0626","ARABIC LETTER YEH WITH HAMZA ABOVE"
"دِ",32,"U+062F, U+0650","ARABIC LETTER DAL, ARABIC KASRA"
"مِ",32,"U+0645, U+0650","ARABIC LETTER MEEM, ARABIC KASRA"
"أ",31,"U+0623","ARABIC LETTER ALEF WITH HAMZA ABOVE"
"سِ",25,"U+0633, U+0650","ARABIC LETTER SEEN, ARABIC KASRA"
"يِ",25,"U+064A, U+0650","ARABIC LETTER YEH, ARABIC KASRA"
"بِ",23,"U+0628, U+0650","ARABIC LETTER BEH, ARABIC KASRA"
"زِ",23,"U+0632, U+0650","ARABIC LETTER ZAIN, ARABIC KASRA"
"خُ",22,"U+062E, U+064F","ARABIC LETTER KHAH, ARABIC DAMMA"
"کِ",22,"U+06A9, U+0650","ARABIC LETTER KEHEH, ARABIC KASRA"
"ة",21,"U+0629","ARABIC LETTER TEH MARBUTA"
"پُ",20,"U+067E, U+064F","ARABIC LETTER PEH, ARABIC DAMMA"
"قِ",20,"U+0642, U+0650","ARABIC LETTER QAF, ARABIC KASRA"
"e",18,"U+0065","LATIN SMALL LETTER E"
"هِ",18,"U+0647, U+0650","ARABIC LETTER HEH, ARABIC KASRA"
")",17,"U+0029","RIGHT PARENTHESIS"
"‏",16,"U+200F","RIGHT-TO-LEFT MARK"
"(",15,"U+0028","LEFT PARENTHESIS"
"شِ",15,"U+0634, U+0650","ARABIC LETTER SHEEN, ARABIC KASRA"
"ؤ",14,"U+0624","ARABIC LETTER WAW WITH HAMZA ABOVE"
"اِ",14,"U+0627, U+0650","ARABIC LETTER ALEF, ARABIC KASRA"
"گِ",13,"U+06AF, U+0650","ARABIC LETTER GAF, ARABIC KASRA"
"h",12,"U+0068","LATIN SMALL LETTER H"
"n",12,"U+006E","LATIN SMALL LETTER N"
"‎",11,"U+200E","LEFT-TO-RIGHT MARK"
"-",10,"U+002D","HYPHEN-MINUS"
"i",10,"U+0069","LATIN SMALL LETTER I"
"ت‌",10,"U+062A, U+200C","ARABIC LETTER TEH, ZERO WIDTH NON-JOINER"
"فِ",10,"U+0641, U+0650","ARABIC LETTER FEH, ARABIC KASRA"
"بُ",9,"U+0628, U+064F","ARABIC LETTER BEH, ARABIC DAMMA"
