"Grapheme","Frequency","Codepoint","UnicodeName"
"a",7491,"U+0061","LATIN SMALL LETTER A"
"e",5502,"U+0065","LATIN SMALL LETTER E"
"i",4178,"U+0069","LATIN SMALL LETTER I"
"r",3656,"U+0072","LATIN SMALL LETTER R"
"t",3371,"U+0074","LATIN SMALL LETTER T"
"n",3325,"U+006E","LATIN SMALL LETTER N"
"u",2818,"U+0075","LATIN SMALL LETTER U"
"o",2806,"U+006F","LATIN SMALL LETTER O"
"z",2569,"U+007A","LATIN SMALL LETTER Z"
"k",2221,"U+006B","LATIN SMALL LETTER K"
".",2118,"U+002E","FULL STOP"
"d",1845,"U+0064","LATIN SMALL LETTER D"
"g",1321,"U+0067","LATIN SMALL LETTER G"
"l",1193,"U+006C","LATIN SMALL LETTER L"
"b",1188,"U+0062","LATIN SMALL LETTER B"
"s",1045,"U+0073","LATIN SMALL LETTER S"
"h",872,"U+0068","LATIN SMALL LETTER H"
",",739,"U+002C","COMMA"
"p",463,"U+0070","LATIN SMALL LETTER P"
"m",428,"U+006D","LATIN SMALL LETTER M"
"E",399,"U+0045","LATIN CAPITAL LETTER E"
"!",317,"U+0021","EXCLAMATION MARK"
"B",263,"U+0042","LATIN CAPITAL LETTER B"
"?",224,"U+003F","QUESTION MARK"
"x",209,"U+0078","LATIN SMALL LETTER X"
"A",207,"U+0041","LATIN CAPITAL LETTER A"
"H",197,"U+0048","LATIN CAPITAL LETTER H"
"-",189,"U+002D","HYPHEN-MINUS"
"♪",178,"U+266A","EIGHTH NOTE"
"j",152,"U+006A","LATIN SMALL LETTER J"
"Z",146,"U+005A","LATIN CAPITAL LETTER Z"
"N",134,"U+004E","LATIN CAPITAL LETTER N"
"I",131,"U+0049","LATIN CAPITAL LETTER I"
"G",113,"U+0047","LATIN CAPITAL LETTER G"
"O",107,"U+004F","LATIN CAPITAL LETTER O"
"D",92,"U+0044","LATIN CAPITAL LETTER D"
"f",81,"U+0066","LATIN SMALL LETTER F"
"P",78,"U+0050","LATIN CAPITAL LETTER P"
"U",76,"U+0055","LATIN CAPITAL LETTER U"
"J",75,"U+004A","LATIN CAPITAL LETTER J"
"T",75,"U+0054","LATIN CAPITAL LETTER T"
"K",66,"U+004B","LATIN CAPITAL LETTER K"
"S",59,"U+0053","LATIN CAPITAL LETTER S"
"L",56,"U+004C","LATIN CAPITAL LETTER L"
"M",51,"U+004D","LATIN CAPITAL LETTER M"
"y",48,"U+0079","LATIN SMALL LETTER Y"
"""",47,"U+0022","QUOTATION MARK"
"0",46,"U+0030","DIGIT ZERO"
"1",42,"U+0031","DIGIT ONE"
"c",36,"U+0063","LATIN SMALL LETTER C"
"2",31,"U+0032","DIGIT TWO"
"R",31,"U+0052","LATIN CAPITAL LETTER R"
"3",22,"U+0033","DIGIT THREE"
";",20,"U+003B","SEMICOLON"
"F",15,"U+0046","LATIN CAPITAL LETTER F"
"4",14,"U+0034","DIGIT FOUR"
"w",12,"U+0077","LATIN SMALL LETTER W"
"W",12,"U+0057","LATIN CAPITAL LETTER W"
":",10,"U+003A","COLON"
"9",10,"U+0039","DIGIT NINE"
"5",9,"U+0035","DIGIT FIVE"
"6",8,"U+0036","DIGIT SIX"
"8",7,"U+0038","DIGIT EIGHT"
"C",6,"U+0043","LATIN CAPITAL LETTER C"
"v",5,"U+0076","LATIN SMALL LETTER V"
"%",4,"U+0025","PERCENT SIGN"
"7",4,"U+0037","DIGIT SEVEN"
"X",4,"U+0058","LATIN CAPITAL LETTER X"
"$",1,"U+0024","DOLLAR SIGN"
"V",1,"U+0056","LATIN CAPITAL LETTER V"
"Y",1,"U+0059","LATIN CAPITAL LETTER Y"
