"Grapheme","Frequency","Codepoint","UnicodeName"
"e",260090,"U+0065","LATIN SMALL LETTER E"
"我",246681,"U+6211","CJK UNIFIED IDEOGRAPH-6211"
"的",210879,"U+7684","CJK UNIFIED IDEOGRAPH-7684"
"o",192638,"U+006F","LATIN SMALL LETTER O"
"t",185051,"U+0074","LATIN SMALL LETTER T"
"a",178957,"U+0061","LATIN SMALL LETTER A"
"你",174689,"U+4F60","CJK UNIFIED IDEOGRAPH-4F60"
"n",150799,"U+006E","LATIN SMALL LETTER N"
".",148174,"U+002E","FULL STOP"
"是",140517,"U+662F","CJK UNIFIED IDEOGRAPH-662F"
"i",134994,"U+0069","LATIN SMALL LETTER I"
"s",134918,"U+0073","LATIN SMALL LETTER S"
"r",128916,"U+0072","LATIN SMALL LETTER R"
"h",115211,"U+0068","LATIN SMALL LETTER H"
"了",114648,"U+4E86","CJK UNIFIED IDEOGRAPH-4E86"
"不",105701,"U+4E0D","CJK UNIFIED IDEOGRAPH-4E0D"
"，",96474,"U+FF0C","FULLWIDTH COMMA"
"l",90596,"U+006C","LATIN SMALL LETTER L"
"d",83434,"U+0064","LATIN SMALL LETTER D"
"一",81301,"U+4E00","CJK UNIFIED IDEOGRAPH-4E00"
"们",77489,"U+4EEC","CJK UNIFIED IDEOGRAPH-4EEC"
"u",77481,"U+0075","LATIN SMALL LETTER U"
"。",72607,"U+3002","IDEOGRAPHIC FULL STOP"
"这",71716,"U+8FD9","CJK UNIFIED IDEOGRAPH-8FD9"
"他",70246,"U+4ED6","CJK UNIFIED IDEOGRAPH-4ED6"
"在",69253,"U+5728","CJK UNIFIED IDEOGRAPH-5728"
"有",67259,"U+6709","CJK UNIFIED IDEOGRAPH-6709"
"y",60220,"U+0079","LATIN SMALL LETTER Y"
"c",59950,"U+0063","LATIN SMALL LETTER C"
"m",54770,"U+006D","LATIN SMALL LETTER M"
"0",54601,"U+0030","DIGIT ZERO"
"？",51206,"U+FF1F","FULLWIDTH QUESTION MARK"
"么",50573,"U+4E48","CJK UNIFIED IDEOGRAPH-4E48"
"f",50428,"U+0066","LATIN SMALL LETTER F"
"好",49578,"U+597D","CJK UNIFIED IDEOGRAPH-597D"
"人",49038,"U+4EBA","CJK UNIFIED IDEOGRAPH-4EBA"
"g",46701,"U+0067","LATIN SMALL LETTER G"
"个",46537,"U+4E2A","CJK UNIFIED IDEOGRAPH-4E2A"
"要",44778,"U+8981","CJK UNIFIED IDEOGRAPH-8981"
",",44162,"U+002C","COMMA"
"w",43293,"U+0077","LATIN SMALL LETTER W"
"b",41728,"U+0062","LATIN SMALL LETTER B"
"来",38811,"U+6765","CJK UNIFIED IDEOGRAPH-6765"
"-",37866,"U+002D","HYPHEN-MINUS"
"那",37560,"U+90A3","CJK UNIFIED IDEOGRAPH-90A3"
"到",37384,"U+5230","CJK UNIFIED IDEOGRAPH-5230"
"就",37224,"U+5C31","CJK UNIFIED IDEOGRAPH-5C31"
"什",36496,"U+4EC0","CJK UNIFIED IDEOGRAPH-4EC0"
"?",35484,"U+003F","QUESTION MARK"
"会",33185,"U+4F1A","CJK UNIFIED IDEOGRAPH-4F1A"
