"Grapheme","Frequency","Codepoint","UnicodeName"
"ا",151223,"U+0627","ARABIC LETTER ALEF"
"ٱ",79341,"U+0671","ARABIC LETTER ALEF WASLA"
"ي",67698,"U+064A","ARABIC LETTER YEH"
"وَ",66204,"U+0648, U+064E","ARABIC LETTER WAW, ARABIC FATHA"
"لَ",60128,"U+0644, U+064E","ARABIC LETTER LAM, ARABIC FATHA"
"أَ",52602,"U+0623, U+064E","ARABIC LETTER ALEF WITH HAMZA ABOVE, ARABIC FATHA"
"نَ",49630,"U+0646, U+064E","ARABIC LETTER NOON, ARABIC FATHA"
"لْ",48331,"U+0644, U+0652","ARABIC LETTER LAM, ARABIC SUKUN"
"مَ",47551,"U+0645, U+064E","ARABIC LETTER MEEM, ARABIC FATHA"
"و",46959,"U+0648","ARABIC LETTER WAW"
".",36315,"U+002E","FULL STOP"
"لِ",35586,"U+0644, U+0650","ARABIC LETTER LAM, ARABIC KASRA"
"يَ",34374,"U+064A, U+064E","ARABIC LETTER YEH, ARABIC FATHA"
"عَ",33676,"U+0639, U+064E","ARABIC LETTER AIN, ARABIC FATHA"
"،",32629,"U+060C","ARABIC COMMA"
"كَ",32027,"U+0643, U+064E","ARABIC LETTER KAF, ARABIC FATHA"
"رَ",29397,"U+0631, U+064E","ARABIC LETTER REH, ARABIC FATHA"
"ل",29196,"U+0644","ARABIC LETTER LAM"
"تَ",29091,"U+062A, U+064E","ARABIC LETTER TEH, ARABIC FATHA"
"هُ",28691,"U+0647, U+064F","ARABIC LETTER HEH, ARABIC DAMMA"
"بَ",28547,"U+0628, U+064E","ARABIC LETTER BEH, ARABIC FATHA"
"مِ",27309,"U+0645, U+0650","ARABIC LETTER MEEM, ARABIC KASRA"
"نْ",25666,"U+0646, U+0652","ARABIC LETTER NOON, ARABIC SUKUN"
"فَ",23963,"U+0641, U+064E","ARABIC LETTER FEH, ARABIC FATHA"
"مْ",22731,"U+0645, U+0652","ARABIC LETTER MEEM, ARABIC SUKUN"
"بِ",22382,"U+0628, U+0650","ARABIC LETTER BEH, ARABIC KASRA"
"إِ",21604,"U+0625, U+0650","ARABIC LETTER ALEF WITH HAMZA BELOW, ARABIC KASRA"
"هَ",20530,"U+0647, U+064E","ARABIC LETTER HEH, ARABIC FATHA"
"قَ",20160,"U+0642, U+064E","ARABIC LETTER QAF, ARABIC FATHA"
"يْ",19131,"U+064A, U+0652","ARABIC LETTER YEH, ARABIC SUKUN"
"كُ",17917,"U+0643, U+064F","ARABIC LETTER KAF, ARABIC DAMMA"
"هِ",17830,"U+0647, U+0650","ARABIC LETTER HEH, ARABIC KASRA"
"سَ",17792,"U+0633, U+064E","ARABIC LETTER SEEN, ARABIC FATHA"
"ى",17422,"U+0649","ARABIC LETTER ALEF MAKSURA"
"فِ",16571,"U+0641, U+0650","ARABIC LETTER FEH, ARABIC KASRA"
"مُ",16061,"U+0645, U+064F","ARABIC LETTER MEEM, ARABIC DAMMA"
"نِ",14538,"U+0646, U+0650","ARABIC LETTER NOON, ARABIC KASRA"
"دَ",14102,"U+062F, U+064E","ARABIC LETTER DAL, ARABIC FATHA"
"رِ",13922,"U+0631, U+0650","ARABIC LETTER REH, ARABIC KASRA"
"حَ",13570,"U+062D, U+064E","ARABIC LETTER HAH, ARABIC FATHA"
"جَ",12702,"U+062C, U+064E","ARABIC LETTER JEEM, ARABIC FATHA"
"تِ",12597,"U+062A, U+0650","ARABIC LETTER TEH, ARABIC KASRA"
"""",12352,"U+0022","QUOTATION MARK"
"رْ",12313,"U+0631, U+0652","ARABIC LETTER REH, ARABIC SUKUN"
"عْ",11914,"U+0639, U+0652","ARABIC LETTER AIN, ARABIC SUKUN"
"لَّ",11789,"U+0644, U+064E, U+0651","ARABIC LETTER LAM, ARABIC FATHA, ARABIC SHADDA"
"تُ",11480,"U+062A, U+064F","ARABIC LETTER TEH, ARABIC DAMMA"
"لُ",11412,"U+0644, U+064F","ARABIC LETTER LAM, ARABIC DAMMA"
"رُ",11323,"U+0631, U+064F","ARABIC LETTER REH, ARABIC DAMMA"
"ذَ",11213,"U+0630, U+064E","ARABIC LETTER THAL, ARABIC FATHA"
"سْ",10301,"U+0633, U+0652","ARABIC LETTER SEEN, ARABIC SUKUN"
"بْ",10096,"U+0628, U+0652","ARABIC LETTER BEH, ARABIC SUKUN"
"نَّ",10011,"U+0646, U+064E, U+0651","ARABIC LETTER NOON, ARABIC FATHA, ARABIC SHADDA"
"نُ",9795,"U+0646, U+064F","ARABIC LETTER NOON, ARABIC DAMMA"
"دِ",9527,"U+062F, U+0650","ARABIC LETTER DAL, ARABIC KASRA"
"رَّ",9089,"U+0631, U+064E, U+0651","ARABIC LETTER REH, ARABIC FATHA, ARABIC SHADDA"
":",8805,"U+003A","COLON"
