"Grapheme","Frequency","Codepoint","UnicodeName"
"ا",2333564,"U+0627","ARABIC LETTER ALEF"
"ن",1586642,"U+0646","ARABIC LETTER NOON"
"م",1571051,"U+0645","ARABIC LETTER MEEM"
"و",1412436,"U+0648","ARABIC LETTER WAW"
"ر",1411996,"U+0631","ARABIC LETTER REH"
"ه",1368894,"U+0647","ARABIC LETTER HEH"
"ی",1365626,"U+06CC","ARABIC LETTER FARSI YEH"
"د",1171400,"U+062F","ARABIC LETTER DAL"
"ب",987845,"U+0628","ARABIC LETTER BEH"
"ت",929795,"U+062A","ARABIC LETTER TEH"
"ي",797557,"U+064A","ARABIC LETTER YEH"
"ک",686995,"U+06A9","ARABIC LETTER KEHEH"
"ش",558716,"U+0634","ARABIC LETTER SHEEN"
"س",499823,"U+0633","ARABIC LETTER SEEN"
"ل",426849,"U+0644","ARABIC LETTER LAM"
"ز",339513,"U+0632","ARABIC LETTER ZAIN"
".",328562,"U+002E","FULL STOP"
"خ",315029,"U+062E","ARABIC LETTER KHAH"
"گ",261041,"U+06AF","ARABIC LETTER GAF"
"ف",247750,"U+0641","ARABIC LETTER FEH"
"ق",222579,"U+0642","ARABIC LETTER QAF"
"ج",192923,"U+062C","ARABIC LETTER JEEM"
"چ",176553,"U+0686","ARABIC LETTER TCHEH"
"،",169753,"U+060C","ARABIC COMMA"
"؟",153123,"U+061F","ARABIC QUESTION MARK"
"ع",152255,"U+0639","ARABIC LETTER AIN"
"پ",136135,"U+067E","ARABIC LETTER PEH"
"ح",134154,"U+062D","ARABIC LETTER HAH"
"ط",94387,"U+0637","ARABIC LETTER TAH"
"آ",90080,"U+0622","ARABIC LETTER ALEF WITH MADDA ABOVE"
"‫",80394,"U+202B","RIGHT-TO-LEFT EMBEDDING"
"‏",61459,"U+200F","RIGHT-TO-LEFT MARK"
"ص",58516,"U+0635","ARABIC LETTER SAD"
"""",52563,"U+0022","QUOTATION MARK"
"ی‌",51363,"U+06CC, U+200C","ARABIC LETTER FARSI YEH, ZERO WIDTH NON-JOINER"
"!",44844,"U+0021","EXCLAMATION MARK"
"ه‌",41564,"U+0647, U+200C","ARABIC LETTER HEH, ZERO WIDTH NON-JOINER"
"-",40140,"U+002D","HYPHEN-MINUS"
"ظ",29447,"U+0638","ARABIC LETTER ZAH"
"ض",28570,"U+0636","ARABIC LETTER DAD"
"ـ",27996,"U+0640","ARABIC TATWEEL"
"ذ",26603,"U+0630","ARABIC LETTER THAL"
"غ",24973,"U+063A","ARABIC LETTER GHAIN"
"ث",20858,"U+062B","ARABIC LETTER THEH"
"ئ",17922,"U+0626","ARABIC LETTER YEH WITH HAMZA ABOVE"
"ك",17445,"U+0643","ARABIC LETTER KAF"
"ي‌",15316,"U+064A, U+200C","ARABIC LETTER YEH, ZERO WIDTH NON-JOINER"
"اً",10731,"U+0627, U+064B","ARABIC LETTER ALEF, ARABIC FATHATAN"
",",9166,"U+002C","COMMA"
"e",8713,"U+0065","LATIN SMALL LETTER E"
"0",7997,"U+0030","DIGIT ZERO"
"1",7166,"U+0031","DIGIT ONE"
"a",7038,"U+0061","LATIN SMALL LETTER A"
"ن‌",6840,"U+0646, U+200C","ARABIC LETTER NOON, ZERO WIDTH NON-JOINER"
"ژ",6169,"U+0698","ARABIC LETTER JEH"
"o",5784,"U+006F","LATIN SMALL LETTER O"
":",5729,"U+003A","COLON"
"i",5622,"U+0069","LATIN SMALL LETTER I"
"t",5272,"U+0074","LATIN SMALL LETTER T"
"2",5091,"U+0032","DIGIT TWO"
"n",4941,"U+006E","LATIN SMALL LETTER N"
"r",4867,"U+0072","LATIN SMALL LETTER R"
"l",4222,"U+006C","LATIN SMALL LETTER L"
"ت‌",4097,"U+062A, U+200C","ARABIC LETTER TEH, ZERO WIDTH NON-JOINER"
"♪",3777,"U+266A","EIGHTH NOTE"
"s",3694,"U+0073","LATIN SMALL LETTER S"
"5",3600,"U+0035","DIGIT FIVE"
"(",3364,"U+0028","LEFT PARENTHESIS"
"h",3342,"U+0068","LATIN SMALL LETTER H"
"m",2973,"U+006D","LATIN SMALL LETTER M"
