"Grapheme","Frequency","Codepoint","UnicodeName"
"a",1775,"U+0061","LATIN SMALL LETTER A"
"i",992,"U+0069","LATIN SMALL LETTER I"
"y",839,"U+0079","LATIN SMALL LETTER Y"
"r",744,"U+0072","LATIN SMALL LETTER R"
"u",605,"U+0075","LATIN SMALL LETTER U"
"v",584,"U+0076","LATIN SMALL LETTER V"
"t",548,"U+0074","LATIN SMALL LETTER T"
"j",460,"U+006A","LATIN SMALL LETTER J"
"n",386,"U+006E","LATIN SMALL LETTER N"
"d",348,"U+0064","LATIN SMALL LETTER D"
"m",293,"U+006D","LATIN SMALL LETTER M"
"e",229,"U+0065","LATIN SMALL LETTER E"
"c",222,"U+0063","LATIN SMALL LETTER C"
"s",213,"U+0073","LATIN SMALL LETTER S"
"h",171,"U+0068","LATIN SMALL LETTER H"
".",125,"U+002E","FULL STOP"
"U",103,"U+0055","LATIN CAPITAL LETTER U"
"A",102,"U+0041","LATIN CAPITAL LETTER A"
",",95,"U+002C","COMMA"
"T",82,"U+0054","LATIN CAPITAL LETTER T"
"R",68,"U+0052","LATIN CAPITAL LETTER R"
"o",57,"U+006F","LATIN SMALL LETTER O"
"C",46,"U+0043","LATIN CAPITAL LETTER C"
"H",44,"U+0048","LATIN CAPITAL LETTER H"
"ñ",40,"U+00F1","LATIN SMALL LETTER N WITH TILDE"
"J",39,"U+004A","LATIN CAPITAL LETTER J"
"p",39,"U+0070","LATIN SMALL LETTER P"
"S",38,"U+0053","LATIN CAPITAL LETTER S"
"N",32,"U+004E","LATIN CAPITAL LETTER N"
"Y",28,"U+0059","LATIN CAPITAL LETTER Y"
"D",26,"U+0044","LATIN CAPITAL LETTER D"
"V",26,"U+0056","LATIN CAPITAL LETTER V"
"q",25,"U+0071","LATIN SMALL LETTER Q"
"I",24,"U+0049","LATIN CAPITAL LETTER I"
"1",19,"U+0031","DIGIT ONE"
"b",15,"U+0062","LATIN SMALL LETTER B"
"l",14,"U+006C","LATIN SMALL LETTER L"
"2",13,"U+0032","DIGIT TWO"
"M",13,"U+004D","LATIN CAPITAL LETTER M"
":",9,"U+003A","COLON"
";",8,"U+003B","SEMICOLON"
"E",6,"U+0045","LATIN CAPITAL LETTER E"
"f",6,"U+0066","LATIN SMALL LETTER F"
"0",5,"U+0030","DIGIT ZERO"
"4",5,"U+0034","DIGIT FOUR"
"8",5,"U+0038","DIGIT EIGHT"
"9",5,"U+0039","DIGIT NINE"
"3",4,"U+0033","DIGIT THREE"
"5",3,"U+0035","DIGIT FIVE"
"6",3,"U+0036","DIGIT SIX"
"7",3,"U+0037","DIGIT SEVEN"
"O",3,"U+004F","LATIN CAPITAL LETTER O"
"'",2,"U+0027","APOSTROPHE"
"É",2,"U+00C9","LATIN CAPITAL LETTER E WITH ACUTE"
"í",2,"U+00ED","LATIN SMALL LETTER I WITH ACUTE"
"-",1,"U+002D","HYPHEN-MINUS"
"(",1,"U+0028","LEFT PARENTHESIS"
"%",1,"U+0025","PERCENT SIGN"
"£",1,"U+00A3","POUND SIGN"
"½",1,"U+00BD","VULGAR FRACTION ONE HALF"
"á",1,"U+00E1","LATIN SMALL LETTER A WITH ACUTE"
"B",1,"U+0042","LATIN CAPITAL LETTER B"
"L",1,"U+004C","LATIN CAPITAL LETTER L"
"Q",1,"U+0051","LATIN CAPITAL LETTER Q"
