"Grapheme","Frequency","Codepoint","UnicodeName"
"a",454,"U+0061","LATIN SMALL LETTER A"
"o",235,"U+006F","LATIN SMALL LETTER O"
"m",225,"U+006D","LATIN SMALL LETTER M"
"i",189,"U+0069","LATIN SMALL LETTER I"
"u",160,"U+0075","LATIN SMALL LETTER U"
"t",146,"U+0074","LATIN SMALL LETTER T"
"r",143,"U+0072","LATIN SMALL LETTER R"
"s",122,"U+0073","LATIN SMALL LETTER S"
"e",99,"U+0065","LATIN SMALL LETTER E"
"k",95,"U+006B","LATIN SMALL LETTER K"
"f",93,"U+0066","LATIN SMALL LETTER F"
"h",84,"U+0068","LATIN SMALL LETTER H"
"n",79,"U+006E","LATIN SMALL LETTER N"
"p",76,"U+0070","LATIN SMALL LETTER P"
"y",74,"U+0079","LATIN SMALL LETTER Y"
"w",40,"U+0077","LATIN SMALL LETTER W"
"F",12,"U+0046","LATIN CAPITAL LETTER F"
"P",10,"U+0050","LATIN CAPITAL LETTER P"
"M",9,"U+004D","LATIN CAPITAL LETTER M"
"A",7,"U+0041","LATIN CAPITAL LETTER A"
"K",7,"U+004B","LATIN CAPITAL LETTER K"
"Y",5,"U+0059","LATIN CAPITAL LETTER Y"
"N",4,"U+004E","LATIN CAPITAL LETTER N"
",",3,"U+002C","COMMA"
"T",3,"U+0054","LATIN CAPITAL LETTER T"
".",2,"U+002E","FULL STOP"
"E",2,"U+0045","LATIN CAPITAL LETTER E"
"S",2,"U+0053","LATIN CAPITAL LETTER S"
"U",2,"U+0055","LATIN CAPITAL LETTER U"
"d",1,"U+0064","LATIN SMALL LETTER D"
"H",1,"U+0048","LATIN CAPITAL LETTER H"
"O",1,"U+004F","LATIN CAPITAL LETTER O"
