"Grapheme","Frequency","Codepoint","UnicodeName"
"a",195309,"U+0061","LATIN SMALL LETTER A"
"r",126303,"U+0072","LATIN SMALL LETTER R"
"i",125778,"U+0069","LATIN SMALL LETTER I"
"o",93558,"U+006F","LATIN SMALL LETTER O"
"e",86451,"U+0065","LATIN SMALL LETTER E"
"j",69923,"U+006A","LATIN SMALL LETTER J"
"ʉ",64201,"U+0289","LATIN SMALL LETTER U BAR"
"m",52569,"U+006D","LATIN SMALL LETTER M"
"s",47471,"U+0073","LATIN SMALL LETTER S"
"n",41369,"U+006E","LATIN SMALL LETTER N"
"y",38804,"U+0079","LATIN SMALL LETTER Y"
"c",37554,"U+0063","LATIN SMALL LETTER C"
"t",37340,"U+0074","LATIN SMALL LETTER T"
"ĩ",32672,"U+0129","LATIN SMALL LETTER I WITH TILDE"
"b",32631,"U+0062","LATIN SMALL LETTER B"
"u",31537,"U+0075","LATIN SMALL LETTER U"
",",31124,"U+002C","COMMA"
"ã",23921,"U+00E3","LATIN SMALL LETTER A WITH TILDE"
".",19259,"U+002E","FULL STOP"
"g",19243,"U+0067","LATIN SMALL LETTER G"
"ñ",18624,"U+00F1","LATIN SMALL LETTER N WITH TILDE"
"ẽ",12356,"U+1EBD","LATIN SMALL LETTER E WITH TILDE"
"õ",11367,"U+00F5","LATIN SMALL LETTER O WITH TILDE"
"d",10028,"U+0064","LATIN SMALL LETTER D"
"T",9475,"U+0054","LATIN CAPITAL LETTER T"
"q",8194,"U+0071","LATIN SMALL LETTER Q"
"ʉ̃",7927,"U+0289, U+0303","LATIN SMALL LETTER U BAR, COMBINING TILDE"
"v",7175,"U+0076","LATIN SMALL LETTER V"
"“",6029,"U+201C","LEFT DOUBLE QUOTATION MARK"
"”",6029,"U+201D","RIGHT DOUBLE QUOTATION MARK"
"D",5957,"U+0044","LATIN CAPITAL LETTER D"
"ũ",5227,"U+0169","LATIN SMALL LETTER U WITH TILDE"
"J",5028,"U+004A","LATIN CAPITAL LETTER J"
"—",3559,"U+2014","EM DASH"
"ú",3322,"U+00FA","LATIN SMALL LETTER U WITH ACUTE"
":",2635,"U+003A","COLON"
"M",2508,"U+004D","LATIN CAPITAL LETTER M"
"'",2268,"U+0027","APOSTROPHE"
"Ĩ",2080,"U+0128","LATIN CAPITAL LETTER I WITH TILDE"
"l",2050,"U+006C","LATIN SMALL LETTER L"
"Y",1870,"U+0059","LATIN CAPITAL LETTER Y"
"C",1619,"U+0043","LATIN CAPITAL LETTER C"
"R",1567,"U+0052","LATIN CAPITAL LETTER R"
"A",1486,"U+0041","LATIN CAPITAL LETTER A"
"S",1371,"U+0053","LATIN CAPITAL LETTER S"
"G",1095,"U+0047","LATIN CAPITAL LETTER G"
"P",1053,"U+0050","LATIN CAPITAL LETTER P"
"p",938,"U+0070","LATIN SMALL LETTER P"
"Q",923,"U+0051","LATIN CAPITAL LETTER Q"
"‘",862,"U+2018","LEFT SINGLE QUOTATION MARK"
"’",862,"U+2019","RIGHT SINGLE QUOTATION MARK"
"?",801,"U+003F","QUESTION MARK"
"¿",801,"U+00BF","INVERTED QUESTION MARK"
"é",716,"U+00E9","LATIN SMALL LETTER E WITH ACUTE"
"B",684,"U+0042","LATIN CAPITAL LETTER B"
"á",597,"U+00E1","LATIN SMALL LETTER A WITH ACUTE"
"E",586,"U+0045","LATIN CAPITAL LETTER E"
"N",512,"U+004E","LATIN CAPITAL LETTER N"
"Ñ",474,"U+00D1","LATIN CAPITAL LETTER N WITH TILDE"
"V",283,"U+0056","LATIN CAPITAL LETTER V"
"ó",281,"U+00F3","LATIN SMALL LETTER O WITH ACUTE"
"Ʉ",263,"U+0244","LATIN CAPITAL LETTER U BAR"
"z",261,"U+007A","LATIN SMALL LETTER Z"
"ü",244,"U+00FC","LATIN SMALL LETTER U WITH DIAERESIS"
"I",225,"U+0049","LATIN CAPITAL LETTER I"
"f",210,"U+0066","LATIN SMALL LETTER F"
"h",204,"U+0068","LATIN SMALL LETTER H"
"ʉ́",189,"U+0289, U+0301","LATIN SMALL LETTER U BAR, COMBINING ACUTE ACCENT"
"F",156,"U+0046","LATIN CAPITAL LETTER F"
"O",145,"U+004F","LATIN CAPITAL LETTER O"
"H",119,"U+0048","LATIN CAPITAL LETTER H"
"!",111,"U+0021","EXCLAMATION MARK"
"¡",111,"U+00A1","INVERTED EXCLAMATION MARK"
"L",98,"U+004C","LATIN CAPITAL LETTER L"
"Ã",92,"U+00C3","LATIN CAPITAL LETTER A WITH TILDE"
"Z",50,"U+005A","LATIN CAPITAL LETTER Z"
"Ʉ̃",49,"U+0244, U+0303","LATIN CAPITAL LETTER U BAR, COMBINING TILDE"
"Õ",39,"U+00D5","LATIN CAPITAL LETTER O WITH TILDE"
";",27,"U+003B","SEMICOLON"
"Á",27,"U+00C1","LATIN CAPITAL LETTER A WITH ACUTE"
"x",25,"U+0078","LATIN SMALL LETTER X"
"(",11,"U+0028","LEFT PARENTHESIS"
")",11,"U+0029","RIGHT PARENTHESIS"
"k",9,"U+006B","LATIN SMALL LETTER K"
"U",5,"U+0055","LATIN CAPITAL LETTER U"
"Ũ",4,"U+0168","LATIN CAPITAL LETTER U WITH TILDE"
"6",3,"U+0036","DIGIT SIX"
"É",2,"U+00C9","LATIN CAPITAL LETTER E WITH ACUTE"
"Ẽ",1,"U+1EBC","LATIN CAPITAL LETTER E WITH TILDE"
"ʉ̃́",1,"U+0289, U+0303, U+0301","LATIN SMALL LETTER U BAR, COMBINING TILDE, COMBINING ACUTE ACCENT"
