"Grapheme","Frequency","Codepoint","UnicodeName"
"о",24474,"U+043E","CYRILLIC SMALL LETTER O"
"е",18593,"U+0435","CYRILLIC SMALL LETTER IE"
"а",16503,"U+0430","CYRILLIC SMALL LETTER A"
"и",14631,"U+0438","CYRILLIC SMALL LETTER I"
"т",13552,"U+0442","CYRILLIC SMALL LETTER TE"
"н",13330,"U+043D","CYRILLIC SMALL LETTER EN"
"р",11855,"U+0440","CYRILLIC SMALL LETTER ER"
"с",11815,"U+0441","CYRILLIC SMALL LETTER ES"
"в",10893,"U+0432","CYRILLIC SMALL LETTER VE"
"л",10543,"U+043B","CYRILLIC SMALL LETTER EL"
"к",9496,"U+043A","CYRILLIC SMALL LETTER KA"
"у",7747,"U+0443","CYRILLIC SMALL LETTER U"
"д",7672,"U+0434","CYRILLIC SMALL LETTER DE"
"п",6441,"U+043F","CYRILLIC SMALL LETTER PE"
"м",6235,"U+043C","CYRILLIC SMALL LETTER EM"
".",5309,"U+002E","FULL STOP"
"ь",5011,"U+044C","CYRILLIC SMALL LETTER SOFT SIGN"
"б",4801,"U+0431","CYRILLIC SMALL LETTER BE"
",",4641,"U+002C","COMMA"
"ы",4444,"U+044B","CYRILLIC SMALL LETTER YERU"
"я",4298,"U+044F","CYRILLIC SMALL LETTER YA"
"г",3652,"U+0433","CYRILLIC SMALL LETTER GHE"
"з",3506,"U+0437","CYRILLIC SMALL LETTER ZE"
"ч",3052,"U+0447","CYRILLIC SMALL LETTER CHE"
"й",3003,"U+0439","CYRILLIC SMALL LETTER SHORT I"
"ж",2567,"U+0436","CYRILLIC SMALL LETTER ZHE"
"х",2398,"U+0445","CYRILLIC SMALL LETTER HA"
"ш",2224,"U+0448","CYRILLIC SMALL LETTER SHA"
"1",2125,"U+0031","DIGIT ONE"
"ъ",1775,"U+044A","CYRILLIC SMALL LETTER HARD SIGN"
"0",1741,"U+0030","DIGIT ZERO"
"2",1690,"U+0032","DIGIT TWO"
"ю",1510,"U+044E","CYRILLIC SMALL LETTER YU"
"ц",1289,"U+0446","CYRILLIC SMALL LETTER TSE"
"С",1262,"U+0421","CYRILLIC CAPITAL LETTER ES"
"5",1172,"U+0035","DIGIT FIVE"
"?",1143,"U+003F","QUESTION MARK"
"4",1140,"U+0034","DIGIT FOUR"
"3",1133,"U+0033","DIGIT THREE"
"]",1054,"U+005D","RIGHT SQUARE BRACKET"
"[",1053,"U+005B","LEFT SQUARE BRACKET"
"6",989,"U+0036","DIGIT SIX"
"7",916,"U+0037","DIGIT SEVEN"
"8",909,"U+0038","DIGIT EIGHT"
"щ",817,"U+0449","CYRILLIC SMALL LETTER SHCHA"
"В",709,"U+0412","CYRILLIC CAPITAL LETTER VE"
"Н",695,"U+041D","CYRILLIC CAPITAL LETTER EN"
"П",670,"U+041F","CYRILLIC CAPITAL LETTER PE"
"9",664,"U+0039","DIGIT NINE"
"И",661,"U+0418","CYRILLIC CAPITAL LETTER I"
";",633,"U+003B","SEMICOLON"
"Т",591,"U+0422","CYRILLIC CAPITAL LETTER TE"
"ѣ",591,"U+0463","CYRILLIC SMALL LETTER YAT"
"ф",586,"U+0444","CYRILLIC SMALL LETTER EF"
"К",553,"U+041A","CYRILLIC CAPITAL LETTER KA"
"і",533,"U+0456","CYRILLIC SMALL LETTER BYELORUSSIAN-UKRAINIAN I"
"О",458,"U+041E","CYRILLIC CAPITAL LETTER O"
"—",401,"U+2014","EM DASH"
"!",382,"U+0021","EXCLAMATION MARK"
"Б",381,"U+0411","CYRILLIC CAPITAL LETTER BE"
":",352,"U+003A","COLON"
"М",292,"U+041C","CYRILLIC CAPITAL LETTER EM"
"Д",266,"U+0414","CYRILLIC CAPITAL LETTER DE"
"Ч",244,"U+0427","CYRILLIC CAPITAL LETTER CHE"
"Е",237,"U+0415","CYRILLIC CAPITAL LETTER IE"
