"Grapheme","Frequency","Codepoint","UnicodeName"
"о",1070,"U+043E","CYRILLIC SMALL LETTER O"
"е",869,"U+0435","CYRILLIC SMALL LETTER IE"
"и",857,"U+0438","CYRILLIC SMALL LETTER I"
"а",754,"U+0430","CYRILLIC SMALL LETTER A"
"н",658,"U+043D","CYRILLIC SMALL LETTER EN"
"т",581,"U+0442","CYRILLIC SMALL LETTER TE"
"в",566,"U+0432","CYRILLIC SMALL LETTER VE"
"с",523,"U+0441","CYRILLIC SMALL LETTER ES"
"р",443,"U+0440","CYRILLIC SMALL LETTER ER"
"л",368,"U+043B","CYRILLIC SMALL LETTER EL"
"д",320,"U+0434","CYRILLIC SMALL LETTER DE"
"п",263,"U+043F","CYRILLIC SMALL LETTER PE"
"м",259,"U+043C","CYRILLIC SMALL LETTER EM"
"к",222,"U+043A","CYRILLIC SMALL LETTER KA"
"я",213,"U+044F","CYRILLIC SMALL LETTER YA"
"б",206,"U+0431","CYRILLIC SMALL LETTER BE"
"у",206,"U+0443","CYRILLIC SMALL LETTER U"
"ы",182,"U+044B","CYRILLIC SMALL LETTER YERU"
"ь",180,"U+044C","CYRILLIC SMALL LETTER SOFT SIGN"
"г",152,"U+0433","CYRILLIC SMALL LETTER GHE"
"ч",148,"U+0447","CYRILLIC SMALL LETTER CHE"
"ж",138,"U+0436","CYRILLIC SMALL LETTER ZHE"
",",135,"U+002C","COMMA"
"й",126,"U+0439","CYRILLIC SMALL LETTER SHORT I"
"з",121,"U+0437","CYRILLIC SMALL LETTER ZE"
"х",90,"U+0445","CYRILLIC SMALL LETTER HA"
"ю",89,"U+044E","CYRILLIC SMALL LETTER YU"
"щ",70,"U+0449","CYRILLIC SMALL LETTER SHCHA"
".",62,"U+002E","FULL STOP"
"ц",60,"U+0446","CYRILLIC SMALL LETTER TSE"
"С",31,"U+0421","CYRILLIC CAPITAL LETTER ES"
"К",30,"U+041A","CYRILLIC CAPITAL LETTER KA"
"ш",28,"U+0448","CYRILLIC SMALL LETTER SHA"
"1",16,"U+0031","DIGIT ONE"
"Н",16,"U+041D","CYRILLIC CAPITAL LETTER EN"
"О",16,"U+041E","CYRILLIC CAPITAL LETTER O"
"2",14,"U+0032","DIGIT TWO"
"э",12,"U+044D","CYRILLIC SMALL LETTER E"
"ф",11,"U+0444","CYRILLIC SMALL LETTER EF"
";",10,"U+003B","SEMICOLON"
"-",9,"U+002D","HYPHEN-MINUS"
"ъ",8,"U+044A","CYRILLIC SMALL LETTER HARD SIGN"
"В",7,"U+0412","CYRILLIC CAPITAL LETTER VE"
"Д",6,"U+0414","CYRILLIC CAPITAL LETTER DE"
"А",5,"U+0410","CYRILLIC CAPITAL LETTER A"
"0",4,"U+0030","DIGIT ZERO"
"3",4,"U+0033","DIGIT THREE"
"4",4,"U+0034","DIGIT FOUR"
"7",4,"U+0037","DIGIT SEVEN"
"8",4,"U+0038","DIGIT EIGHT"
"9",4,"U+0039","DIGIT NINE"
"П",4,"U+041F","CYRILLIC CAPITAL LETTER PE"
"5",3,"U+0035","DIGIT FIVE"
"6",3,"U+0036","DIGIT SIX"
"I",3,"U+0049","LATIN CAPITAL LETTER I"
"М",3,"U+041C","CYRILLIC CAPITAL LETTER EM"
"Б",2,"U+0411","CYRILLIC CAPITAL LETTER BE"
"Г",2,"U+0413","CYRILLIC CAPITAL LETTER GHE"
"Р",2,"U+0420","CYRILLIC CAPITAL LETTER ER"
"У",2,"U+0423","CYRILLIC CAPITAL LETTER U"
"(",1,"U+0028","LEFT PARENTHESIS"
")",1,"U+0029","RIGHT PARENTHESIS"
"Е",1,"U+0415","CYRILLIC CAPITAL LETTER IE"
"Л",1,"U+041B","CYRILLIC CAPITAL LETTER EL"
"Т",1,"U+0422","CYRILLIC CAPITAL LETTER TE"
"Э",1,"U+042D","CYRILLIC CAPITAL LETTER E"
