"Grapheme","Frequency","Codepoint","UnicodeName"
"ა",500148,"U+10D0","GEORGIAN LETTER AN"
"ვ",317370,"U+10D5","GEORGIAN LETTER VIN"
"ჲ",284621,"U+10F2","GEORGIAN LETTER HIE"
"თ",276446,"U+10D7","GEORGIAN LETTER TAN"
"რ",233110,"U+10E0","GEORGIAN LETTER RAE"
"ნ",207063,"U+10DC","GEORGIAN LETTER NAR"
"ე",176802,"U+10D4","GEORGIAN LETTER EN"
"მ",158421,"U+10DB","GEORGIAN LETTER MAN"
"ჟ",147356,"U+10DF","GEORGIAN LETTER ZHAR"
"გ",145296,"U+10D2","GEORGIAN LETTER GAN"
"პ",135670,"U+10DE","GEORGIAN LETTER PAR"
"კ",122080,"U+10D9","GEORGIAN LETTER KAN"
".",120499,"U+002E","FULL STOP"
"ლ",113721,"U+10DA","GEORGIAN LETTER LAS"
"ო",100372,"U+10DD","GEORGIAN LETTER ON"
"ს",90712,"U+10E1","GEORGIAN LETTER SAN"
"დ",83465,"U+10D3","GEORGIAN LETTER DON"
"ი",75684,"U+10D8","GEORGIAN LETTER IN"
"ჱ",65675,"U+10F1","GEORGIAN LETTER HE"
"ბ",65201,"U+10D1","GEORGIAN LETTER BAN"
",",62090,"U+002C","COMMA"
"წ",48245,"U+10EC","GEORGIAN LETTER CIL"
"ქ",45092,"U+10E5","GEORGIAN LETTER KHAR"
"ყ",43074,"U+10E7","GEORGIAN LETTER QAR"
"ფ",41250,"U+10E4","GEORGIAN LETTER PHAR"
"უ",31247,"U+10E3","GEORGIAN LETTER UN"
"ზ",29253,"U+10D6","GEORGIAN LETTER ZEN"
"?",26581,"U+003F","QUESTION MARK"
"ღ",24942,"U+10E6","GEORGIAN LETTER GHAN"
"ჳ",22339,"U+10F3","GEORGIAN LETTER WE"
"£",14741,"U+00A3","POUND SIGN"
"!",12894,"U+0021","EXCLAMATION MARK"
"ტ",10165,"U+10E2","GEORGIAN LETTER TAR"
"-",9919,"U+002D","HYPHEN-MINUS"
"შ",7950,"U+10E8","GEORGIAN LETTER SHIN"
"ც",7532,"U+10EA","GEORGIAN LETTER CAN"
"ხ",7529,"U+10EE","GEORGIAN LETTER XAN"
"ძ",5409,"U+10EB","GEORGIAN LETTER JIL"
"ჩ",5164,"U+10E9","GEORGIAN LETTER CHIN"
"""",4194,"U+0022","QUOTATION MARK"
"",3945,"U+008D","<control-008D>"
":",3014,"U+003A","COLON"
"ჰ",2687,"U+10F0","GEORGIAN LETTER HAE"
"0",2162,"U+0030","DIGIT ZERO"
"¼",2010,"U+00BC","VULGAR FRACTION ONE QUARTER"
"Œ",1504,"U+0152","LATIN CAPITAL LIGATURE OE"
"1",1306,"U+0031","DIGIT ONE"
"ჴ",1111,"U+10F4","GEORGIAN LETTER HAR"
"ჯ",977,"U+10EF","GEORGIAN LETTER JHAN"
"",931,"U+008E","<control-008E>"
"2",864,"U+0032","DIGIT TWO"
"ჭ",720,"U+10ED","GEORGIAN LETTER CHAR"
"",710,"U+0081","<control-0081>"
"÷",698,"U+00F7","DIVISION SIGN"
"5",690,"U+0035","DIGIT FIVE"
"I",690,"U+0049","LATIN CAPITAL LETTER I"
"Š",679,"U+0160","LATIN CAPITAL LETTER S WITH CARON"
"",667,"U+008F","<control-008F>"
"3",545,"U+0033","DIGIT THREE"
";",507,"U+003B","SEMICOLON"
"4",498,"U+0034","DIGIT FOUR"
"A",494,"U+0041","LATIN CAPITAL LETTER A"
"E",451,"U+0045","LATIN CAPITAL LETTER E"
"O",412,"U+004F","LATIN CAPITAL LETTER O"
"T",409,"U+0054","LATIN CAPITAL LETTER T"
"6",354,"U+0036","DIGIT SIX"
"8",349,"U+0038","DIGIT EIGHT"
"9",314,"U+0039","DIGIT NINE"
"7",287,"U+0037","DIGIT SEVEN"
"H",281,"U+0048","LATIN CAPITAL LETTER H"
"S",265,"U+0053","LATIN CAPITAL LETTER S"
"(",254,"U+0028","LEFT PARENTHESIS"
")",254,"U+0029","RIGHT PARENTHESIS"
"N",237,"U+004E","LATIN CAPITAL LETTER N"
"R",205,"U+0052","LATIN CAPITAL LETTER R"
"'",195,"U+0027","APOSTROPHE"
"C",178,"U+0043","LATIN CAPITAL LETTER C"
"",173,"U+0080","<control-0080>"
"M",169,"U+004D","LATIN CAPITAL LETTER M"
"L",167,"U+004C","LATIN CAPITAL LETTER L"
"U",166,"U+0055","LATIN CAPITAL LETTER U"
"B",160,"U+0042","LATIN CAPITAL LETTER B"
"D",125,"U+0044","LATIN CAPITAL LETTER D"
"P",115,"U+0050","LATIN CAPITAL LETTER P"
"K",111,"U+004B","LATIN CAPITAL LETTER K"
"",110,"U+009D","<control-009D>"
"Y",104,"U+0059","LATIN CAPITAL LETTER Y"
"¨",102,"U+00A8","DIAERESIS"
"*",101,"U+002A","ASTERISK"
"G",92,"U+0047","LATIN CAPITAL LETTER G"
"o",92,"U+006F","LATIN SMALL LETTER O"
"",86,"U+0090","<control-0090>"
"%",78,"U+0025","PERCENT SIGN"
"½",78,"U+00BD","VULGAR FRACTION ONE HALF"
"$",69,"U+0024","DOLLAR SIGN"
"`",66,"U+0060","GRAVE ACCENT"
"e",60,"U+0065","LATIN SMALL LETTER E"
"V",60,"U+0056","LATIN CAPITAL LETTER V"
"F",58,"U+0046","LATIN CAPITAL LETTER F"
"/",56,"U+002F","SOLIDUS"
"ƒ",51,"U+0192","LATIN SMALL LETTER F WITH HOOK"
"d",50,"U+0064","LATIN SMALL LETTER D"
"ჵ",50,"U+10F5","GEORGIAN LETTER HOE"
"è",48,"U+00E8","LATIN SMALL LETTER E WITH GRAVE"
"–",45,"U+2013","EN DASH"
"î",42,"U+00EE","LATIN SMALL LETTER I WITH CIRCUMFLEX"
"l",42,"U+006C","LATIN SMALL LETTER L"
"W",41,"U+0057","LATIN CAPITAL LETTER W"
"r",39,"U+0072","LATIN SMALL LETTER R"
"J",36,"U+004A","LATIN CAPITAL LETTER J"
"ò",34,"U+00F2","LATIN SMALL LETTER O WITH GRAVE"
"t",33,"U+0074","LATIN SMALL LETTER T"
"X",33,"U+0058","LATIN CAPITAL LETTER X"
"a",30,"U+0061","LATIN SMALL LETTER A"
"ð",29,"U+00F0","LATIN SMALL LETTER ETH"
"h",29,"U+0068","LATIN SMALL LETTER H"
"í",25,"U+00ED","LATIN SMALL LETTER I WITH ACUTE"
"{",24,"U+007B","LEFT CURLY BRACKET"
"Z",22,"U+005A","LATIN CAPITAL LETTER Z"
"ñ",17,"U+00F1","LATIN SMALL LETTER N WITH TILDE"
"u",17,"U+0075","LATIN SMALL LETTER U"
"=",16,"U+003D","EQUALS SIGN"
"n",16,"U+006E","LATIN SMALL LETTER N"
"—",15,"U+2014","EM DASH"
"ó",15,"U+00F3","LATIN SMALL LETTER O WITH ACUTE"
"ê",13,"U+00EA","LATIN SMALL LETTER E WITH CIRCUMFLEX"
"y",13,"U+0079","LATIN SMALL LETTER Y"
"i",11,"U+0069","LATIN SMALL LETTER I"
"|",10,"U+007C","VERTICAL LINE"
"ë",10,"U+00EB","LATIN SMALL LETTER E WITH DIAERESIS"
"s",10,"U+0073","LATIN SMALL LETTER S"
"_",9,"U+005F","LOW LINE"
"c",9,"U+0063","LATIN SMALL LETTER C"
"ì",9,"U+00EC","LATIN SMALL LETTER I WITH GRAVE"
"ï",9,"U+00EF","LATIN SMALL LETTER I WITH DIAERESIS"
"m",8,"U+006D","LATIN SMALL LETTER M"
"ÿ",8,"U+00FF","LATIN SMALL LETTER Y WITH DIAERESIS"
"¹",7,"U+00B9","SUPERSCRIPT ONE"
"k",7,"U+006B","LATIN SMALL LETTER K"
"b",6,"U+0062","LATIN SMALL LETTER B"
"p",6,"U+0070","LATIN SMALL LETTER P"
"²",5,"U+00B2","SUPERSCRIPT TWO"
"ç",5,"U+00E7","LATIN SMALL LETTER C WITH CEDILLA"
"é",5,"U+00E9","LATIN SMALL LETTER E WITH ACUTE"
"ö",5,"U+00F6","LATIN SMALL LETTER O WITH DIAERESIS"
"õ",5,"U+00F5","LATIN SMALL LETTER O WITH TILDE"
"[",4,"U+005B","LEFT SQUARE BRACKET"
"]",4,"U+005D","RIGHT SQUARE BRACKET"
"©",4,"U+00A9","COPYRIGHT SIGN"
"~",4,"U+007E","TILDE"
"g",4,"U+0067","LATIN SMALL LETTER G"
"Q",4,"U+0051","LATIN CAPITAL LETTER Q"
"#",3,"U+0023","NUMBER SIGN"
"@",2,"U+0040","COMMERCIAL AT"
"®",2,"U+00AE","REGISTERED SIGN"
"+",2,"U+002B","PLUS SIGN"
"ø",2,"U+00F8","LATIN SMALL LETTER O WITH STROKE"
"š",2,"U+0161","LATIN SMALL LETTER S WITH CARON"
"ú",2,"U+00FA","LATIN SMALL LETTER U WITH ACUTE"
"ù",2,"U+00F9","LATIN SMALL LETTER U WITH GRAVE"
"ü",2,"U+00FC","LATIN SMALL LETTER U WITH DIAERESIS"
"v",2,"U+0076","LATIN SMALL LETTER V"
"x",2,"U+0078","LATIN SMALL LETTER X"
