"Grapheme","Frequency","Codepoint","UnicodeName"
"a",16724,"U+0061","LATIN SMALL LETTER A"
"e",10869,"U+0065","LATIN SMALL LETTER E"
"m",10133,"U+006D","LATIN SMALL LETTER M"
"t",7802,"U+0074","LATIN SMALL LETTER T"
"r",6770,"U+0072","LATIN SMALL LETTER R"
"h",6760,"U+0068","LATIN SMALL LETTER H"
"p",6093,"U+0070","LATIN SMALL LETTER P"
"j",5786,"U+006A","LATIN SMALL LETTER J"
"n",5746,"U+006E","LATIN SMALL LETTER N"
"c",5583,"U+0063","LATIN SMALL LETTER C"
"i",5349,"U+0069","LATIN SMALL LETTER I"
"ã",4092,"U+00E3","LATIN SMALL LETTER A WITH TILDE"
"ê",3833,"U+00EA","LATIN SMALL LETTER E WITH CIRCUMFLEX"
"u",3738,"U+0075","LATIN SMALL LETTER U"
"k",3528,"U+006B","LATIN SMALL LETTER K"
"o",3268,"U+006F","LATIN SMALL LETTER O"
",",2539,"U+002C","COMMA"
"w",2121,"U+0077","LATIN SMALL LETTER W"
"x",1880,"U+0078","LATIN SMALL LETTER X"
".",1857,"U+002E","FULL STOP"
"à",1772,"U+00E0","LATIN SMALL LETTER A WITH GRAVE"
"õ",1479,"U+00F5","LATIN SMALL LETTER O WITH TILDE"
"ỳ",1279,"U+1EF3","LATIN SMALL LETTER Y WITH GRAVE"
"ô",1097,"U+00F4","LATIN SMALL LETTER O WITH CIRCUMFLEX"
"M",991,"U+004D","LATIN CAPITAL LETTER M"
"P",905,"U+0050","LATIN CAPITAL LETTER P"
"ẽ",720,"U+1EBD","LATIN SMALL LETTER E WITH TILDE"
"—",711,"U+2014","EM DASH"
"N",686,"U+004E","LATIN CAPITAL LETTER N"
"ũ",636,"U+0169","LATIN SMALL LETTER U WITH TILDE"
"y",562,"U+0079","LATIN SMALL LETTER Y"
"ĩ",540,"U+0129","LATIN SMALL LETTER I WITH TILDE"
"ỹ",455,"U+1EF9","LATIN SMALL LETTER Y WITH TILDE"
":",364,"U+003A","COLON"
"J",328,"U+004A","LATIN CAPITAL LETTER J"
"q",315,"U+0071","LATIN SMALL LETTER Q"
"I",303,"U+0049","LATIN CAPITAL LETTER I"
"A",300,"U+0041","LATIN CAPITAL LETTER A"
"C",281,"U+0043","LATIN CAPITAL LETTER C"
"g",258,"U+0067","LATIN SMALL LETTER G"
"1",157,"U+0031","DIGIT ONE"
"X",148,"U+0058","LATIN CAPITAL LETTER X"
"?",147,"U+003F","QUESTION MARK"
"E",134,"U+0045","LATIN CAPITAL LETTER E"
"H",127,"U+0048","LATIN CAPITAL LETTER H"
"-",100,"U+002D","HYPHEN-MINUS"
"R",97,"U+0052","LATIN CAPITAL LETTER R"
"2",86,"U+0032","DIGIT TWO"
"K",80,"U+004B","LATIN CAPITAL LETTER K"
"W",79,"U+0057","LATIN CAPITAL LETTER W"
"T",71,"U+0054","LATIN CAPITAL LETTER T"
"Q",62,"U+0051","LATIN CAPITAL LETTER Q"
"3",57,"U+0033","DIGIT THREE"
"4",43,"U+0034","DIGIT FOUR"
"!",41,"U+0021","EXCLAMATION MARK"
"“",34,"U+201C","LEFT DOUBLE QUOTATION MARK"
"”",34,"U+201D","RIGHT DOUBLE QUOTATION MARK"
"6",29,"U+0036","DIGIT SIX"
"5",27,"U+0035","DIGIT FIVE"
"G",25,"U+0047","LATIN CAPITAL LETTER G"
"7",24,"U+0037","DIGIT SEVEN"
"Ỹ",21,"U+1EF8","LATIN CAPITAL LETTER Y WITH TILDE"
"8",20,"U+0038","DIGIT EIGHT"
"0",15,"U+0030","DIGIT ZERO"
";",13,"U+003B","SEMICOLON"
"9",13,"U+0039","DIGIT NINE"
"O",11,"U+004F","LATIN CAPITAL LETTER O"
"À",8,"U+00C0","LATIN CAPITAL LETTER A WITH GRAVE"
"Ô",3,"U+00D4","LATIN CAPITAL LETTER O WITH CIRCUMFLEX"
"Õ",3,"U+00D5","LATIN CAPITAL LETTER O WITH TILDE"
"U",3,"U+0055","LATIN CAPITAL LETTER U"
"‘",2,"U+2018","LEFT SINGLE QUOTATION MARK"
"’",2,"U+2019","RIGHT SINGLE QUOTATION MARK"
"Ê",2,"U+00CA","LATIN CAPITAL LETTER E WITH CIRCUMFLEX"
"Ẽ",2,"U+1EBC","LATIN CAPITAL LETTER E WITH TILDE"
"(",1,"U+0028","LEFT PARENTHESIS"
")",1,"U+0029","RIGHT PARENTHESIS"
"Y",1,"U+0059","LATIN CAPITAL LETTER Y"
"Ỳ",1,"U+1EF2","LATIN CAPITAL LETTER Y WITH GRAVE"
