"Grapheme","Frequency","Codepoint","UnicodeName"
"a",127,"U+0061","LATIN SMALL LETTER A"
"i",92,"U+0069","LATIN SMALL LETTER I"
"e",71,"U+0065","LATIN SMALL LETTER E"
"m",59,"U+006D","LATIN SMALL LETTER M"
"u",59,"U+0075","LATIN SMALL LETTER U"
"n",46,"U+006E","LATIN SMALL LETTER N"
"s",43,"U+0073","LATIN SMALL LETTER S"
"l",41,"U+006C","LATIN SMALL LETTER L"
"r",41,"U+0072","LATIN SMALL LETTER R"
"h",34,"U+0068","LATIN SMALL LETTER H"
"y",33,"U+0079","LATIN SMALL LETTER Y"
"o",32,"U+006F","LATIN SMALL LETTER O"
"d",26,"U+0064","LATIN SMALL LETTER D"
"k",24,"U+006B","LATIN SMALL LETTER K"
"c",19,"U+0063","LATIN SMALL LETTER C"
"á",18,"U+00E1","LATIN SMALL LETTER A WITH ACUTE"
"g",15,"U+0067","LATIN SMALL LETTER G"
"t",15,"U+0074","LATIN SMALL LETTER T"
"é",13,"U+00E9","LATIN SMALL LETTER E WITH ACUTE"
"ú",13,"U+00FA","LATIN SMALL LETTER U WITH ACUTE"
"b",12,"U+0062","LATIN SMALL LETTER B"
"ʰ",12,"U+02B0","MODIFIER LETTER SMALL H"
"ó",11,"U+00F3","LATIN SMALL LETTER O WITH ACUTE"
"ɣ",10,"U+0263","LATIN SMALL LETTER GAMMA"
"p",10,"U+0070","LATIN SMALL LETTER P"
"c̆",9,"U+0063, U+0306","LATIN SMALL LETTER C, COMBINING BREVE"
"ȷ̆",9,"U+0237, U+0306","LATIN SMALL LETTER DOTLESS J, COMBINING BREVE"
"í",8,"U+00ED","LATIN SMALL LETTER I WITH ACUTE"
"q",4,"U+0071","LATIN SMALL LETTER Q"
"ṣ̆",4,"U+0073, U+0323, U+0306","LATIN SMALL LETTER S, COMBINING DOT BELOW, COMBINING BREVE"
"M",3,"U+004D","LATIN CAPITAL LETTER M"
"ŋ",2,"U+014B","LATIN SMALL LETTER ENG"
"S",2,"U+0053","LATIN CAPITAL LETTER S"
"s̆",2,"U+0073, U+0306","LATIN SMALL LETTER S, COMBINING BREVE"
"c̣̆",1,"U+0063, U+0306, U+0323","LATIN SMALL LETTER C, COMBINING BREVE, COMBINING DOT BELOW"
"ǝ",1,"U+01DD","LATIN SMALL LETTER TURNED E"
"f",1,"U+0066","LATIN SMALL LETTER F"
"I",1,"U+0049","LATIN CAPITAL LETTER I"
"j",1,"U+006A","LATIN SMALL LETTER J"
"w",1,"U+0077","LATIN SMALL LETTER W"
