"Grapheme","Frequency","Codepoint","UnicodeName"
"n",1578,"U+006E","LATIN SMALL LETTER N"
"h",1271,"U+0068","LATIN SMALL LETTER H"
"i",961,"U+0069","LATIN SMALL LETTER I"
"t",880,"U+0074","LATIN SMALL LETTER T"
"c",838,"U+0063","LATIN SMALL LETTER C"
"g",730,"U+0067","LATIN SMALL LETTER G"
".",620,"U+002E","FULL STOP"
"a",567,"U+0061","LATIN SMALL LETTER A"
"đ",388,"U+0111","LATIN SMALL LETTER D WITH STROKE"
"m",383,"U+006D","LATIN SMALL LETTER M"
"ô",347,"U+00F4","LATIN SMALL LETTER O WITH CIRCUMFLEX"
"à",321,"U+00E0","LATIN SMALL LETTER A WITH GRAVE"
"u",317,"U+0075","LATIN SMALL LETTER U"
"o",291,"U+006F","LATIN SMALL LETTER O"
"y",282,"U+0079","LATIN SMALL LETTER Y"
"l",270,"U+006C","LATIN SMALL LETTER L"
"r",244,"U+0072","LATIN SMALL LETTER R"
"ó",232,"U+00F3","LATIN SMALL LETTER O WITH ACUTE"
"v",206,"U+0076","LATIN SMALL LETTER V"
"b",200,"U+0062","LATIN SMALL LETTER B"
"ư",197,"U+01B0","LATIN SMALL LETTER U WITH HORN"
"k",190,"U+006B","LATIN SMALL LETTER K"
"s",187,"U+0073","LATIN SMALL LETTER S"
"á",169,"U+00E1","LATIN SMALL LETTER A WITH ACUTE"
"C",133,"U+0043","LATIN CAPITAL LETTER C"
"ế",130,"U+1EBF","LATIN SMALL LETTER E WITH CIRCUMFLEX AND ACUTE"
"ấ",128,"U+1EA5","LATIN SMALL LETTER A WITH CIRCUMFLEX AND ACUTE"
"p",124,"U+0070","LATIN SMALL LETTER P"
"ú",120,"U+00FA","LATIN SMALL LETTER U WITH ACUTE"
"ố",116,"U+1ED1","LATIN SMALL LETTER O WITH CIRCUMFLEX AND ACUTE"
"?",110,"U+003F","QUESTION MARK"
"ớ",107,"U+1EDB","LATIN SMALL LETTER O WITH HORN AND ACUTE"
"ì",105,"U+00EC","LATIN SMALL LETTER I WITH GRAVE"
"T",104,"U+0054","LATIN CAPITAL LETTER T"
"ờ",100,"U+1EDD","LATIN SMALL LETTER O WITH HORN AND GRAVE"
"ả",98,"U+1EA3","LATIN SMALL LETTER A WITH HOOK ABOVE"
"ệ",96,"U+1EC7","LATIN SMALL LETTER E WITH CIRCUMFLEX AND DOT BELOW"
"ộ",94,"U+1ED9","LATIN SMALL LETTER O WITH CIRCUMFLEX AND DOT BELOW"
"ể",93,"U+1EC3","LATIN SMALL LETTER E WITH CIRCUMFLEX AND HOOK ABOVE"
"e",92,"U+0065","LATIN SMALL LETTER E"
"ậ",90,"U+1EAD","LATIN SMALL LETTER A WITH CIRCUMFLEX AND DOT BELOW"
"ạ",88,"U+1EA1","LATIN SMALL LETTER A WITH DOT BELOW"
"ã",81,"U+00E3","LATIN SMALL LETTER A WITH TILDE"
"ê",70,"U+00EA","LATIN SMALL LETTER E WITH CIRCUMFLEX"
"ầ",67,"U+1EA7","LATIN SMALL LETTER A WITH CIRCUMFLEX AND GRAVE"
"Đ",57,"U+0110","LATIN CAPITAL LETTER D WITH STROKE"
"â",56,"U+00E2","LATIN SMALL LETTER A WITH CIRCUMFLEX"
"ẽ",55,"U+1EBD","LATIN SMALL LETTER E WITH TILDE"
"d",51,"U+0064","LATIN SMALL LETTER D"
"ợ",49,"U+1EE3","LATIN SMALL LETTER O WITH HORN AND DOT BELOW"
"ủ",49,"U+1EE7","LATIN SMALL LETTER U WITH HOOK ABOVE"
"q",47,"U+0071","LATIN SMALL LETTER Q"
"N",43,"U+004E","LATIN CAPITAL LETTER N"
"ơ",43,"U+01A1","LATIN SMALL LETTER O WITH HORN"
"ắ",42,"U+1EAF","LATIN SMALL LETTER A WITH BREVE AND ACUTE"
"ị",42,"U+1ECB","LATIN SMALL LETTER I WITH DOT BELOW"
"ọ",42,"U+1ECD","LATIN SMALL LETTER O WITH DOT BELOW"
"L",41,"U+004C","LATIN CAPITAL LETTER L"
"S",41,"U+0053","LATIN CAPITAL LETTER S"
"ứ",41,"U+1EE9","LATIN SMALL LETTER U WITH HORN AND ACUTE"
"B",39,"U+0042","LATIN CAPITAL LETTER B"
"ề",39,"U+1EC1","LATIN SMALL LETTER E WITH CIRCUMFLEX AND GRAVE"
"ồ",39,"U+1ED3","LATIN SMALL LETTER O WITH CIRCUMFLEX AND GRAVE"
"x",39,"U+0078","LATIN SMALL LETTER X"
"í",30,"U+00ED","LATIN SMALL LETTER I WITH ACUTE"
"H",29,"U+0048","LATIN CAPITAL LETTER H"
"ở",29,"U+1EDF","LATIN SMALL LETTER O WITH HORN AND HOOK ABOVE"
"M",28,"U+004D","LATIN CAPITAL LETTER M"
"F",27,"U+0046","LATIN CAPITAL LETTER F"
"ặ",26,"U+1EB7","LATIN SMALL LETTER A WITH BREVE AND DOT BELOW"
"ĩ",25,"U+0129","LATIN SMALL LETTER I WITH TILDE"
"ổ",24,"U+1ED5","LATIN SMALL LETTER O WITH CIRCUMFLEX AND HOOK ABOVE"
"V",24,"U+0056","LATIN CAPITAL LETTER V"
"A",23,"U+0041","LATIN CAPITAL LETTER A"
"D",23,"U+0044","LATIN CAPITAL LETTER D"
"ữ",23,"U+1EEF","LATIN SMALL LETTER U WITH HORN AND TILDE"
"ự",23,"U+1EF1","LATIN SMALL LETTER U WITH HORN AND DOT BELOW"
"ằ",22,"U+1EB1","LATIN SMALL LETTER A WITH BREVE AND GRAVE"
"G",22,"U+0047","LATIN CAPITAL LETTER G"
"ũ",22,"U+0169","LATIN SMALL LETTER U WITH TILDE"
"-",21,"U+002D","HYPHEN-MINUS"
"ò",21,"U+00F2","LATIN SMALL LETTER O WITH GRAVE"
"K",20,"U+004B","LATIN CAPITAL LETTER K"
"ỏ",19,"U+1ECF","LATIN SMALL LETTER O WITH HOOK ABOVE"
"P",19,"U+0050","LATIN CAPITAL LETTER P"
"ừ",19,"U+1EEB","LATIN SMALL LETTER U WITH HORN AND GRAVE"
"!",18,"U+0021","EXCLAMATION MARK"
"0",17,"U+0030","DIGIT ZERO"
"é",17,"U+00E9","LATIN SMALL LETTER E WITH ACUTE"
"ỉ",17,"U+1EC9","LATIN SMALL LETTER I WITH HOOK ABOVE"
"2",16,"U+0032","DIGIT TWO"
"ỗ",16,"U+1ED7","LATIN SMALL LETTER O WITH CIRCUMFLEX AND TILDE"
"ă",15,"U+0103","LATIN SMALL LETTER A WITH BREVE"
"ù",14,"U+00F9","LATIN SMALL LETTER U WITH GRAVE"
"ẫ",13,"U+1EAB","LATIN SMALL LETTER A WITH CIRCUMFLEX AND TILDE"
"{",12,"U+007B","LEFT CURLY BRACKET"
"7",12,"U+0037","DIGIT SEVEN"
"ẹ",12,"U+1EB9","LATIN SMALL LETTER E WITH DOT BELOW"
"w",12,"U+0077","LATIN SMALL LETTER W"
"8",11,"U+0038","DIGIT EIGHT"
"ẻ",11,"U+1EBB","LATIN SMALL LETTER E WITH HOOK ABOVE"
"ụ",11,"U+1EE5","LATIN SMALL LETTER U WITH DOT BELOW"
"}",9,"U+007D","RIGHT CURLY BRACKET"
"\",9,"U+005C","REVERSE SOLIDUS"
"3",9,"U+0033","DIGIT THREE"
"I",9,"U+0049","LATIN CAPITAL LETTER I"
"Ô",8,"U+00D4","LATIN CAPITAL LETTER O WITH CIRCUMFLEX"
"ử",8,"U+1EED","LATIN SMALL LETTER U WITH HORN AND HOOK ABOVE"
"ý",8,"U+00FD","LATIN SMALL LETTER Y WITH ACUTE"
"1",7,"U+0031","DIGIT ONE"
"ễ",5,"U+1EC5","LATIN SMALL LETTER E WITH CIRCUMFLEX AND TILDE"
"J",5,"U+004A","LATIN CAPITAL LETTER J"
"4",4,"U+0034","DIGIT FOUR"
"5",4,"U+0035","DIGIT FIVE"
"ị",4,"U+0069, U+0323","LATIN SMALL LETTER I, COMBINING DOT BELOW"
"ỡ",4,"U+1EE1","LATIN SMALL LETTER O WITH HORN AND TILDE"
"ở",4,"U+01A1, U+0309","LATIN SMALL LETTER O WITH HORN, COMBINING HOOK ABOVE"
"R",4,"U+0052","LATIN CAPITAL LETTER R"
"Z",4,"U+005A","LATIN CAPITAL LETTER Z"
"Q",3,"U+0051","LATIN CAPITAL LETTER Q"
"X",3,"U+0058","LATIN CAPITAL LETTER X"
"9",2,"U+0039","DIGIT NINE"
"ẵ",2,"U+1EB5","LATIN SMALL LETTER A WITH BREVE AND TILDE"
"ẩ",2,"U+1EA9","LATIN SMALL LETTER A WITH CIRCUMFLEX AND HOOK ABOVE"
"E",2,"U+0045","LATIN CAPITAL LETTER E"
"õ",2,"U+00F5","LATIN SMALL LETTER O WITH TILDE"
"z",2,"U+007A","LATIN SMALL LETTER Z"
":",1,"U+003A","COLON"
"/",1,"U+002F","SOLIDUS"
"6",1,"U+0036","DIGIT SIX"
"ẳ",1,"U+1EB3","LATIN SMALL LETTER A WITH BREVE AND HOOK ABOVE"
"Ừ",1,"U+1EEA","LATIN CAPITAL LETTER U WITH HORN AND GRAVE"
"Y",1,"U+0059","LATIN CAPITAL LETTER Y"
"ỳ",1,"U+1EF3","LATIN SMALL LETTER Y WITH GRAVE"
