"Grapheme","Frequency","Codepoint","UnicodeName"
"ა",1556,"U+10D0","GEORGIAN LETTER AN"
"ი",1165,"U+10D8","GEORGIAN LETTER IN"
"ე",899,"U+10D4","GEORGIAN LETTER EN"
"ს",797,"U+10E1","GEORGIAN LETTER SAN"
"ლ",551,"U+10DA","GEORGIAN LETTER LAS"
"ო",510,"U+10DD","GEORGIAN LETTER ON"
"რ",501,"U+10E0","GEORGIAN LETTER RAE"
"ბ",463,"U+10D1","GEORGIAN LETTER BAN"
"დ",445,"U+10D3","GEORGIAN LETTER DON"
"მ",420,"U+10DB","GEORGIAN LETTER MAN"
"ნ",416,"U+10DC","GEORGIAN LETTER NAR"
"ვ",394,"U+10D5","GEORGIAN LETTER VIN"
"უ",390,"U+10E3","GEORGIAN LETTER UN"
"თ",307,"U+10D7","GEORGIAN LETTER TAN"
"ფ",157,"U+10E4","GEORGIAN LETTER PHAR"
"გ",156,"U+10D2","GEORGIAN LETTER GAN"
"შ",141,"U+10E8","GEORGIAN LETTER SHIN"
"ხ",134,"U+10EE","GEORGIAN LETTER XAN"
"ც",133,"U+10EA","GEORGIAN LETTER CAN"
"ყ",122,"U+10E7","GEORGIAN LETTER QAR"
",",114,"U+002C","COMMA"
"ქ",93,"U+10E5","GEORGIAN LETTER KHAR"
".",92,"U+002E","FULL STOP"
"წ",79,"U+10EC","GEORGIAN LETTER CIL"
"კ",70,"U+10D9","GEORGIAN LETTER KAN"
"ტ",59,"U+10E2","GEORGIAN LETTER TAR"
"ზ",44,"U+10D6","GEORGIAN LETTER ZEN"
"ძ",42,"U+10EB","GEORGIAN LETTER JIL"
"პ",40,"U+10DE","GEORGIAN LETTER PAR"
"ღ",39,"U+10E6","GEORGIAN LETTER GHAN"
"ჩ",31,"U+10E9","GEORGIAN LETTER CHIN"
"ჯ",18,"U+10EF","GEORGIAN LETTER JHAN"
"1",13,"U+0031","DIGIT ONE"
"2",13,"U+0032","DIGIT TWO"
";",9,"U+003B","SEMICOLON"
"ჭ",9,"U+10ED","GEORGIAN LETTER CHAR"
"-",6,"U+002D","HYPHEN-MINUS"
"3",4,"U+0033","DIGIT THREE"
"0",3,"U+0030","DIGIT ZERO"
"4",3,"U+0034","DIGIT FOUR"
"5",3,"U+0035","DIGIT FIVE"
"6",3,"U+0036","DIGIT SIX"
"7",3,"U+0037","DIGIT SEVEN"
"8",3,"U+0038","DIGIT EIGHT"
"9",3,"U+0039","DIGIT NINE"
"ჰ",2,"U+10F0","GEORGIAN LETTER HAE"
