"Grapheme","Frequency","Codepoint","UnicodeName"
"i",716,"U+0069","LATIN SMALL LETTER I"
"a",650,"U+0061","LATIN SMALL LETTER A"
"n",551,"U+006E","LATIN SMALL LETTER N"
"o",510,"U+006F","LATIN SMALL LETTER O"
"u",444,"U+0075","LATIN SMALL LETTER U"
"t",366,"U+0074","LATIN SMALL LETTER T"
"k",291,"U+006B","LATIN SMALL LETTER K"
"j",255,"U+006A","LATIN SMALL LETTER J"
"d",251,"U+0064","LATIN SMALL LETTER D"
"e",189,"U+0065","LATIN SMALL LETTER E"
"r",177,"U+0072","LATIN SMALL LETTER R"
"h",158,"U+0068","LATIN SMALL LETTER H"
"m",141,"U+006D","LATIN SMALL LETTER M"
"'",140,"U+0027","APOSTROPHE"
",",115,"U+002C","COMMA"
"g",100,"U+0067","LATIN SMALL LETTER G"
"y",95,"U+0079","LATIN SMALL LETTER Y"
"f",76,"U+0066","LATIN SMALL LETTER F"
"z",72,"U+007A","LATIN SMALL LETTER Z"
"c",70,"U+0063","LATIN SMALL LETTER C"
"p",61,"U+0070","LATIN SMALL LETTER P"
".",58,"U+002E","FULL STOP"
"ñ",56,"U+00F1","LATIN SMALL LETTER N WITH TILDE"
"x",51,"U+0078","LATIN SMALL LETTER X"
"b",49,"U+0062","LATIN SMALL LETTER B"
"s",42,"U+0073","LATIN SMALL LETTER S"
"u̱",39,"U+0075, U+0331","LATIN SMALL LETTER U, COMBINING MACRON BELOW"
"G",37,"U+0047","LATIN CAPITAL LETTER G"
"e̱",32,"U+0065, U+0331","LATIN SMALL LETTER E, COMBINING MACRON BELOW"
"ö",32,"U+00F6","LATIN SMALL LETTER O WITH DIAERESIS"
"(",30,"U+0028","LEFT PARENTHESIS"
")",30,"U+0029","RIGHT PARENTHESIS"
"N",24,"U+004E","LATIN CAPITAL LETTER N"
"o̱",18,"U+006F, U+0331","LATIN SMALL LETTER O, COMBINING MACRON BELOW"
"ä",17,"U+00E4","LATIN SMALL LETTER A WITH DIAERESIS"
";",15,"U+003B","SEMICOLON"
"K",15,"U+004B","LATIN CAPITAL LETTER K"
"1",13,"U+0031","DIGIT ONE"
"2",13,"U+0032","DIGIT TWO"
"I",12,"U+0049","LATIN CAPITAL LETTER I"
"J",10,"U+004A","LATIN CAPITAL LETTER J"
"Ñ",10,"U+00D1","LATIN CAPITAL LETTER N WITH TILDE"
"R",10,"U+0052","LATIN CAPITAL LETTER R"
"A",9,"U+0041","LATIN CAPITAL LETTER A"
"O",9,"U+004F","LATIN CAPITAL LETTER O"
"M",8,"U+004D","LATIN CAPITAL LETTER M"
"U",8,"U+0055","LATIN CAPITAL LETTER U"
"ú",8,"U+00FA","LATIN SMALL LETTER U WITH ACUTE"
"ü",6,"U+00FC","LATIN SMALL LETTER U WITH DIAERESIS"
"X",6,"U+0058","LATIN CAPITAL LETTER X"
"á",5,"U+00E1","LATIN SMALL LETTER A WITH ACUTE"
"l",5,"U+006C","LATIN SMALL LETTER L"
"3",4,"U+0033","DIGIT THREE"
"B",4,"U+0042","LATIN CAPITAL LETTER B"
"T",4,"U+0054","LATIN CAPITAL LETTER T"
"0",3,"U+0030","DIGIT ZERO"
"4",3,"U+0034","DIGIT FOUR"
"5",3,"U+0035","DIGIT FIVE"
"6",3,"U+0036","DIGIT SIX"
"7",3,"U+0037","DIGIT SEVEN"
"8",3,"U+0038","DIGIT EIGHT"
"9",3,"U+0039","DIGIT NINE"
"H",3,"U+0048","LATIN CAPITAL LETTER H"
"Y",3,"U+0059","LATIN CAPITAL LETTER Y"
"C",2,"U+0043","LATIN CAPITAL LETTER C"
"é",2,"U+00E9","LATIN SMALL LETTER E WITH ACUTE"
"í",2,"U+00ED","LATIN SMALL LETTER I WITH ACUTE"
"O̱",2,"U+004F, U+0331","LATIN CAPITAL LETTER O, COMBINING MACRON BELOW"
"P",2,"U+0050","LATIN CAPITAL LETTER P"
"è",1,"U+00E8","LATIN SMALL LETTER E WITH GRAVE"
"S",1,"U+0053","LATIN CAPITAL LETTER S"
"U̱",1,"U+0055, U+0331","LATIN CAPITAL LETTER U, COMBINING MACRON BELOW"
