"Grapheme","Frequency","Codepoint","UnicodeName"
"a",2352,"U+0061","LATIN SMALL LETTER A"
"n",1187,"U+006E","LATIN SMALL LETTER N"
"e",877,"U+0065","LATIN SMALL LETTER E"
"i",606,"U+0069","LATIN SMALL LETTER I"
"k",556,"U+006B","LATIN SMALL LETTER K"
"r",533,"U+0072","LATIN SMALL LETTER R"
"u",496,"U+0075","LATIN SMALL LETTER U"
"t",481,"U+0074","LATIN SMALL LETTER T"
"s",472,"U+0073","LATIN SMALL LETTER S"
"d",457,"U+0064","LATIN SMALL LETTER D"
"g",405,"U+0067","LATIN SMALL LETTER G"
"m",405,"U+006D","LATIN SMALL LETTER M"
"b",301,"U+0062","LATIN SMALL LETTER B"
"p",296,"U+0070","LATIN SMALL LETTER P"
"l",286,"U+006C","LATIN SMALL LETTER L"
"h",267,"U+0068","LATIN SMALL LETTER H"
"y",165,"U+0079","LATIN SMALL LETTER Y"
"o",120,"U+006F","LATIN SMALL LETTER O"
",",100,"U+002C","COMMA"
"-",86,"U+002D","HYPHEN-MINUS"
"j",68,"U+006A","LATIN SMALL LETTER J"
".",61,"U+002E","FULL STOP"
"P",53,"U+0050","LATIN CAPITAL LETTER P"
"w",39,"U+0077","LATIN SMALL LETTER W"
"S",33,"U+0053","LATIN CAPITAL LETTER S"
"c",32,"U+0063","LATIN SMALL LETTER C"
"1",13,"U+0031","DIGIT ONE"
"2",13,"U+0032","DIGIT TWO"
"f",13,"U+0066","LATIN SMALL LETTER F"
"M",13,"U+004D","LATIN CAPITAL LETTER M"
"B",12,"U+0042","LATIN CAPITAL LETTER B"
"T",9,"U+0054","LATIN CAPITAL LETTER T"
"N",7,"U+004E","LATIN CAPITAL LETTER N"
"H",6,"U+0048","LATIN CAPITAL LETTER H"
"3",4,"U+0033","DIGIT THREE"
"A",4,"U+0041","LATIN CAPITAL LETTER A"
";",3,"U+003B","SEMICOLON"
"0",3,"U+0030","DIGIT ZERO"
"4",3,"U+0034","DIGIT FOUR"
"5",3,"U+0035","DIGIT FIVE"
"6",3,"U+0036","DIGIT SIX"
"7",3,"U+0037","DIGIT SEVEN"
"8",3,"U+0038","DIGIT EIGHT"
"9",3,"U+0039","DIGIT NINE"
"U",3,"U+0055","LATIN CAPITAL LETTER U"
"D",2,"U+0044","LATIN CAPITAL LETTER D"
"K",2,"U+004B","LATIN CAPITAL LETTER K"
"v",2,"U+0076","LATIN SMALL LETTER V"
"(",1,"U+0028","LEFT PARENTHESIS"
")",1,"U+0029","RIGHT PARENTHESIS"
"J",1,"U+004A","LATIN CAPITAL LETTER J"
"O",1,"U+004F","LATIN CAPITAL LETTER O"
