"Grapheme","Frequency","Codepoint","UnicodeName"
"a",3654246,"U+0061","LATIN SMALL LETTER A"
"i",3601245,"U+0069","LATIN SMALL LETTER I"
"t",3167514,"U+0074","LATIN SMALL LETTER T"
"n",2994230,"U+006E","LATIN SMALL LETTER N"
"e",2669427,"U+0065","LATIN SMALL LETTER E"
"s",2097557,"U+0073","LATIN SMALL LETTER S"
"ä",1920831,"U+00E4","LATIN SMALL LETTER A WITH DIAERESIS"
"l",1808533,"U+006C","LATIN SMALL LETTER L"
"o",1688869,"U+006F","LATIN SMALL LETTER O"
"u",1507132,"U+0075","LATIN SMALL LETTER U"
"k",1505530,"U+006B","LATIN SMALL LETTER K"
".",1053791,"U+002E","FULL STOP"
"m",1003467,"U+006D","LATIN SMALL LETTER M"
"h",678101,"U+0068","LATIN SMALL LETTER H"
"v",659620,"U+0076","LATIN SMALL LETTER V"
"r",650644,"U+0072","LATIN SMALL LETTER R"
"p",532247,"U+0070","LATIN SMALL LETTER P"
"y",524074,"U+0079","LATIN SMALL LETTER Y"
"j",419722,"U+006A","LATIN SMALL LETTER J"
",",372272,"U+002C","COMMA"
"d",289097,"U+0064","LATIN SMALL LETTER D"
"?",212680,"U+003F","QUESTION MARK"
"M",193963,"U+004D","LATIN CAPITAL LETTER M"
"-",192180,"U+002D","HYPHEN-MINUS"
"S",160125,"U+0053","LATIN CAPITAL LETTER S"
"H",148044,"U+0048","LATIN CAPITAL LETTER H"
"T",146520,"U+0054","LATIN CAPITAL LETTER T"
"E",146162,"U+0045","LATIN CAPITAL LETTER E"
"ö",133737,"U+00F6","LATIN SMALL LETTER O WITH DIAERESIS"
"K",131500,"U+004B","LATIN CAPITAL LETTER K"
"O",113382,"U+004F","LATIN CAPITAL LETTER O"
"J",86833,"U+004A","LATIN CAPITAL LETTER J"
"A",85373,"U+0041","LATIN CAPITAL LETTER A"
"N",71841,"U+004E","LATIN CAPITAL LETTER N"
"P",68909,"U+0050","LATIN CAPITAL LETTER P"
