"Grapheme","Frequency","Codepoint","UnicodeName"
"e",1046,"U+0065","LATIN SMALL LETTER E"
"t",795,"U+0074","LATIN SMALL LETTER T"
"o",706,"U+006F","LATIN SMALL LETTER O"
"n",698,"U+006E","LATIN SMALL LETTER N"
"i",696,"U+0069","LATIN SMALL LETTER I"
"a",670,"U+0061","LATIN SMALL LETTER A"
"r",607,"U+0072","LATIN SMALL LETTER R"
"s",459,"U+0073","LATIN SMALL LETTER S"
"h",445,"U+0068","LATIN SMALL LETTER H"
"l",398,"U+006C","LATIN SMALL LETTER L"
"d",317,"U+0064","LATIN SMALL LETTER D"
"c",291,"U+0063","LATIN SMALL LETTER C"
"f",224,"U+0066","LATIN SMALL LETTER F"
"u",189,"U+0075","LATIN SMALL LETTER U"
"m",184,"U+006D","LATIN SMALL LETTER M"
"y",166,"U+0079","LATIN SMALL LETTER Y"
"g",164,"U+0067","LATIN SMALL LETTER G"
"p",149,"U+0070","LATIN SMALL LETTER P"
"b",109,"U+0062","LATIN SMALL LETTER B"
"v",99,"U+0076","LATIN SMALL LETTER V"
",",94,"U+002C","COMMA"
"w",68,"U+0077","LATIN SMALL LETTER W"
".",61,"U+002E","FULL STOP"
"A",35,"U+0041","LATIN CAPITAL LETTER A"
"E",32,"U+0045","LATIN CAPITAL LETTER E"
"k",18,"U+006B","LATIN SMALL LETTER K"
"N",16,"U+004E","LATIN CAPITAL LETTER N"
"q",16,"U+0071","LATIN SMALL LETTER Q"
"j",15,"U+006A","LATIN SMALL LETTER J"
"1",13,"U+0031","DIGIT ONE"
"2",13,"U+0032","DIGIT TWO"
"T",8,"U+0054","LATIN CAPITAL LETTER T"
"D",7,"U+0044","LATIN CAPITAL LETTER D"
"U",7,"U+0055","LATIN CAPITAL LETTER U"
"W",7,"U+0057","LATIN CAPITAL LETTER W"
"x",7,"U+0078","LATIN SMALL LETTER X"
"‐",6,"U+2010","HYPHEN"
"S",6,"U+0053","LATIN CAPITAL LETTER S"
"M",5,"U+004D","LATIN CAPITAL LETTER M"
";",4,"U+003B","SEMICOLON"
"3",4,"U+0033","DIGIT THREE"
"z",4,"U+007A","LATIN SMALL LETTER Z"
"0",3,"U+0030","DIGIT ZERO"
"4",3,"U+0034","DIGIT FOUR"
"5",3,"U+0035","DIGIT FIVE"
"6",3,"U+0036","DIGIT SIX"
"7",3,"U+0037","DIGIT SEVEN"
"8",3,"U+0038","DIGIT EIGHT"
"9",3,"U+0039","DIGIT NINE"
"P",3,"U+0050","LATIN CAPITAL LETTER P"
"H",2,"U+0048","LATIN CAPITAL LETTER H"
"I",2,"U+0049","LATIN CAPITAL LETTER I"
"R",2,"U+0052","LATIN CAPITAL LETTER R"
"C",1,"U+0043","LATIN CAPITAL LETTER C"
"F",1,"U+0046","LATIN CAPITAL LETTER F"
"G",1,"U+0047","LATIN CAPITAL LETTER G"
