"Grapheme","Frequency","Codepoint","UnicodeName"
"e",1048,"U+0065","LATIN SMALL LETTER E"
"a",994,"U+0061","LATIN SMALL LETTER A"
"i",767,"U+0069","LATIN SMALL LETTER I"
"r",630,"U+0072","LATIN SMALL LETTER R"
"l",589,"U+006C","LATIN SMALL LETTER L"
"n",578,"U+006E","LATIN SMALL LETTER N"
"k",457,"U+006B","LATIN SMALL LETTER K"
"ı",367,"U+0131","LATIN SMALL LETTER DOTLESS I"
"m",343,"U+006D","LATIN SMALL LETTER M"
"t",334,"U+0074","LATIN SMALL LETTER T"
"d",318,"U+0064","LATIN SMALL LETTER D"
"s",312,"U+0073","LATIN SMALL LETTER S"
"y",232,"U+0079","LATIN SMALL LETTER Y"
"u",231,"U+0075","LATIN SMALL LETTER U"
"h",215,"U+0068","LATIN SMALL LETTER H"
"v",189,"U+0076","LATIN SMALL LETTER V"
"ş",151,"U+015F","LATIN SMALL LETTER S WITH CEDILLA"
"b",142,"U+0062","LATIN SMALL LETTER B"
"ü",120,"U+00FC","LATIN SMALL LETTER U WITH DIAERESIS"
",",110,"U+002C","COMMA"
"o",96,"U+006F","LATIN SMALL LETTER O"
"z",82,"U+007A","LATIN SMALL LETTER Z"
"ç",70,"U+00E7","LATIN SMALL LETTER C WITH CEDILLA"
"g",67,"U+0067","LATIN SMALL LETTER G"
".",63,"U+002E","FULL STOP"
"c",62,"U+0063","LATIN SMALL LETTER C"
"ğ",59,"U+011F","LATIN SMALL LETTER G WITH BREVE"
"f",40,"U+0066","LATIN SMALL LETTER F"
"ö",40,"U+00F6","LATIN SMALL LETTER O WITH DIAERESIS"
"H",39,"U+0048","LATIN CAPITAL LETTER H"
"M",36,"U+004D","LATIN CAPITAL LETTER M"
"p",26,"U+0070","LATIN SMALL LETTER P"
"B",21,"U+0042","LATIN CAPITAL LETTER B"
"1",13,"U+0031","DIGIT ONE"
"2",13,"U+0032","DIGIT TWO"
"İ",8,"U+0130","LATIN CAPITAL LETTER I WITH DOT ABOVE"
"A",5,"U+0041","LATIN CAPITAL LETTER A"
";",4,"U+003B","SEMICOLON"
"3",4,"U+0033","DIGIT THREE"
"Ö",4,"U+00D6","LATIN CAPITAL LETTER O WITH DIAERESIS"
"0",3,"U+0030","DIGIT ZERO"
"4",3,"U+0034","DIGIT FOUR"
"5",3,"U+0035","DIGIT FIVE"
"6",3,"U+0036","DIGIT SIX"
"7",3,"U+0037","DIGIT SEVEN"
"8",3,"U+0038","DIGIT EIGHT"
"9",3,"U+0039","DIGIT NINE"
"E",3,"U+0045","LATIN CAPITAL LETTER E"
"â",2,"U+00E2","LATIN SMALL LETTER A WITH CIRCUMFLEX"
"K",2,"U+004B","LATIN CAPITAL LETTER K"
"T",2,"U+0054","LATIN CAPITAL LETTER T"
"Y",2,"U+0059","LATIN CAPITAL LETTER Y"
"G",1,"U+0047","LATIN CAPITAL LETTER G"
"j",1,"U+006A","LATIN SMALL LETTER J"
"U",1,"U+0055","LATIN CAPITAL LETTER U"
"Ü",1,"U+00DC","LATIN CAPITAL LETTER U WITH DIAERESIS"
