"Grapheme","Frequency","Codepoint","UnicodeName"
"a",2549,"U+0061","LATIN SMALL LETTER A"
"i",2371,"U+0069","LATIN SMALL LETTER I"
"n",1730,"U+006E","LATIN SMALL LETTER N"
"u",1394,"U+0075","LATIN SMALL LETTER U"
"t",1349,"U+0074","LATIN SMALL LETTER T"
"s",1249,"U+0073","LATIN SMALL LETTER S"
"l",753,"U+006C","LATIN SMALL LETTER L"
"r",716,"U+0072","LATIN SMALL LETTER R"
"m",653,"U+006D","LATIN SMALL LETTER M"
"q",493,"U+0071","LATIN SMALL LETTER Q"
"e",462,"U+0065","LATIN SMALL LETTER E"
"g",419,"U+0067","LATIN SMALL LETTER G"
"k",409,"U+006B","LATIN SMALL LETTER K"
"p",269,"U+0070","LATIN SMALL LETTER P"
"o",259,"U+006F","LATIN SMALL LETTER O"
"f",178,"U+0066","LATIN SMALL LETTER F"
".",92,"U+002E","FULL STOP"
",",69,"U+002C","COMMA"
"v",57,"U+0076","LATIN SMALL LETTER V"
"I",55,"U+0049","LATIN CAPITAL LETTER I"
"A",41,"U+0041","LATIN CAPITAL LETTER A"
"K",37,"U+004B","LATIN CAPITAL LETTER K"
"j",22,"U+006A","LATIN SMALL LETTER J"
"N",17,"U+004E","LATIN CAPITAL LETTER N"
"T",17,"U+0054","LATIN CAPITAL LETTER T"
"1",14,"U+0031","DIGIT ONE"
"2",14,"U+0032","DIGIT TWO"
"L",10,"U+004C","LATIN CAPITAL LETTER L"
"P",10,"U+0050","LATIN CAPITAL LETTER P"
"U",9,"U+0055","LATIN CAPITAL LETTER U"
"S",8,"U+0053","LATIN CAPITAL LETTER S"
"3",5,"U+0033","DIGIT THREE"
"R",5,"U+0052","LATIN CAPITAL LETTER R"
";",4,"U+003B","SEMICOLON"
"F",4,"U+0046","LATIN CAPITAL LETTER F"
"0",3,"U+0030","DIGIT ZERO"
"4",3,"U+0034","DIGIT FOUR"
"5",3,"U+0035","DIGIT FIVE"
"6",3,"U+0036","DIGIT SIX"
"7",3,"U+0037","DIGIT SEVEN"
"8",3,"U+0038","DIGIT EIGHT"
"9",3,"U+0039","DIGIT NINE"
"G",3,"U+0047","LATIN CAPITAL LETTER G"
"M",3,"U+004D","LATIN CAPITAL LETTER M"
"Q",3,"U+0051","LATIN CAPITAL LETTER Q"
"O",2,"U+004F","LATIN CAPITAL LETTER O"
"[",1,"U+005B","LEFT SQUARE BRACKET"
"]",1,"U+005D","RIGHT SQUARE BRACKET"
"/",1,"U+002F","SOLIDUS"
"c",1,"U+0063","LATIN SMALL LETTER C"
