"Grapheme","Frequency","Codepoint","UnicodeName"
"a",26142,"U+0061","LATIN SMALL LETTER A"
"e",15871,"U+0065","LATIN SMALL LETTER E"
"m",14910,"U+006D","LATIN SMALL LETTER M"
"t",11910,"U+0074","LATIN SMALL LETTER T"
"h",10030,"U+0068","LATIN SMALL LETTER H"
"r",9875,"U+0072","LATIN SMALL LETTER R"
"p",9289,"U+0070","LATIN SMALL LETTER P"
"i",9161,"U+0069","LATIN SMALL LETTER I"
"n",8859,"U+006E","LATIN SMALL LETTER N"
"j",8487,"U+006A","LATIN SMALL LETTER J"
"c",8059,"U+0063","LATIN SMALL LETTER C"
"ã",5834,"U+00E3","LATIN SMALL LETTER A WITH TILDE"
"ê",5760,"U+00EA","LATIN SMALL LETTER E WITH CIRCUMFLEX"
"k",5464,"U+006B","LATIN SMALL LETTER K"
"u",5299,"U+0075","LATIN SMALL LETTER U"
"o",4554,"U+006F","LATIN SMALL LETTER O"
",",3846,"U+002C","COMMA"
"w",3044,"U+0077","LATIN SMALL LETTER W"
".",2648,"U+002E","FULL STOP"
"à",2589,"U+00E0","LATIN SMALL LETTER A WITH GRAVE"
"x",2576,"U+0078","LATIN SMALL LETTER X"
"õ",1924,"U+00F5","LATIN SMALL LETTER O WITH TILDE"
"ỳ",1877,"U+1EF3","LATIN SMALL LETTER Y WITH GRAVE"
"ô",1553,"U+00F4","LATIN SMALL LETTER O WITH CIRCUMFLEX"
"P",1274,"U+0050","LATIN CAPITAL LETTER P"
"N",1129,"U+004E","LATIN CAPITAL LETTER N"
"M",1012,"U+004D","LATIN CAPITAL LETTER M"
"ũ",988,"U+0169","LATIN SMALL LETTER U WITH TILDE"
"ẽ",894,"U+1EBD","LATIN SMALL LETTER E WITH TILDE"
"y",894,"U+0079","LATIN SMALL LETTER Y"
"ĩ",783,"U+0129","LATIN SMALL LETTER I WITH TILDE"
"—",770,"U+2014","EM DASH"
"ỹ",612,"U+1EF9","LATIN SMALL LETTER Y WITH TILDE"
"q",571,"U+0071","LATIN SMALL LETTER Q"
":",459,"U+003A","COLON"
"g",443,"U+0067","LATIN SMALL LETTER G"
"A",370,"U+0041","LATIN CAPITAL LETTER A"
"C",332,"U+0043","LATIN CAPITAL LETTER C"
"I",318,"U+0049","LATIN CAPITAL LETTER I"
"J",305,"U+004A","LATIN CAPITAL LETTER J"
"?",210,"U+003F","QUESTION MARK"
"H",192,"U+0048","LATIN CAPITAL LETTER H"
"X",191,"U+0058","LATIN CAPITAL LETTER X"
"E",142,"U+0045","LATIN CAPITAL LETTER E"
"W",128,"U+0057","LATIN CAPITAL LETTER W"
"!",113,"U+0021","EXCLAMATION MARK"
"Q",113,"U+0051","LATIN CAPITAL LETTER Q"
"T",100,"U+0054","LATIN CAPITAL LETTER T"
"“",93,"U+201C","LEFT DOUBLE QUOTATION MARK"
"”",93,"U+201D","RIGHT DOUBLE QUOTATION MARK"
"R",89,"U+0052","LATIN CAPITAL LETTER R"
"Ỹ",67,"U+1EF8","LATIN CAPITAL LETTER Y WITH TILDE"
"1",64,"U+0031","DIGIT ONE"
"K",40,"U+004B","LATIN CAPITAL LETTER K"
"G",33,"U+0047","LATIN CAPITAL LETTER G"
"-",23,"U+002D","HYPHEN-MINUS"
"2",22,"U+0032","DIGIT TWO"
"3",11,"U+0033","DIGIT THREE"
"‘",9,"U+2018","LEFT SINGLE QUOTATION MARK"
"’",9,"U+2019","RIGHT SINGLE QUOTATION MARK"
";",8,"U+003B","SEMICOLON"
"5",7,"U+0035","DIGIT FIVE"
"6",7,"U+0036","DIGIT SIX"
"8",7,"U+0038","DIGIT EIGHT"
"0",6,"U+0030","DIGIT ZERO"
"O",6,"U+004F","LATIN CAPITAL LETTER O"
"7",4,"U+0037","DIGIT SEVEN"
"4",3,"U+0034","DIGIT FOUR"
"9",3,"U+0039","DIGIT NINE"
"Ê",2,"U+00CA","LATIN CAPITAL LETTER E WITH CIRCUMFLEX"
"(",1,"U+0028","LEFT PARENTHESIS"
")",1,"U+0029","RIGHT PARENTHESIS"
"À",1,"U+00C0","LATIN CAPITAL LETTER A WITH GRAVE"
