"Grapheme","Frequency","Codepoint","UnicodeName"
"a",32532,"U+0061","LATIN SMALL LETTER A"
"i",29439,"U+0069","LATIN SMALL LETTER I"
"t",23132,"U+0074","LATIN SMALL LETTER T"
"n",22144,"U+006E","LATIN SMALL LETTER N"
"e",21861,"U+0065","LATIN SMALL LETTER E"
"s",17856,"U+0073","LATIN SMALL LETTER S"
"l",16960,"U+006C","LATIN SMALL LETTER L"
"ä",14909,"U+00E4","LATIN SMALL LETTER A WITH DIAERESIS"
"k",14510,"U+006B","LATIN SMALL LETTER K"
"u",12370,"U+0075","LATIN SMALL LETTER U"
"o",12279,"U+006F","LATIN SMALL LETTER O"
"m",11280,"U+006D","LATIN SMALL LETTER M"
"v",6592,"U+0076","LATIN SMALL LETTER V"
"r",6531,"U+0072","LATIN SMALL LETTER R"
"p",5636,"U+0070","LATIN SMALL LETTER P"
"j",5353,"U+006A","LATIN SMALL LETTER J"
"h",4929,"U+0068","LATIN SMALL LETTER H"
"y",3702,"U+0079","LATIN SMALL LETTER Y"
",",3406,"U+002C","COMMA"
".",2457,"U+002E","FULL STOP"
"d",1708,"U+0064","LATIN SMALL LETTER D"
"ö",994,"U+00F6","LATIN SMALL LETTER O WITH DIAERESIS"
"""",777,"U+0022","QUOTATION MARK"
"T",573,"U+0054","LATIN CAPITAL LETTER T"
"S",499,"U+0053","LATIN CAPITAL LETTER S"
"K",428,"U+004B","LATIN CAPITAL LETTER K"
"M",426,"U+004D","LATIN CAPITAL LETTER M"
":",361,"U+003A","COLON"
"-",347,"U+002D","HYPHEN-MINUS"
"H",292,"U+0048","LATIN CAPITAL LETTER H"
";",273,"U+003B","SEMICOLON"
"g",258,"U+0067","LATIN SMALL LETTER G"
"1",237,"U+0031","DIGIT ONE"
"V",228,"U+0056","LATIN CAPITAL LETTER V"
"P",219,"U+0050","LATIN CAPITAL LETTER P"
"'",199,"U+0027","APOSTROPHE"
"—",176,"U+2014","EM DASH"
"2",175,"U+0032","DIGIT TWO"
"N",169,"U+004E","LATIN CAPITAL LETTER N"
"J",168,"U+004A","LATIN CAPITAL LETTER J"
"E",157,"U+0045","LATIN CAPITAL LETTER E"
"c",150,"U+0063","LATIN SMALL LETTER C"
"(",149,"U+0028","LEFT PARENTHESIS"
")",149,"U+0029","RIGHT PARENTHESIS"
"A",136,"U+0041","LATIN CAPITAL LETTER A"
"B",109,"U+0042","LATIN CAPITAL LETTER B"
"8",106,"U+0038","DIGIT EIGHT"
"L",101,"U+004C","LATIN CAPITAL LETTER L"
"!",99,"U+0021","EXCLAMATION MARK"
"I",89,"U+0049","LATIN CAPITAL LETTER I"
"R",85,"U+0052","LATIN CAPITAL LETTER R"
"b",82,"U+0062","LATIN SMALL LETTER B"
"O",82,"U+004F","LATIN CAPITAL LETTER O"
"0",80,"U+0030","DIGIT ZERO"
"3",79,"U+0033","DIGIT THREE"
"7",79,"U+0037","DIGIT SEVEN"
"f",66,"U+0066","LATIN SMALL LETTER F"
"5",62,"U+0035","DIGIT FIVE"
"6",55,"U+0036","DIGIT SIX"
"D",55,"U+0044","LATIN CAPITAL LETTER D"
"4",54,"U+0034","DIGIT FOUR"
"z",54,"U+007A","LATIN SMALL LETTER Z"
"9",53,"U+0039","DIGIT NINE"
"Y",45,"U+0059","LATIN CAPITAL LETTER Y"
"G",43,"U+0047","LATIN CAPITAL LETTER G"
"F",41,"U+0046","LATIN CAPITAL LETTER F"
"?",19,"U+003F","QUESTION MARK"
"U",17,"U+0055","LATIN CAPITAL LETTER U"
"W",12,"U+0057","LATIN CAPITAL LETTER W"
"é",10,"U+00E9","LATIN SMALL LETTER E WITH ACUTE"
"/",8,"U+002F","SOLIDUS"
"Ö",8,"U+00D6","LATIN CAPITAL LETTER O WITH DIAERESIS"
"*",5,"U+002A","ASTERISK"
"Ä",4,"U+00C4","LATIN CAPITAL LETTER A WITH DIAERESIS"
"ü",4,"U+00FC","LATIN SMALL LETTER U WITH DIAERESIS"
"å",2,"U+00E5","LATIN SMALL LETTER A WITH RING ABOVE"
"[",1,"U+005B","LEFT SQUARE BRACKET"
"]",1,"U+005D","RIGHT SQUARE BRACKET"
"w",1,"U+0077","LATIN SMALL LETTER W"
"X",1,"U+0058","LATIN CAPITAL LETTER X"
"Z",1,"U+005A","LATIN CAPITAL LETTER Z"
