"Grapheme","Frequency","Codepoint","UnicodeName"
"a",1915,"U+0061","LATIN SMALL LETTER A"
"i",942,"U+0069","LATIN SMALL LETTER I"
"u",614,"U+0075","LATIN SMALL LETTER U"
"k",532,"U+006B","LATIN SMALL LETTER K"
"n",513,"U+006E","LATIN SMALL LETTER N"
"h",391,"U+0068","LATIN SMALL LETTER H"
"e",341,"U+0065","LATIN SMALL LETTER E"
"w",339,"U+0077","LATIN SMALL LETTER W"
"m",330,"U+006D","LATIN SMALL LETTER M"
"t",296,"U+0074","LATIN SMALL LETTER T"
"y",289,"U+0079","LATIN SMALL LETTER Y"
"o",259,"U+006F","LATIN SMALL LETTER O"
"l",243,"U+006C","LATIN SMALL LETTER L"
"s",188,"U+0073","LATIN SMALL LETTER S"
"z",165,"U+007A","LATIN SMALL LETTER Z"
"r",129,"U+0072","LATIN SMALL LETTER R"
"b",120,"U+0062","LATIN SMALL LETTER B"
"d",120,"U+0064","LATIN SMALL LETTER D"
"f",111,"U+0066","LATIN SMALL LETTER F"
".",98,"U+002E","FULL STOP"
"g",96,"U+0067","LATIN SMALL LETTER G"
"c",80,"U+0063","LATIN SMALL LETTER C"
",",75,"U+002C","COMMA"
"K",73,"U+004B","LATIN CAPITAL LETTER K"
"j",72,"U+006A","LATIN SMALL LETTER J"
"p",39,"U+0070","LATIN SMALL LETTER P"
"A",34,"U+0041","LATIN CAPITAL LETTER A"
"M",25,"U+004D","LATIN CAPITAL LETTER M"
"U",24,"U+0055","LATIN CAPITAL LETTER U"
"v",21,"U+0076","LATIN SMALL LETTER V"
"I",17,"U+0049","LATIN CAPITAL LETTER I"
"1",15,"U+0031","DIGIT ONE"
"W",14,"U+0057","LATIN CAPITAL LETTER W"
"2",13,"U+0032","DIGIT TWO"
"N",12,"U+004E","LATIN CAPITAL LETTER N"
"-",11,"U+002D","HYPHEN-MINUS"
"T",11,"U+0054","LATIN CAPITAL LETTER T"
"B",8,"U+0042","LATIN CAPITAL LETTER B"
"E",7,"U+0045","LATIN CAPITAL LETTER E"
"H",7,"U+0048","LATIN CAPITAL LETTER H"
"Y",7,"U+0059","LATIN CAPITAL LETTER Y"
";",5,"U+003B","SEMICOLON"
"J",5,"U+004A","LATIN CAPITAL LETTER J"
"R",5,"U+0052","LATIN CAPITAL LETTER R"
"0",4,"U+0030","DIGIT ZERO"
"3",4,"U+0033","DIGIT THREE"
"4",4,"U+0034","DIGIT FOUR"
"8",4,"U+0038","DIGIT EIGHT"
"9",4,"U+0039","DIGIT NINE"
"D",4,"U+0044","LATIN CAPITAL LETTER D"
"F",4,"U+0046","LATIN CAPITAL LETTER F"
"S",4,"U+0053","LATIN CAPITAL LETTER S"
"Z",4,"U+005A","LATIN CAPITAL LETTER Z"
"5",3,"U+0035","DIGIT FIVE"
"6",3,"U+0036","DIGIT SIX"
"7",3,"U+0037","DIGIT SEVEN"
"G",3,"U+0047","LATIN CAPITAL LETTER G"
"L",3,"U+004C","LATIN CAPITAL LETTER L"
"'",2,"U+0027","APOSTROPHE"
"""",2,"U+0022","QUOTATION MARK"
"O",2,"U+004F","LATIN CAPITAL LETTER O"
"P",2,"U+0050","LATIN CAPITAL LETTER P"
