"Grapheme","Frequency","Codepoint","UnicodeName"
"、",199,"U+3001","IDEOGRAPHIC COMMA"
"の",189,"U+306E","HIRAGANA LETTER NO"
"る",167,"U+308B","HIRAGANA LETTER RU"
"に",134,"U+306B","HIRAGANA LETTER NI"
"す",132,"U+3059","HIRAGANA LETTER SU"
"を",127,"U+3092","HIRAGANA LETTER WO"
"は",111,"U+306F","HIRAGANA LETTER HA"
"な",104,"U+306A","HIRAGANA LETTER NA"
"て",96,"U+3066","HIRAGANA LETTER TE"
"と",79,"U+3068","HIRAGANA LETTER TO"
"人",70,"U+4EBA","CJK UNIFIED IDEOGRAPH-4EBA"
"。",65,"U+3002","IDEOGRAPHIC FULL STOP"
"権",65,"U+6A29","CJK UNIFIED IDEOGRAPH-6A29"
"び",60,"U+3073","HIRAGANA LETTER BI"
"い",59,"U+3044","HIRAGANA LETTER I"
"利",58,"U+5229","CJK UNIFIED IDEOGRAPH-5229"
"し",57,"U+3057","HIRAGANA LETTER SI"
"及",52,"U+53CA","CJK UNIFIED IDEOGRAPH-53CA"
"こ",51,"U+3053","HIRAGANA LETTER KO"
"有",50,"U+6709","CJK UNIFIED IDEOGRAPH-6709"
"れ",49,"U+308C","HIRAGANA LETTER RE"
"自",49,"U+81EA","CJK UNIFIED IDEOGRAPH-81EA"
"的",45,"U+7684","CJK UNIFIED IDEOGRAPH-7684"
"べ",42,"U+3079","HIRAGANA LETTER BE"
"国",42,"U+56FD","CJK UNIFIED IDEOGRAPH-56FD"
"も",41,"U+3082","HIRAGANA LETTER MO"
"け",37,"U+3051","HIRAGANA LETTER KE"
"で",37,"U+3067","HIRAGANA LETTER DE"
"ら",36,"U+3089","HIRAGANA LETTER RA"
"か",33,"U+304B","HIRAGANA LETTER KA"
"条",31,"U+6761","CJK UNIFIED IDEOGRAPH-6761"
"由",31,"U+7531","CJK UNIFIED IDEOGRAPH-7531"
"第",30,"U+7B2C","CJK UNIFIED IDEOGRAPH-7B2C"
"た",29,"U+305F","HIRAGANA LETTER TA"
"よ",27,"U+3088","HIRAGANA LETTER YO"
"又",27,"U+53C8","CJK UNIFIED IDEOGRAPH-53C8"
"つ",23,"U+3064","HIRAGANA LETTER TU"
"受",23,"U+53D7","CJK UNIFIED IDEOGRAPH-53D7"
"が",20,"U+304C","HIRAGANA LETTER GA"
"っ",20,"U+3063","HIRAGANA LETTER SMALL TU"
"保",20,"U+4FDD","CJK UNIFIED IDEOGRAPH-4FDD"
"あ",19,"U+3042","HIRAGANA LETTER A"
"会",19,"U+4F1A","CJK UNIFIED IDEOGRAPH-4F1A"
"さ",18,"U+3055","HIRAGANA LETTER SA"
