"Grapheme","Frequency","Codepoint","UnicodeName"
"n",19,"U+006E","LATIN SMALL LETTER N"
"á",16,"U+00E1","LATIN SMALL LETTER A WITH ACUTE"
"k",16,"U+006B","LATIN SMALL LETTER K"
"ā",12,"U+0101","LATIN SMALL LETTER A WITH MACRON"
"-",10,"U+002D","HYPHEN-MINUS"
".",8,"U+002E","FULL STOP"
"b",8,"U+0062","LATIN SMALL LETTER B"
"è",8,"U+00E8","LATIN SMALL LETTER E WITH GRAVE"
"m",8,"U+006D","LATIN SMALL LETTER M"
"g",7,"U+0067","LATIN SMALL LETTER G"
"t",7,"U+0074","LATIN SMALL LETTER T"
"à",6,"U+00E0","LATIN SMALL LETTER A WITH GRAVE"
"d",5,"U+0064","LATIN SMALL LETTER D"
"l",5,"U+006C","LATIN SMALL LETTER L"
"ɗ",4,"U+0257","LATIN SMALL LETTER D WITH HOOK"
"é",4,"U+00E9","LATIN SMALL LETTER E WITH ACUTE"
"ē",4,"U+0113","LATIN SMALL LETTER E WITH MACRON"
"ǝ́",4,"U+01DD, U+0341","LATIN SMALL LETTER TURNED E, COMBINING ACUTE TONE MARK"
"í",4,"U+00ED","LATIN SMALL LETTER I WITH ACUTE"
"s",4,"U+0073","LATIN SMALL LETTER S"
"ú",4,"U+00FA","LATIN SMALL LETTER U WITH ACUTE"
"ù",4,"U+00F9","LATIN SMALL LETTER U WITH GRAVE"
"ɨ́",3,"U+0268, U+0341","LATIN SMALL LETTER I WITH STROKE, COMBINING ACUTE TONE MARK"
"j",3,"U+006A","LATIN SMALL LETTER J"
"M",3,"U+004D","LATIN CAPITAL LETTER M"
"ò",3,"U+00F2","LATIN SMALL LETTER O WITH GRAVE"
"ō",3,"U+014D","LATIN SMALL LETTER O WITH MACRON"
"r",3,"U+0072","LATIN SMALL LETTER R"
",",2,"U+002C","COMMA"
"ɓ",2,"U+0253","LATIN SMALL LETTER B WITH HOOK"
"ī",2,"U+012B","LATIN SMALL LETTER I WITH MACRON"
"ɲ",2,"U+0272","LATIN SMALL LETTER N WITH LEFT HOOK"
"ó",2,"U+00F3","LATIN SMALL LETTER O WITH ACUTE"
"ū",2,"U+016B","LATIN SMALL LETTER U WITH MACRON"
"?",1,"U+003F","QUESTION MARK"
"c",1,"U+0063","LATIN SMALL LETTER C"
"C",1,"U+0043","LATIN CAPITAL LETTER C"
"G",1,"U+0047","LATIN CAPITAL LETTER G"
"ɨ̀",1,"U+0268, U+0340","LATIN SMALL LETTER I WITH STROKE, COMBINING GRAVE TONE MARK"
"ᵼ̄",1,"U+1D7C, U+0304","LATIN SMALL LETTER IOTA WITH STROKE, COMBINING MACRON"
"J",1,"U+004A","LATIN CAPITAL LETTER J"
"K",1,"U+004B","LATIN CAPITAL LETTER K"
"N",1,"U+004E","LATIN CAPITAL LETTER N"
"p",1,"U+0070","LATIN SMALL LETTER P"
"ŕ",1,"U+0155","LATIN SMALL LETTER R WITH ACUTE"
"w",1,"U+0077","LATIN SMALL LETTER W"
"y",1,"U+0079","LATIN SMALL LETTER Y"
