"Grapheme","Frequency","Codepoint","UnicodeName"
"a",1269,"U+0061","LATIN SMALL LETTER A"
"e",843,"U+0065","LATIN SMALL LETTER E"
"i",663,"U+0069","LATIN SMALL LETTER I"
"o",576,"U+006F","LATIN SMALL LETTER O"
"t",561,"U+0074","LATIN SMALL LETTER T"
"r",500,"U+0072","LATIN SMALL LETTER R"
"ꞌ",490,"U+A78C","LATIN SMALL LETTER SALTILLO"
"u",420,"U+0075","LATIN SMALL LETTER U"
"h",413,"U+0068","LATIN SMALL LETTER H"
"k",401,"U+006B","LATIN SMALL LETTER K"
"m",238,"U+006D","LATIN SMALL LETTER M"
"ā",226,"U+0101","LATIN SMALL LETTER A WITH MACRON"
"n",194,"U+006E","LATIN SMALL LETTER N"
".",156,"U+002E","FULL STOP"
",",121,"U+002C","COMMA"
"ō",120,"U+014D","LATIN SMALL LETTER O WITH MACRON"
"ŋ",114,"U+014B","LATIN SMALL LETTER ENG"
"p",112,"U+0070","LATIN SMALL LETTER P"
"H",71,"U+0048","LATIN CAPITAL LETTER H"
"ū",70,"U+016B","LATIN SMALL LETTER U WITH MACRON"
"K",46,"U+004B","LATIN CAPITAL LETTER K"
"v",39,"U+0076","LATIN SMALL LETTER V"
"'",38,"U+0027","APOSTROPHE"
"ī",32,"U+012B","LATIN SMALL LETTER I WITH MACRON"
":",26,"U+003A","COLON"
"ē",25,"U+0113","LATIN SMALL LETTER E WITH MACRON"
"—",22,"U+2014","EM DASH"
"I",22,"U+0049","LATIN CAPITAL LETTER I"
"E",19,"U+0045","LATIN CAPITAL LETTER E"
"A",15,"U+0041","LATIN CAPITAL LETTER A"
"T",15,"U+0054","LATIN CAPITAL LETTER T"
"!",9,"U+0021","EXCLAMATION MARK"
"¡",9,"U+00A1","INVERTED EXCLAMATION MARK"
"?",9,"U+003F","QUESTION MARK"
"¿",9,"U+00BF","INVERTED QUESTION MARK"
"P",6,"U+0050","LATIN CAPITAL LETTER P"
";",5,"U+003B","SEMICOLON"
"M",5,"U+004D","LATIN CAPITAL LETTER M"
"O",5,"U+004F","LATIN CAPITAL LETTER O"
"R",4,"U+0052","LATIN CAPITAL LETTER R"
"N",3,"U+004E","LATIN CAPITAL LETTER N"
"–",2,"U+2013","EN DASH"
"V",1,"U+0056","LATIN CAPITAL LETTER V"
