"Grapheme","Frequency","Codepoint","UnicodeName"
"a",139721,"U+0061","LATIN SMALL LETTER A"
"o",122190,"U+006F","LATIN SMALL LETTER O"
"r",101975,"U+0072","LATIN SMALL LETTER R"
"m",99110,"U+006D","LATIN SMALL LETTER M"
"h",97331,"U+0068","LATIN SMALL LETTER H"
"n",95840,"U+006E","LATIN SMALL LETTER N"
"t",92612,"U+0074","LATIN SMALL LETTER T"
"i",89513,"U+0069","LATIN SMALL LETTER I"
"k",65413,"U+006B","LATIN SMALL LETTER K"
"f",54064,"U+0066","LATIN SMALL LETTER F"
"u",52253,"U+0075","LATIN SMALL LETTER U"
"y",47245,"U+0079","LATIN SMALL LETTER Y"
"e",35784,"U+0065","LATIN SMALL LETTER E"
"s",21672,"U+0073","LATIN SMALL LETTER S"
".",21286,"U+002E","FULL STOP"
"d",20967,"U+0064","LATIN SMALL LETTER D"
"b",20579,"U+0062","LATIN SMALL LETTER B"
"w",19613,"U+0077","LATIN SMALL LETTER W"
"N",13945,"U+004E","LATIN CAPITAL LETTER N"
",",11328,"U+002C","COMMA"
"p",10754,"U+0070","LATIN SMALL LETTER P"
"g",9272,"U+0067","LATIN SMALL LETTER G"
"B",7024,"U+0042","LATIN CAPITAL LETTER B"
"j",5190,"U+006A","LATIN SMALL LETTER J"
"J",3827,"U+004A","LATIN CAPITAL LETTER J"
"T",3055,"U+0054","LATIN CAPITAL LETTER T"
"“",3000,"U+201C","LEFT DOUBLE QUOTATION MARK"
"”",2999,"U+201D","RIGHT DOUBLE QUOTATION MARK"
"Y",2969,"U+0059","LATIN CAPITAL LETTER Y"
"K",2377,"U+004B","LATIN CAPITAL LETTER K"
"l",1978,"U+006C","LATIN SMALL LETTER L"
"-",1852,"U+002D","HYPHEN-MINUS"
"R",1446,"U+0052","LATIN CAPITAL LETTER R"
"M",1268,"U+004D","LATIN CAPITAL LETTER M"
"W",1197,"U+0057","LATIN CAPITAL LETTER W"
"?",1173,"U+003F","QUESTION MARK"
"A",1015,"U+0041","LATIN CAPITAL LETTER A"
"S",884,"U+0053","LATIN CAPITAL LETTER S"
"P",854,"U+0050","LATIN CAPITAL LETTER P"
"’",817,"U+2019","RIGHT SINGLE QUOTATION MARK"
"‘",816,"U+2018","LEFT SINGLE QUOTATION MARK"
"I",769,"U+0049","LATIN CAPITAL LETTER I"
"F",617,"U+0046","LATIN CAPITAL LETTER F"
"H",546,"U+0048","LATIN CAPITAL LETTER H"
"0",365,"U+0030","DIGIT ZERO"
"D",329,"U+0044","LATIN CAPITAL LETTER D"
"G",231,"U+0047","LATIN CAPITAL LETTER G"
"O",189,"U+004F","LATIN CAPITAL LETTER O"
"1",176,"U+0031","DIGIT ONE"
"!",174,"U+0021","EXCLAMATION MARK"
"E",138,"U+0045","LATIN CAPITAL LETTER E"
"L",121,"U+004C","LATIN CAPITAL LETTER L"
"7",119,"U+0037","DIGIT SEVEN"
"2",116,"U+0032","DIGIT TWO"
"4",58,"U+0034","DIGIT FOUR"
":",56,"U+003A","COLON"
"5",43,"U+0035","DIGIT FIVE"
"U",40,"U+0055","LATIN CAPITAL LETTER U"
"6",34,"U+0036","DIGIT SIX"
"3",33,"U+0033","DIGIT THREE"
"(",23,"U+0028","LEFT PARENTHESIS"
")",23,"U+0029","RIGHT PARENTHESIS"
"8",17,"U+0038","DIGIT EIGHT"
"9",16,"U+0039","DIGIT NINE"
"v",13,"U+0076","LATIN SMALL LETTER V"
"/",1,"U+002F","SOLIDUS"
