"Grapheme","Frequency","Codepoint","UnicodeName"
"a",1686,"U+0061","LATIN SMALL LETTER A"
"u",812,"U+0075","LATIN SMALL LETTER U"
"n",624,"U+006E","LATIN SMALL LETTER N"
"k",621,"U+006B","LATIN SMALL LETTER K"
"i",603,"U+0069","LATIN SMALL LETTER I"
"h",475,"U+0068","LATIN SMALL LETTER H"
"e",459,"U+0065","LATIN SMALL LETTER E"
"l",442,"U+006C","LATIN SMALL LETTER L"
"w",438,"U+0077","LATIN SMALL LETTER W"
"m",380,"U+006D","LATIN SMALL LETTER M"
"o",315,"U+006F","LATIN SMALL LETTER O"
"s",309,"U+0073","LATIN SMALL LETTER S"
"c",237,"U+0063","LATIN SMALL LETTER C"
"y",208,"U+0079","LATIN SMALL LETTER Y"
"t",197,"U+0074","LATIN SMALL LETTER T"
"v",177,"U+0076","LATIN SMALL LETTER V"
"g",126,"U+0067","LATIN SMALL LETTER G"
"p",111,"U+0070","LATIN SMALL LETTER P"
"j",108,"U+006A","LATIN SMALL LETTER J"
".",67,"U+002E","FULL STOP"
"z",66,"U+007A","LATIN SMALL LETTER Z"
"d",62,"U+0064","LATIN SMALL LETTER D"
",",52,"U+002C","COMMA"
"b",49,"U+0062","LATIN SMALL LETTER B"
"f",48,"U+0066","LATIN SMALL LETTER F"
"C",42,"U+0043","LATIN CAPITAL LETTER C"
"M",35,"U+004D","LATIN CAPITAL LETTER M"
"K",28,"U+004B","LATIN CAPITAL LETTER K"
"1",13,"U+0031","DIGIT ONE"
"2",13,"U+0032","DIGIT TWO"
"L",12,"U+004C","LATIN CAPITAL LETTER L"
"U",12,"U+0055","LATIN CAPITAL LETTER U"
"A",8,"U+0041","LATIN CAPITAL LETTER A"
"N",8,"U+004E","LATIN CAPITAL LETTER N"
"V",8,"U+0056","LATIN CAPITAL LETTER V"
"3",4,"U+0033","DIGIT THREE"
"0",3,"U+0030","DIGIT ZERO"
"4",3,"U+0034","DIGIT FOUR"
"5",3,"U+0035","DIGIT FIVE"
"6",3,"U+0036","DIGIT SIX"
"7",3,"U+0037","DIGIT SEVEN"
"8",3,"U+0038","DIGIT EIGHT"
"9",3,"U+0039","DIGIT NINE"
"T",3,"U+0054","LATIN CAPITAL LETTER T"
"W",3,"U+0057","LATIN CAPITAL LETTER W"
"E",2,"U+0045","LATIN CAPITAL LETTER E"
"H",2,"U+0048","LATIN CAPITAL LETTER H"
"S",2,"U+0053","LATIN CAPITAL LETTER S"
"G",1,"U+0047","LATIN CAPITAL LETTER G"
"P",1,"U+0050","LATIN CAPITAL LETTER P"
"Y",1,"U+0059","LATIN CAPITAL LETTER Y"
"Z",1,"U+005A","LATIN CAPITAL LETTER Z"
