# language_name_wals:	Georgian
# language_name_glotto:	Georgian
# ISO_639-3:	kat
# year_composed:	NA
# year_published:	1963
# mode:	written
# genre_(broad):	non-fiction
# genre_(narrow):	religion
# writing_system:	Geor
# special_characters:	NA
# short_description:	The New Testament in Georgian. Text of the Parallel Bible Corpus: Mayer, Thomas & Michael Cysouw. 2014. Creating a Massively Parallel Bible Corpus. Proceedings of the International Conference on Language Resources and Evaluation (LREC), Reykjavik, 3158-3163.
# source:	http://unbound.biola.edu/index.cfm?method=downloads.showDownloadMain
# copyright_short:	NA
# copyright_long:	This text was prepared on the basis of the 1963 publication by the Georgian Orthodox Church
# sample_type:	whole
# comments:	The first two digits of the identifier refer to the book, the next three digits to the chapter, and the last three digits to the verse. See Mayer & Cysouw (2014) for a list of book identifiers.

40001001	წიგნი შობისა იესუ ქრისტესი , ძისა დავითისი , ძისა აბრაჰამისი .
40001002	აბრაჰამ შვა ისაკ ; ისაკ შვა იაკობ ; იაკობ შვა იუდა და ძმანი მისნი ;
40001003	ხოლო იუდა შვა ფარეზ და ზარა თამარისგან ; და ფარეზ შვა ესრომ ; ესრომ შვა არამ ;
40001004	არამ შვა ამინადაბ ; ამინადაბ შვა ნაასონ ; ნაასონ შვა სალმონ ;
40001005	სალმონ შვა ბოოს რექაბისგან ; ბოოს შვა იობედ რუთისგან ; იობედ შვა იესე ;
40001006	იესე შვა დავით მეფე ; დავით მეფემან შვა სოლომონ ურიაჲს ცოლისაგან ;
40001007	სოლომონ შვა რობოამ ; რობოამ შვა აბია ; აბია შვა ასა ;
40001008	ასა შვა იოსაფატ ; იოსაფატ შვა იორამ ; იორამ შვა ოზია ; ოზია შვა იოათამ ;
40001009	იოათამ შვა აქაზ ; აქაზ შვა ეზეკია ;
40001010	ეზეკია შვა მანასე ; მანასე შვა ამონ ; ამონ შვა იოსია ;
40001011	იოსია შვა იექონია და ძმანი მისნი ტყუეობასა მას ბაბილოვნელთასა .
40001012	შემდგომად ტყუეობისა მის ბაბილოვნისა იექონია შვა სალათიელ ; სალათიელ შვა ზორობაბელ ; ზორობაბელ შვა აბიუდ ;
40001013	აბიუდ შვა ელიაკიმ ; ალიაკიმ შვა აზორ ;
40001014	აზორ შვა სადუკ ; სადუკ შვა აქიმ ; აქიმ შვა ალიუდ ;
40001015	ელიუდ შვა ელეაზარ ; ელეაზარ შვა მატთან ; მატთან შვა იაკობ ;
40001016	იაკობ შვა იოსებ , ქმარი მარიამისი , რომლისაგან იშვა იესუ , რომელსა ჰრქჳან ქრისტე .
40001017	ყოველი ნათესავი აბრაჰამისითგან ვიდრე დავითისამდე ნათესავი ათოთხმეტ ; და დავითისითგან ვიდრე ტყუენვადმდე ბაბილოვნისა ნათესავი ათოთხმეტ ; და ტყუენვითგან ბაბილოვნისაჲთ ვიდრე ქრისტესამდე ნათესავი ათოთხმეტ .
40001018	ხოლო იესუ ქრისტეს შობაჲ ესრეთ იყო , რამეთუ : თხოვილ იყო დედაჲ მისი მარიამ იოსებისა და ვიდრე შერთვადმდე მათა იპოვა იგი მიდგომილ სულისაგან წმიდისა .
40001019	ხოლო იოსებ , ქმარი ამისი , მართალი იყო და არა უნდა განმხილებაჲ მისი , იზრახა ფარულად განტევებაჲ მისი .
40001020	და ვითარ იგი ამას განიზრახვიდა ოდენ , აჰა ანგელოზი უფლისაჲ ჩუენებით გამოუჩნდა მას და ჰრქუა : იოსებ , ძეო დავითისო , ნუ გეშინინ მიყვანებად მარიამისა , ცოლისა შენისა , რამეთუ რომელი-იგი მისგან იშვეს , სულისაგან წმიდისა არს .
40001021	შვეს ძე , და უწოდიან სახელი მისი იესუ , რამეთუ მან იჴსნეს ერი თჳსი ცოდვათა მათთაგან .
40001022	ესე ყოველი იქმნა , რაჲთა აღესრულოს სიტყუაჲ იგი უფლისაჲ პირითა წინასწარმეტყუელისაჲთა თქუმული :
40001023	აჰა ქალწული მოუდგეს და შვეს ძე , და უწოდიან სახელი მისი ემმანუელ , რომელ არს თარგმანებით : ჩუენ თანა ღმერთი .
40001024	განიღჳძა იოსებ ძილისა მისგან და ყო ეგრე , ვითარცა უბრძანა მას ანგელოზმან უფლისამან , და წარიყვანა ცოლი თჳსი .
40001025	და არა იცოდა იგი , ვიდრემდე შვა ძე იგი მისი პირმშოჲ და უწოდა სახელი მისი იესუ .
40002001	ხოლო იესუჲს შობასა ბეთლემს ჰურიასტანისასა , დღეთა ჰეროდე მეფისათა , აჰა მოგუნი აღმოსავალით მოვიდეს იერუსალჱმდ და იტყოდეს :
40002002	სადა არს , რომელი-იგი იშვა მეუფე ჰურიათაჲ ? რამეთუ ვიხილეთ ვარსკულავი მისი აღმოსავალით და მოვედით თაყუანის-ცემად მისა .
40002003	ვითარცა ესმა ესე ჰეროდეს მეფესა , შეძრრწუნდა , და ყოველი იერუსალჱმი მის თანა .
40002004	და შეკრიბნა ყოველნი მღდელთმოძღუარნი და მწიგნობარნი ერისანი და იკითხვიდა მათგან : სადა უკუე შობად არს ქრისტე ?
40002005	ხოლო მათ ჰრქუეს მას : ბეთლემს ჰურიასტანისასა , რამეთუ ესრეთ წერილ არს წინასწარმეტყუელისა მიერ :
40002006	და შენ , ბეთლემ , ქუეყანაჲ ეგე იუდაჲსი , არასადა უმრწემეს ხარ მთავართა შორის იუდაჲსთა , რამეთუ შენგან გამოვიდეს წინამძღუარი , რომელმან დამწყსოს ერი ჩემი ისრაჱლი .
40002007	მაშინ ჰეროდე იდუმალ მოუწოდა მოგუთა მათ და გამოიკითხა მათგან ჟამი იგი გამოჩინებულისა მის ვარსკულავისაჲ .
40002008	და წარავლინნა იგინი ბეთლემდ და ჰრქუა : მოვედით და გამოიკითხეთ ჭეშმარიტად ყრმისა მისთჳს და რაჟამს ჰპოოთ იგი , მითხართ მე , რაჲთა მეცა მივიდე და თაყუანის-ვსცე მას .
40002009	ხოლო მათ ვითარცა ესმა ესე მეფისა მისგან , წარვიდეს . და აჰა ვარსკულავი იგი , რომელი იხილეს აღმოსავალით , წინა-უძღოდა მათ , ვიდრემდე მოვიდა და დაადგრა ადგილსა მას , რომელსა იყო ყრმაჲ იგი .
40002010	ხოლო მათ ვითარცა იხილეს ვარსკულავი იგი , განიხარეს სიხარულითა დიდითა ფრიად .
40002011	და ვითარცა შევიდეს სახლსა მას , იხილეს ყრმაჲ იგი მარიამის თანა , დედისა თჳსისა , და დავარდეს და თაყუანის-სცეს მას ; და აღაღეს საუნჯეთა მათთა და შეწირეს მისა ძღუენი : ოქროჲ , გუნდრუკი და მური .
40002012	და მოიღეს ბრძანებაჲ ჩუენებით , რაჲთა არა მიაქციონ ჰეროდესა , არამედ სხჳთ გზით წარვიდენ სოფლად თჳსა .
40002013	და ვითარცა განეშორნეს იგინი , აჰა ანგელოზი უფლისაჲ გამოუჩნდა ჩუენებით იოსებს და ჰრქუა : აღდეგ და წარიყვანე ყრმაჲ ეგე და დედაჲ მაგისი და ივლტოდე ეგჳპტედ და იყავ მუნ , ვიდრემდე გრქუა შენ , რამეთუ ეგულების ჰეროდეს მოძიებად ყრმისა მაგის და წარწყმედად ეგე .
40002014	ხოლო იგი აღდგა და წარიყვანა ყრმაჲ იგი და დედაჲ მისი ღამე და წარვიდა ეგჳპტედ და იყო მუნ , ვიდრე აღსრულებადმდე ჰეროდესა .
40002015	რაჲთა აღესრულოს სიტყუაჲ იგი უფლისაჲ , თქუმული წინასწარმეტყუელისა მიერ : ეგვიპტით უწოდე ძესა ჩემსა .
40002016	მაშინ ვითარცა იხილა ჰეროდე , რამეთუ მოიკიცხა მოგუთა მათგან , განრისხნა ფრიად , წარავლინნა და მოსწყჳდა ყოველი ყრმები , რომელნი იყვნეს ბეთლემს და ყოველთა საზღვართა მისთა ორით წლითგანი და უდარესი , მსგავსად მის ჟამისა , ვითარცა გამოიკითხა მოგუთა მათგან .
40002017	მაშინ აღესრულა თქუმული იგი იერემია წინასწარმეტყუელისაჲ , რომელსა იტყჳს :
40002018	ჴმაჲ ჰრამაჲთ ისმა გოდებისა და ტირილისა და ტყებისაჲ მრავალი ; რაქელ სტიროდა შვილთა თჳსთა და არა უნდა ნუგეშინის-ცემის , რამეთუ არა არიან .
40002019	ხოლო რაჟამს აღესრულა ჰეროდე , აჰა ანგელოზი უფლისაჲ გამოეცხადა ჩუენებით იოსებს ეგჳპტეს
40002020	და ჰრქუა : აღდეგ და წარიყვანე ყრმაჲ ეგე და დედაჲ მაგისი და წარვედ ქუეყანად ისრაჱლისა , რამეთუ მოსწყდეს , რომელნი ეძიებდეს სულსა მაგის ყრმისასა .
40002021	ხოლო იგი აღდგა და წარმოიყვანა ყრმაჲ იგი და დედაჲ მისი და მოვიდა ქუეყანად ისრაჱლისა .
