# language_name_wals:	Lango
# language_name_glotto:	Lango (Uganda)
# ISO_639-3:	laj
# year_composed:	NA
# year_published:	1979
# mode:	written
# genre_(broad):	non-fiction
# genre_(narrow):	religion
# writing_system:	Latn
# special_characters:	NA
# short_description:	Text of the Parallel Bible Corpus: Mayer, Thomas & Michael Cysouw. 2014. Creating a Massively Parallel Bible Corpus. Proceedings of the International Conference on Language Resources and Evaluation (LREC), Reykjavik, 3158-3163.
# source:	http://bibles.org/laj-B79/Matt/1
# copyright_short:	© 1979 The Bible Society of Uganda
# copyright_long:	This translation, published by The Bible Society of Uganda, was first published in 1979.<br>If you are interested in obtaining a printed copy, please contact The Bible Society of Uganda at www.biblesociety-uganda.org.
# sample_type:	whole
# comments:	The first two digits of the identifier refer to the book, the next three digits to the chapter, and the last three digits to the verse. See Mayer & Cysouw (2014) for a list of book identifiers.

40001001	Man buk me kwari a Yecu Kricito , akwar Daudi , akwar Iburaim .
40001002	Iburaim onywalo Icaka , Icaka onywalo Yakobo , Yakobo onywalo Juda kede omego mege ;
40001003	eka Juda kede Tamali te nywalo Perej kede Jera , Perej te nywalo Kejeron , Kejeron te nywalo Aram ;
40001004	Aram te nywalo Aminadab , Aminadab te nywalo Nacon , Nacon te nywalo Calamon ;
40001005	Calamon kede cege Rakab te nywalo Boaj , Boaj kede cege Luci te nywalo Obed , Obed te nywalo Yece ;
40001006	Yece te nywalo abaka Daudi . Daudi i dako a Uria te nywalo Culeman ;
40001007	Culeman te nywalo Rekoboam , Rekoboam te nywalo Abija , Abija te nywalo Acap ;
40001008	Acap te nywalo Yekocafati , Yekocafati te nywalo Joram , Joram te nywalo Ujia ;
40001009	Ujia te nywalo Yocam , Yocam te nywalo Akaj , Akaj te nywalo Kejekia ;
40001010	Kejekia te nywalo Manace , Manace te nywalo Amoc , Amoc te nywalo Yocia ;
40001011	Yocia te nywalo Yekonia kede omego mege i kare ame oterogi i Babulon .
40001012	Dok icennere ame doŋ oterogi oko i Babulon , Yekonia dok te nywalo Calatiel , Calatiel daŋ te nywalo Jerubabel ;
40001013	Jerubabel te nywalo Abiuda , Abiuda te nywalo Eliakim , Eliakim te nywalo Ajor ;
40001014	Ajor te nywalo Jadok , Jadok te nywalo Akim , Akim te nywalo Eliuda ;
40001015	Eliuda te nywalo Eleajar , Eleajar te nywalo Matan , Matan te nywalo Yakobo ;
40001016	Yakobo te nywalo Yucepu cwar Maliam a rik onywalo Yecu ame olwoŋo ni Kricito .
40001017	Amannono kwari luŋ ame onywalo geye i kom Iburaim ituno kede i kom Daudi , romo kwari apar wie aŋwen , dok geye i kom Daudi ituno i kare ame oterogi i Babulon romo kwari apar wie aŋwen , dok geye i kare ame oterogi i Babulon ituno kede i kom Kricito romo kwari apar wie aŋwen .
40001018	Nywalo Yecu rik obedo amane . Ame tottere Maliam pwod ocikere acika me nyomere gin i Yucepu , a mom ru gin onotte karacel , te ŋeye oko ni en ogamo yic me Cuny Acil .
40001019	Cware Yucepu nwaŋ en baŋ o a kite atir , mom omito kelo lewic i kom nyan-nu ; oparo ni ewek aweka i muŋ .
40001020	Ame onwoŋo pwod tye aparo koppono , amalaika a Rwot te nen baŋe i waŋ lek , a kun kobbe ni , “ Yucepu akwar Daudi , kur ilwor tero Maliam me wot bedo cegi , pien yic ame en tye kede-nu mea Cuny Acil gire .
40001021	En bino nywalo atin awobi , ibino cako nyiŋe Yecu , pien bino laro jo mere i kom bal megi . ”
