# language_name_wals:	Basque
# language_name_glotto:	Basque
# ISO_6393:	eus
# year_composed:	NA
# year_published:	NA
# mode:	written
# genre_broad:	non-fiction
# genre_narrow:	religion
# writing_system:	Latn
# special_characters:	NA
# short_description:	Text of the Parallel Bible Corpus: Mayer, Thomas & Michael Cysouw. 2014. Creating a Massively Parallel Bible Corpus. Proceedings of the International Conference on Language Resources and Evaluation (LREC), Reykjavik, 3158-3163.
# source:	https://www.bible.com/de/bible/56/gen.1.eab
# copyright_short:	© Bible Society
# copyright_long:	This is the translation of the Bible in Basque language, Euskera, sponsored by the Bible Society. The translation was carried out by an interconfessional team of biblical scholars under the rules of Bible translations cooperation signed by the United Bible Societies and the Catholic Church. It is a medium-high level translation in Basque Batua, standardized language for the Academy of the Basque Language. This Bible is published in interconfessional issue with Deuterocanonical books of the Old and New Testaments.
# sample_type:	whole
# comments:	The first two digits of the identifier refer to the book, the next three digits to the chapter, and the last three digits to the verse. See Mayer & Cysouw (2014) for a list of book identifiers.

40001001	Abrahamen eta Daviden ondorengo den Jesus Mesiasen arbasoen zerrenda :
40001002	Abrahamek Isaak sortu zuen ; Isaakek Jakob ; Jakobek Juda eta honen anaiak ;
40001003	Judak Fares eta Zara , Tamarrengandik ; Faresek Esrom ; Esromek Aram ;
40001004	Aramek Aminadab ; Aminadabek Naason ; Naasonek Salmon ;
40001005	Salmonek Booz , Rahabengandik ; Boozek Obed , Rutengandik ; Obedek Jese ,
40001006	eta Jesek David erregea . Davidek Salomon sortu zuen , Uriasen emazte izanarengandik ;
40001007	Salomonek Roboam ; Roboamek Abia ; Abiak Asaf ;
40001008	Asafek Josafat ; Josafatek Joram ; Joramek Ozias ;
40001009	Oziasek Joatam ; Joatamek Akaz ; Akazek Ezekias ;
40001010	Ezekiasek Manases ; Manasesek Amon ; Amonek Josias ,
40001011	eta Josiasek Jekonias eta honen anaiak , israeldarrak Babiloniara erbesteratu zituzten garaian .
40001012	Babiloniako erbestealdiaren ondoren , Jekoniasek Salatiel sortu zuen ; Salatielek Zorobabel ;
40001013	Zorobabelek Abiud ; Abiudek Eliakim ; Eliakimek Azor ;
40001014	Azorrek Sadok ; Sadokek Akim ; Akimek Eliud ;
